Date;Timestamp;DeviceOrientation;GyroscopeX;GyroscopeY;GyroscopeZ;Label
2024-10-10 01:25:51;1728512751.5553741;faceUp;0.41758736968040466;-0.135949045419693;-2.0352320671081543;
2024-10-10 01:25:51;1728512751.566101;faceUp;1.069883108139038;-1.2924150228500366;-2.0869646072387695;
2024-10-10 01:25:51;1728512751.5748339;faceUp;0.41050365567207336;-0.6235626339912415;-2.4465038776397705;
2024-10-10 01:25:51;1728512751.579115;faceUp;-0.00196408131159842;-0.4547653794288635;-2.2261013984680176;
2024-10-10 01:25:51;1728512751.590341;faceUp;0.23267585039138794;-1.191513180732727;-2.037888765335083;
2024-10-10 01:25:51;1728512751.6258678;faceUp;1.6205636262893677;-0.8221058249473572;-2.617706775665283;
2024-10-10 01:25:51;1728512751.6780128;faceUp;0.6772937774658203;-2.41171932220459;-1.6498112678527832;
2024-10-10 01:25:51;1728512751.726464;faceUp;0.5322362184524536;-1.2034119367599487;-2.2241716384887695;
2024-10-10 01:25:51;1728512751.77788;faceUp;0.4043831527233124;-0.7544498443603516;-1.690100908279419;
2024-10-10 01:25:51;1728512751.827147;faceUp;0.13080008327960968;-0.9227682948112488;-1.1485323905944824;
2024-10-10 01:25:51;1728512751.877285;faceUp;0.3737331032752991;-0.9451872706413269;-0.7427849173545837;
2024-10-10 01:25:51;1728512751.9260921;faceUp;0.9811782836914062;-1.1824374198913574;-0.3310048282146454;
2024-10-10 01:25:51;1728512751.9791389;faceUp;0.5543846487998962;-2.0912203788757324;-0.9604077935218811;
2024-10-10 01:25:51;1728512752.02599;faceUp;0.7701818943023682;-3.932842254638672;1.3946620225906372;
2024-10-10 01:25:51;1728512752.0767589;faceUp;2.523693084716797;-6.2649688720703125;2.873265504837036;
2024-10-10 01:25:51;1728512752.126875;faceUp;1.0042279958724976;-4.881255626678467;3.94884991645813;
2024-10-10 01:25:51;1728512752.176302;faceUp;2.1429126262664795;-3.1578850746154785;4.721465587615967;
2024-10-10 01:25:51;1728512752.225446;faceUp;0.465300053358078;-0.5144401788711548;3.3244659900665283;
