time,wx,wy,wz
13.970,-2.09,-2.43,-0.01
13.986,-1.56,-2.53,0.21
14.003,-1.52,-1.54,0.22
14.020,-2.00,-0.62,-0.17
14.037,-2.65,0.13,-0.63
14.070,-2.51,-0.42,-0.62
14.087,-2.44,-0.58,-0.45
14.103,-2.62,-0.34,-0.48
14.136,-2.59,-0.13,-0.48
14.152,-2.30,-0.67,-0.51
14.169,-1.95,-1.13,-0.59
14.186,-1.63,-1.60,-0.69
14.203,-1.25,-1.96,-0.74
14.220,-0.60,-1.85,-0.69
14.237,0.12,-1.76,-0.68
14.252,0.96,-1.74,-0.74
14.270,1.98,-1.40,-0.63
14.286,3.36,-0.73,-0.65
14.303,4.91,-0.54,-1.07
14.320,6.24,-0.72,-1.71
14.336,6.95,-0.66,-2.30
14.352,4.09,0.36,-3.08
14.370,1.94,2.03,-2.56
14.386,3.31,1.93,-0.65
14.403,2.77,-0.04,1.00
14.420,1.50,-1.19,1.36
14.436,1.19,-0.50,1.46
14.452,0.90,1.00,1.28
14.470,0.87,2.41,0.61
14.486,1.14,3.00,0.19
14.503,1.42,3.13,0.25
14.520,1.72,3.15,0.29
14.537,2.28,3.04,-0.01
14.552,3.42,3.92,-0.32
14.570,4.02,4.51,-0.75
14.586,4.14,3.55,-1.36
14.603,3.01,7.05,-2.73
14.623,1.68,5.20,-2.44
14.652,0.33,-1.28,-1.01
14.670,0.43,-0.35,-0.06
14.687,-2.66,2.29,-2.40
14.720,-3.27,-0.42,-4.62
14.737,-2.78,-2.66,-4.67
14.752,-2.71,-3.10,-4.76
14.770,-2.55,0.14,-5.79
14.786,-2.00,1.17,-6.89
14.803,-2.33,1.49,-6.90
14.819,-2.51,-0.38,-5.39
14.836,-1.95,-0.65,-2.91
14.852,-1.56,0.39,-1.23
14.870,-1.48,0.54,-1.04
14.886,-1.46,-2.17,-1.67
14.903,-1.47,-4.52,-1.42
14.920,-1.11,-5.58,-0.43
14.936,-0.24,-5.94,0.45
14.952,0.79,-5.13,1.34
14.970,2.14,-2.10,2.24
14.986,3.43,1.99,3.14
15.003,3.87,6.80,3.74
15.020,2.85,10.68,3.48
15.036,1.38,11.96,2.60
15.052,-5.87,-3.03,1.42
15.070,-6.53,-6.45,1.53
15.086,-5.15,-5.71,1.88
15.103,-3.68,-5.25,2.25
15.120,-1.62,-4.59,2.89
15.136,1.33,-3.36,3.10
15.152,3.64,-2.76,2.30
15.170,4.71,-2.43,0.94
15.186,4.42,-3.17,-0.63
15.203,4.39,-3.60,-2.15
15.220,5.86,5.62,-2.44
15.236,1.47,16.90,-1.45
15.252,0.60,7.35,-2.63
15.270,1.28,2.93,-2.05
15.303,0.95,3.74,-1.82
15.320,-0.87,2.60,2.89
15.336,-1.12,1.66,4.32
15.370,-2.42,1.80,1.41
15.386,-2.59,2.01,0.41
15.403,-2.81,1.88,0.10
15.420,-2.67,3.15,0.07
15.436,-1.83,3.42,-0.15
15.452,-0.96,2.29,-0.56
15.470,0.02,0.94,-1.11
15.486,1.25,-1.08,-1.99
15.503,1.70,-5.05,-3.48
15.520,1.10,-9.58,-5.01
15.536,-0.83,-10.86,-6.36
15.552,-1.37,-4.03,-8.16
15.570,0.43,-0.05,-7.99
15.586,1.14,1.65,-4.14
15.603,-0.77,1.08,-0.09
15.620,-1.06,-0.57,1.46
15.636,-0.41,-1.77,1.48
15.652,0.36,-2.54,1.31
15.670,1.00,-2.41,1.29
15.686,1.40,-2.05,1.41
15.703,1.40,-2.20,1.43
15.720,1.12,-3.04,1.50
15.737,0.82,-3.37,1.80
15.752,0.77,-2.36,2.13
15.770,0.68,-1.14,2.25
15.786,-0.01,-1.20,2.28
15.803,-2.91,-6.73,2.63
15.820,-4.65,-11.99,3.30
15.836,-3.10,-12.69,3.89
15.852,3.15,-1.37,1.27
15.886,2.94,2.59,-1.00
15.903,2.10,2.01,-0.14
15.920,1.43,-2.83,0.81
15.952,1.34,-2.52,0.12
15.970,1.71,-1.68,-0.22
15.986,1.82,0.70,-0.38
16.003,1.96,3.26,-0.45
16.020,2.12,4.58,-0.42
16.036,2.16,4.53,-0.38
16.052,1.87,3.08,-0.60
16.070,1.40,1.04,-0.92
16.086,0.98,-0.58,-0.82
16.103,0.66,-1.04,-0.17
16.120,0.37,-0.69,0.51
16.136,0.09,-0.26,0.66
16.152,-0.05,0.07,0.42
16.170,-0.02,0.45,0.30
16.186,0.14,0.72,0.29
16.203,0.34,0.84,0.23
16.220,0.51,0.89,0.12
16.237,0.57,0.97,0.07
16.252,0.47,1.10,0.07
16.270,0.24,1.13,0.08
16.286,0.04,1.04,0.03
16.303,-0.02,0.84,0.02
16.320,0.08,0.52,0.14
16.336,0.21,0.13,0.34
16.352,0.30,-0.34,0.40
16.370,0.33,-0.59,0.33
16.386,0.31,-0.59,0.25
16.403,0.26,-0.40,0.23
16.420,0.19,-0.06,0.17
16.436,0.17,0.70,-0.03
16.470,0.23,0.92,-0.05
16.486,0.42,0.90,-0.11
16.503,0.76,0.28,-0.05
16.536,1.75,-2.33,0.01
16.552,0.64,-2.15,-0.08
16.570,-0.52,-1.17,0.04
16.586,-0.98,-0.38,0.08
16.603,-0.83,-0.07,-0.01
16.620,-0.41,-0.13,-0.06
16.636,-0.10,-0.28,-0.08
16.652,0.03,-0.28,-0.12
16.670,0.11,-0.20,-0.12
16.686,0.19,-0.19,-0.13
16.703,0.25,-0.30,-0.12
16.720,0.25,-0.49,-0.07
16.737,0.20,-0.72,-0.01
16.752,0.10,-0.88,0.04
16.770,-0.04,-0.87,0.07
16.787,-0.16,-0.70,0.06
16.803,-0.22,-0.46,0.04
16.820,-0.20,-0.26,0.02
16.836,-0.14,-0.14,0.00
16.852,-0.06,-0.09,-0.01
16.869,0.00,-0.05,-0.03
16.886,0.04,0.02,-0.05
16.903,0.05,0.11,-0.07
16.920,0.05,0.19,-0.08
16.936,0.04,0.23,-0.08
16.952,0.04,0.28,-0.05
16.970,0.05,0.31,-0.03
16.986,0.05,0.32,-0.02
17.002,0.04,0.27,0.00
17.020,0.03,0.18,0.02
17.037,0.02,0.10,0.03
17.052,0.02,0.06,0.02
17.070,0.02,0.05,0.04
17.086,0.03,0.07,0.04
17.120,0.02,0.14,-0.05
17.136,0.01,0.16,-0.03
17.152,0.00,0.15,-0.02
17.170,-0.01,0.10,-0.05
17.186,-0.03,0.03,-0.04
17.202,-0.05,-0.04,-0.03
17.220,-0.07,-0.09,-0.01
17.236,-0.06,-0.11,-0.01
17.252,-0.06,-0.09,-0.01
17.269,-0.05,-0.08,-0.01
17.286,-0.04,-0.09,-0.01
17.302,-0.02,-0.11,-0.01
17.320,0.00,-0.13,-0.01
17.336,0.00,-0.13,-0.02
17.352,0.00,-0.12,-0.03
17.369,0.02,-0.12,-0.03
17.386,0.05,-0.12,-0.02
17.403,0.07,-0.08,-0.01
17.420,0.06,-0.01,-0.01
17.436,0.03,0.09,-0.01
17.452,-0.02,0.15,-0.03
17.470,-0.06,0.16,-0.03
17.486,-0.05,0.09,-0.03
17.503,-0.01,0.00,-0.03
17.519,0.02,-0.07,-0.02
17.537,0.02,-0.09,-0.02
17.552,-0.01,-0.06,-0.02
17.570,-0.01,-0.01,-0.01
17.586,0.01,0.05,-0.01
17.603,0.03,0.11,-0.01
17.620,0.04,0.14,-0.02
17.636,0.01,0.10,-0.02
17.652,-0.01,0.06,-0.02
17.670,-0.03,-0.02,-0.00
17.703,-0.03,-0.04,0.00
17.720,-0.00,-0.07,0.02
17.736,0.00,-0.07,0.03
17.770,-0.03,-0.05,0.01
17.786,-0.04,-0.04,0.00
17.803,-0.03,-0.04,-0.01
17.820,-0.00,-0.02,-0.02
17.835,0.02,-0.00,-0.03
17.853,0.04,0.01,-0.04
17.870,0.04,0.00,-0.03
17.886,0.04,-0.02,-0.02
17.903,0.02,-0.05,-0.01
17.920,-0.00,-0.05,-0.01
17.936,-0.02,-0.04,-0.00
17.952,-0.02,-0.02,-0.00
17.970,-0.02,-0.01,-0.00
17.986,0.00,-0.00,-0.00
18.003,0.03,-0.01,0.00
18.020,0.03,0.00,0.00
18.036,0.00,0.01,-0.00
18.052,0.00,0.01,0.00
18.070,0.00,-0.00,0.01
18.086,-0.01,0.01,-0.00
18.103,-0.02,0.04,-0.01
18.120,-0.02,0.07,-0.02
18.136,-0.02,0.08,-0.01
18.152,-0.02,0.06,-0.01
18.169,-0.02,0.04,-0.01
18.186,-0.01,0.03,0.00
18.203,-0.02,0.03,0.01
18.220,-0.03,0.03,0.01
18.236,-0.04,0.04,0.01
18.252,-0.04,0.04,-0.00
18.269,-0.05,0.03,-0.01
18.286,-0.03,0.01,-0.01
18.303,0.01,-0.03,-0.01
18.320,0.01,-0.01,-0.01
18.352,0.01,0.03,-0.02
18.369,0.00,0.02,-0.02
18.386,-0.01,0.00,-0.02
18.403,-0.01,-0.01,-0.02
18.419,-0.00,-0.02,-0.01
18.436,0.00,-0.02,-0.00
18.452,-0.00,-0.01,-0.00
18.469,-0.00,0.01,-0.00
18.486,0.00,0.01,0.00
18.503,0.01,-0.00,0.00
18.520,0.02,-0.01,0.00
18.536,0.03,-0.01,0.01
18.552,0.04,-0.01,0.00
18.569,0.03,-0.01,-0.00
18.586,0.03,0.01,-0.01
18.603,0.02,0.03,-0.01
18.620,0.01,0.06,-0.01
18.636,0.01,0.06,-0.01
18.652,0.00,0.04,-0.00
18.669,-0.01,0.01,0.00
18.686,-0.03,-0.01,0.01
18.703,-0.03,-0.01,0.01
18.720,-0.03,-0.01,0.01
18.736,-0.02,-0.01,0.01
18.752,-0.01,-0.02,0.01
18.769,-0.01,-0.02,0.00
18.786,-0.00,-0.01,-0.00
18.803,0.00,-0.01,-0.01
18.820,0.01,-0.01,-0.01
18.836,0.02,-0.02,-0.01
18.869,0.02,-0.01,-0.01
18.886,0.02,-0.00,-0.01
18.903,0.01,-0.00,-0.01
18.936,-0.00,-0.01,0.00
18.953,-0.01,-0.03,0.00
18.969,-0.01,-0.04,0.01
18.986,-0.01,-0.04,0.01
19.003,-0.01,-0.01,0.00
19.020,-0.01,0.00,-0.00
19.036,0.00,0.01,-0.01
19.052,-0.00,0.01,-0.00
19.070,0.01,-0.00,0.00
19.086,0.02,-0.03,0.01
19.103,-0.00,-0.06,0.00
19.120,-0.03,-0.08,0.00
19.136,-0.05,-0.09,-0.00
19.152,-0.06,-0.07,-0.02
19.169,-0.06,-0.04,-0.03
19.186,-0.03,-0.00,-0.04
19.203,0.00,0.03,-0.04
19.220,0.02,0.04,-0.03
19.236,0.03,0.04,-0.02
19.252,0.03,0.03,-0.01
19.269,0.02,0.02,-0.00
19.286,0.01,0.00,0.01
19.303,0.00,-0.01,0.02
19.320,0.01,-0.01,0.02
19.336,0.01,0.02,0.02
19.352,0.01,0.05,0.01
19.369,0.01,0.07,0.01
19.386,-0.00,0.07,0.00
19.403,-0.00,0.06,-0.00
19.420,-0.00,0.05,-0.00
19.436,-0.00,0.05,-0.00
19.452,-0.01,0.04,-0.00
19.469,-0.01,0.03,-0.00
19.486,-0.01,0.04,-0.00
19.520,-0.01,0.06,0.00
19.536,-0.01,0.05,0.00
19.552,-0.00,0.04,0.01
19.569,0.00,0.04,0.01
19.586,-0.00,0.04,0.01
19.603,-0.01,0.04,0.01
19.620,-0.01,0.03,0.01
19.636,-0.00,0.03,0.00
19.652,-0.01,0.02,0.00
19.669,-0.01,0.03,-0.00
19.686,-0.00,0.04,-0.01
19.703,-0.00,0.04,-0.01
19.720,0.00,0.03,-0.01
19.736,0.01,0.02,-0.01
19.752,0.01,0.02,-0.01
19.770,0.02,0.02,-0.01
19.786,0.01,0.03,-0.01
19.803,0.00,0.03,-0.01
19.820,-0.00,0.01,-0.01
19.836,-0.01,0.01,-0.01
19.852,-0.01,0.01,-0.00
19.869,-0.01,0.01,-0.00
19.886,-0.00,0.01,-0.00
19.903,0.01,0.02,-0.00
19.920,0.02,0.02,-0.00
19.936,0.01,0.00,-0.00
19.952,-0.01,-0.00,-0.00
19.970,-0.01,0.00,-0.00
19.986,-0.01,0.00,-0.00
20.003,-0.01,-0.00,-0.01
20.019,-0.01,-0.00,-0.01
20.036,0.00,-0.00,-0.01
20.052,0.01,0.01,-0.00
20.069,0.00,0.01,-0.00
20.103,-0.00,-0.01,-0.00
20.119,0.00,-0.01,-0.00
20.136,0.00,-0.01,-0.00
20.169,0.01,0.01,-0.00
20.185,0.00,0.02,-0.01
20.203,-0.00,0.01,-0.01
20.220,-0.00,-0.01,-0.01
20.236,0.00,-0.01,-0.00
20.253,-0.00,0.01,-0.00
20.269,-0.00,0.02,-0.00
20.286,-0.01,0.02,-0.01
20.303,-0.01,0.02,-0.01
20.320,-0.01,0.02,-0.01
20.336,-0.00,0.01,-0.00
20.353,-0.00,0.01,-0.01
20.369,-0.00,0.02,-0.01
20.386,0.00,0.02,-0.01
20.403,0.01,0.04,-0.00
20.420,0.01,0.05,-0.00
20.436,0.01,0.05,-0.00
20.452,0.00,0.04,-0.00
20.469,0.00,0.03,0.00
20.486,0.00,0.02,0.00
20.503,0.01,0.03,0.01
20.520,0.01,0.04,0.01
20.536,0.02,0.04,0.00
20.552,0.01,0.04,0.00
20.569,0.00,0.04,-0.00
20.586,-0.00,0.03,-0.00
20.603,-0.01,0.02,-0.01
20.620,-0.01,0.01,-0.01
20.636,0.00,0.00,-0.00
20.653,0.01,-0.04,0.02
20.686,-0.00,-0.10,0.02
20.702,-0.03,-0.19,-0.01
20.720,-0.03,-0.16,-0.03
20.752,-0.00,-0.05,-0.06
20.769,0.00,-0.03,-0.07
20.786,0.01,-0.02,-0.05
20.803,0.02,-0.02,-0.04
20.819,0.01,-0.05,-0.02
20.836,0.00,-0.11,0.00
20.853,-0.01,-0.16,0.02
20.869,-0.02,-0.17,0.03
20.886,-0.01,-0.15,0.03
20.903,-0.00,-0.13,0.03
20.920,0.00,-0.09,0.01
20.936,0.01,-0.03,-0.00
20.953,0.02,0.03,-0.01
20.969,0.02,0.05,-0.02
20.986,0.01,0.03,-0.02
21.003,-0.01,0.02,-0.01
21.020,-0.01,0.03,-0.00
21.036,-0.01,0.05,0.00
21.053,-0.01,0.06,0.01
21.069,-0.02,0.07,0.01
21.085,-0.02,0.07,0.01
21.103,-0.02,0.07,0.02
21.120,-0.01,0.06,0.01
21.136,-0.01,0.05,0.01
21.152,-0.00,0.02,0.01
21.169,0.01,0.01,0.00
21.186,0.01,0.02,-0.00
21.202,0.01,0.03,-0.01
21.220,0.00,0.03,-0.01
21.236,-0.00,0.00,-0.01
21.269,-0.00,-0.03,-0.01
21.286,-0.01,-0.10,0.01
21.303,-0.01,-0.11,0.01
21.336,-0.01,-0.10,0.01
21.353,-0.01,-0.09,-0.00
21.369,0.01,-0.09,-0.01
21.386,0.02,-0.07,-0.01
21.403,0.04,-0.03,-0.02
21.420,0.04,0.00,-0.02
21.436,0.04,0.01,-0.01
21.452,0.02,0.01,-0.01
21.469,0.01,0.02,-0.01
21.486,0.00,0.02,0.00
21.503,0.00,0.01,0.01
21.519,0.00,0.01,0.01
21.536,0.01,0.02,0.02
21.552,0.01,0.04,0.02
21.569,0.00,0.05,0.02
21.586,-0.01,0.05,0.01
21.603,-0.01,0.04,0.01
21.619,-0.01,0.03,0.01
21.636,-0.00,0.04,0.00
21.652,0.00,0.05,-0.01
21.669,0.00,0.05,-0.01
21.686,-0.00,0.06,-0.01
21.702,-0.01,0.07,-0.01
21.720,-0.01,0.07,-0.01
21.736,-0.01,0.05,-0.01
21.752,-0.01,0.03,-0.00
21.769,-0.01,0.03,-0.00
21.786,-0.01,0.03,-0.00
21.803,-0.00,0.03,-0.00
21.819,0.00,0.03,0.00
21.836,-0.00,0.02,-0.01
21.852,-0.01,0.01,-0.01
21.869,-0.02,-0.00,-0.01
21.886,-0.00,0.02,-0.02
21.919,0.01,0.03,-0.02
21.936,0.00,0.02,-0.01
21.952,0.00,0.00,0.00
21.986,-0.00,-0.02,0.01
22.002,-0.00,-0.01,0.01
22.019,-0.01,0.00,0.00
22.036,-0.01,0.00,-0.00
22.052,-0.01,0.01,-0.00
22.069,-0.00,0.01,-0.00
22.086,-0.01,0.01,-0.01
22.103,-0.01,0.01,-0.01
22.119,-0.01,0.00,-0.01
22.136,-0.00,-0.00,-0.01
22.152,0.00,-0.00,-0.01
22.169,-0.00,0.00,-0.01
22.186,-0.01,-0.00,-0.01
22.202,-0.01,-0.01,-0.01
22.219,-0.00,-0.02,-0.01
22.236,-0.00,-0.02,-0.01
22.252,-0.01,-0.02,-0.01
22.269,-0.01,-0.02,-0.01
22.286,-0.01,-0.01,-0.01
22.303,-0.01,-0.01,-0.01
22.319,-0.01,0.00,-0.01
22.336,-0.01,-0.00,-0.01
22.352,-0.01,-0.02,-0.01
22.369,-0.00,-0.03,-0.00
22.386,-0.01,-0.03,-0.01
22.403,-0.02,-0.01,-0.01
22.419,-0.01,0.00,-0.01
22.436,-0.01,0.01,-0.01
22.452,0.00,0.01,-0.01
22.469,0.00,0.00,-0.00
22.503,-0.00,0.01,-0.01
22.519,-0.01,0.03,-0.01
22.536,-0.01,0.03,-0.01
22.569,-0.01,0.00,0.00
22.586,-0.00,-0.02,0.01
22.603,-0.00,-0.04,0.01
22.620,-0.00,-0.03,0.01
22.636,0.00,-0.02,0.00
22.652,0.00,-0.02,-0.00
22.669,-0.00,-0.02,-0.01
22.686,-0.01,-0.02,-0.01
22.703,-0.01,-0.02,-0.01
22.719,-0.00,-0.04,-0.01
22.736,0.00,-0.05,-0.01
22.752,0.01,-0.05,-0.01
22.769,0.01,-0.04,-0.01
22.786,-0.00,-0.03,-0.01
22.803,-0.01,-0.02,-0.01
22.819,0.00,-0.02,-0.01
22.836,-0.00,-0.02,-0.00
22.852,-0.00,-0.02,-0.00
22.869,-0.00,-0.03,-0.00
22.886,-0.00,-0.03,-0.00
22.903,-0.00,-0.02,-0.01
22.919,-0.00,0.00,-0.01
22.936,0.00,0.02,-0.02
22.952,0.00,0.02,-0.02
22.969,0.00,0.02,-0.02
22.986,0.00,0.02,-0.01
23.003,-0.00,0.01,-0.00
23.019,-0.01,-0.00,-0.00
23.036,-0.01,-0.00,0.01
23.052,-0.00,0.01,0.01
23.069,-0.00,0.01,0.01
23.086,-0.01,-0.00,0.01
23.103,-0.01,-0.02,-0.00
23.120,-0.00,-0.01,-0.00
23.152,-0.01,0.02,-0.01
23.169,-0.01,0.02,-0.01
23.186,-0.01,0.02,-0.01
23.203,-0.01,0.01,-0.01
23.219,-0.01,0.00,-0.00
23.236,-0.01,0.00,-0.00
23.252,-0.02,0.01,-0.00
23.269,-0.02,0.02,-0.00
23.286,-0.02,0.04,-0.01
23.303,-0.02,0.03,-0.01
23.319,-0.01,0.03,-0.01
23.336,-0.00,0.03,-0.01
23.352,0.01,0.03,-0.01
23.369,0.01,0.04,-0.01
23.386,0.01,0.04,-0.00
23.403,0.00,0.03,-0.00
23.419,-0.01,0.03,-0.01
23.436,-0.00,0.02,-0.00
23.452,-0.00,0.02,0.00
23.469,0.00,0.02,0.00
23.486,-0.00,0.02,0.00
23.502,-0.01,0.01,-0.00
23.519,-0.01,0.02,-0.01
23.536,-0.01,0.03,-0.01
23.552,-0.01,0.03,-0.01
23.569,-0.01,0.02,-0.00
23.586,-0.00,0.02,-0.00
23.603,-0.00,0.02,0.00
23.620,-0.01,0.01,-0.00
23.636,-0.01,-0.00,0.00
23.652,-0.00,-0.00,-0.00
23.669,0.00,0.01,0.00
23.686,0.02,0.03,-0.00
23.703,0.01,0.02,-0.00
23.736,-0.00,0.00,-0.01
23.752,-0.00,0.00,-0.01
23.769,0.00,0.00,-0.00
23.803,0.00,0.01,-0.00
23.818,-0.00,0.02,-0.00
23.836,0.00,0.02,-0.00
23.852,0.00,0.02,0.00
23.869,0.00,0.01,0.00
23.885,-0.00,0.01,0.00
23.903,-0.00,0.02,0.00
23.919,-0.00,0.03,-0.00
23.935,-0.00,0.03,-0.00
23.952,-0.00,0.03,-0.00
23.969,-0.00,0.02,0.00
23.986,-0.00,0.01,0.00
24.003,-0.00,0.01,0.00
24.018,0.00,0.02,-0.00
24.036,0.00,0.02,-0.00
24.052,0.00,0.02,-0.00
24.069,0.00,0.02,-0.00
24.086,0.00,0.02,-0.00
24.103,-0.00,0.02,-0.00
24.119,-0.00,0.02,-0.00
24.136,0.00,0.02,-0.00
24.152,-0.00,0.02,-0.00
24.169,-0.00,0.02,-0.00
24.186,0.00,0.01,-0.00
24.203,-0.00,0.01,-0.00
24.220,0.00,0.02,-0.00
24.236,0.00,0.02,-0.00
24.252,0.00,0.02,-0.00
24.269,0.00,0.01,-0.00
24.286,0.00,0.02,0.00
24.319,0.00,0.02,0.00
24.335,-0.01,0.01,-0.00
24.352,-0.01,0.00,-0.00
24.386,-0.00,0.01,-0.00
24.403,-0.00,0.01,-0.00
24.420,-0.00,0.01,-0.01
24.436,-0.00,0.01,-0.00
24.452,0.00,0.02,-0.00
24.469,0.01,0.02,-0.00
24.486,-0.00,0.01,-0.00
24.503,-0.01,0.01,-0.00
24.520,-0.01,0.01,-0.00
24.536,-0.01,0.01,-0.00
24.552,-0.00,0.01,-0.00
24.569,-0.00,0.01,-0.00
24.586,-0.00,0.00,-0.00
24.603,-0.00,0.01,-0.01
24.620,-0.00,0.01,-0.01
24.636,-0.01,0.00,-0.01
24.652,-0.01,0.00,-0.01
24.669,-0.00,0.00,-0.00
24.686,-0.00,0.00,-0.00
24.703,-0.01,0.01,-0.00
24.720,-0.01,0.00,-0.00
24.736,-0.01,-0.00,-0.00
24.752,-0.01,-0.00,0.00
24.769,-0.01,0.00,-0.00
24.786,-0.00,0.00,-0.00
24.803,-0.00,0.00,-0.01
24.819,-0.01,0.01,-0.01
24.835,-0.01,0.01,-0.01
24.852,-0.01,0.01,-0.01
24.869,-0.01,-0.01,0.00
24.903,-0.01,-0.00,0.01
24.919,0.00,0.00,0.00
24.936,-0.00,-0.00,0.01
24.969,-0.01,-0.00,-0.00
24.986,-0.00,0.01,-0.01
25.003,0.00,0.00,-0.01
25.019,0.00,-0.00,-0.01
25.035,-0.00,-0.00,-0.01
25.052,-0.00,0.00,-0.01
25.069,0.00,0.00,-0.01
25.086,-0.00,-0.01,-0.01
25.103,-0.01,-0.01,-0.00
25.119,-0.00,-0.00,-0.00
25.135,-0.00,0.00,-0.00
25.152,-0.00,-0.00,-0.00
25.169,-0.00,-0.00,-0.00
25.186,-0.00,-0.00,-0.00
25.203,-0.00,0.00,-0.00
25.219,-0.00,0.01,-0.00
25.236,-0.00,0.01,-0.00
25.252,-0.00,0.01,-0.00
25.269,-0.00,0.00,0.00
25.286,-0.00,-0.00,0.00
25.303,-0.00,-0.00,0.01
25.319,-0.00,0.01,0.00
25.335,-0.01,0.01,-0.00
25.352,-0.01,0.01,-0.00
25.369,-0.01,0.02,-0.01
25.386,-0.00,0.02,-0.01
25.403,0.00,0.02,-0.01
25.419,-0.00,0.01,-0.01
25.436,-0.01,-0.00,-0.01
25.452,-0.01,-0.00,-0.00
25.469,-0.00,-0.01,0.00
25.486,-0.01,-0.01,0.00
25.503,-0.01,-0.01,-0.00
25.519,0.00,-0.01,-0.00
25.552,0.00,-0.01,-0.01
25.569,-0.01,-0.01,-0.01
25.586,-0.01,-0.01,-0.01
25.603,-0.01,-0.01,-0.01
25.619,-0.01,-0.01,-0.01
25.636,-0.01,-0.01,-0.01
25.652,-0.01,-0.00,-0.01
25.669,-0.00,0.01,-0.01
25.686,0.00,0.01,-0.00
25.703,-0.00,0.00,-0.00
25.719,-0.00,0.00,-0.00
25.736,-0.00,0.01,0.00
25.752,-0.00,0.01,-0.00
25.769,-0.00,0.01,-0.00
25.785,-0.01,0.01,-0.00
25.803,-0.00,0.01,-0.00
25.819,-0.01,0.01,0.00
25.835,-0.01,0.01,-0.00
25.852,-0.01,0.00,-0.00
25.869,-0.01,0.00,-0.00
25.886,-0.01,0.00,-0.00
25.903,-0.01,0.00,-0.00
25.919,-0.01,0.00,-0.00
25.935,-0.01,0.01,-0.01
25.952,-0.01,0.01,-0.01
25.969,-0.01,0.01,-0.01
25.986,-0.01,0.01,-0.01
26.003,-0.00,0.01,-0.01
26.019,-0.00,0.01,-0.00
26.036,-0.00,0.01,-0.00
26.053,-0.01,0.01,0.00
26.069,-0.01,0.01,0.01
26.086,-0.01,-0.00,0.00
26.103,-0.01,-0.00,0.01
26.136,0.00,0.01,-0.00
26.153,0.00,0.01,-0.00
26.169,-0.01,-0.00,-0.00
26.186,-0.01,-0.00,-0.01
26.203,-0.01,-0.00,-0.01
26.220,-0.01,-0.01,-0.01
26.236,-0.00,-0.00,-0.00
26.252,-0.01,0.00,-0.01
26.269,-0.01,0.01,-0.00
26.286,-0.01,0.00,-0.00
26.303,-0.01,-0.00,0.00
26.319,-0.00,-0.01,0.00
26.336,-0.01,-0.01,0.00
26.353,-0.01,-0.00,-0.00
26.369,-0.01,0.00,-0.00
26.386,-0.01,0.01,-0.01
26.403,-0.01,0.01,-0.01
26.419,-0.01,0.01,-0.01
26.436,-0.01,0.02,-0.01
26.452,-0.01,0.03,-0.00
26.469,-0.01,0.04,0.00
26.486,-0.00,0.04,0.01
26.503,-0.01,0.03,0.01
26.519,-0.01,0.01,0.01
26.536,-0.00,-0.00,0.02
26.552,-0.01,-0.01,0.02
26.569,-0.01,0.00,0.01
26.586,-0.01,0.02,0.00
26.603,-0.01,0.02,-0.00
26.619,-0.00,0.03,-0.01
26.636,0.00,0.04,-0.02
26.652,-0.00,0.04,-0.02
26.669,-0.01,0.04,-0.02
26.686,-0.00,0.01,-0.01
26.719,-0.00,0.00,-0.00
26.736,0.00,0.01,0.01
26.752,-0.00,0.01,0.01
26.786,-0.01,0.01,-0.00
26.803,-0.01,0.02,-0.00
26.819,-0.00,0.02,-0.00
26.836,-0.01,0.01,-0.01
26.852,-0.01,0.01,-0.01
26.869,-0.00,0.01,-0.01
26.885,-0.00,0.01,-0.01
26.903,-0.00,0.01,-0.00
26.919,-0.00,-0.00,-0.00
26.936,-0.01,-0.01,-0.00
26.952,-0.01,-0.01,-0.00
26.969,-0.01,-0.00,-0.00
26.986,-0.01,0.00,-0.00
27.003,-0.00,0.01,-0.00
27.019,-0.00,0.01,-0.00
27.036,0.00,0.01,-0.00
27.052,0.00,0.00,-0.00
27.069,-0.00,0.00,-0.01
27.086,-0.00,0.00,-0.01
27.102,-0.00,0.00,-0.01
27.119,0.00,0.00,-0.01
27.136,0.00,0.00,-0.01
27.152,-0.00,0.00,-0.01
27.169,-0.01,0.01,-0.00
27.186,-0.01,-0.00,-0.00
27.202,-0.01,-0.01,0.00
27.219,-0.01,-0.01,0.00
27.236,-0.01,-0.01,0.00
27.252,-0.01,-0.00,0.00
27.269,0.00,0.01,-0.00
27.303,0.01,0.00,-0.00
27.319,0.01,0.01,-0.00
27.336,0.01,0.01,0.00
27.369,-0.01,-0.01,-0.00
27.386,-0.01,-0.01,-0.00
27.402,-0.00,-0.01,-0.00
27.419,0.00,-0.01,-0.00
27.436,-0.00,-0.01,-0.00
27.452,-0.00,-0.01,-0.00
27.469,-0.01,-0.01,-0.00
27.486,-0.01,-0.01,-0.00
27.503,-0.00,-0.00,-0.00
27.519,0.00,0.01,-0.00
27.536,-0.00,0.01,-0.00
27.552,0.00,0.02,-0.00
27.569,0.00,0.01,-0.00
27.586,0.00,0.00,-0.00
27.603,-0.00,-0.00,0.00
27.619,0.00,-0.01,0.00
27.636,-0.00,-0.00,0.00
27.652,-0.00,0.00,-0.00
27.669,-0.01,0.01,-0.00
27.686,-0.01,0.01,-0.00
27.703,-0.01,0.00,-0.00
27.719,-0.01,-0.00,-0.00
27.736,-0.01,-0.01,-0.00
27.752,-0.01,0.00,0.00
27.769,-0.00,0.01,-0.00
