time,ax,ay,az,atotal
6.576,0.04,0.01,0.06,0.08
6.586,0.08,0.02,0.05,0.10
6.596,0.08,0.02,0.02,0.09
6.606,0.09,0.01,0.00,0.09
6.616,0.08,-0.01,0.00,0.08
6.626,0.08,-0.01,0.01,0.08
6.636,0.06,-0.03,0.01,0.07
6.646,0.02,-0.04,0.01,0.05
6.656,-0.01,-0.03,0.01,0.03
6.666,-0.02,-0.00,0.01,0.02
6.676,-0.03,0.01,0.01,0.03
6.686,-0.01,0.00,0.01,0.02
6.696,-0.00,-0.00,0.00,0.01
6.706,0.04,0.02,-0.01,0.04
6.716,0.08,0.02,-0.01,0.09
6.726,0.11,0.01,-0.03,0.12
6.736,0.11,-0.00,-0.00,0.11
6.746,0.11,-0.02,0.00,0.11
6.756,0.10,-0.03,0.01,0.11
6.766,0.07,-0.02,0.02,0.08
6.776,0.04,-0.00,0.04,0.06
6.786,0.01,0.00,0.03,0.04
6.796,-0.02,0.02,0.05,0.06
6.806,-0.03,0.04,0.07,0.09
6.815,-0.01,0.06,0.08,0.10
6.826,-0.00,0.04,0.07,0.08
6.836,-0.00,-0.00,0.07,0.07
6.846,0.02,-0.01,0.07,0.07
6.856,0.03,0.01,0.04,0.05
6.865,0.04,0.00,0.05,0.06
6.875,0.05,0.01,0.04,0.07
6.885,0.06,-0.00,0.02,0.07
6.895,0.05,-0.02,0.02,0.05
6.905,0.04,-0.02,-0.00,0.04
6.915,0.05,-0.02,-0.02,0.05
6.925,0.05,0.00,-0.02,0.06
6.935,0.05,-0.01,-0.03,0.06
6.945,0.06,-0.01,-0.02,0.07
6.955,0.08,-0.01,-0.01,0.08
6.965,0.09,-0.00,-0.01,0.09
6.975,0.09,0.01,0.00,0.09
6.985,0.08,0.01,-0.00,0.08
6.995,0.09,0.02,0.01,0.09
7.005,0.09,0.03,0.02,0.10
7.015,0.07,0.02,0.03,0.08
7.025,0.06,0.02,0.03,0.07
7.035,0.05,0.01,0.04,0.06
7.045,0.04,-0.00,0.03,0.05
7.055,0.04,0.01,0.02,0.04
7.065,0.03,-0.02,0.02,0.04
7.075,0.03,-0.02,0.00,0.03
7.085,0.03,-0.02,-0.01,0.04
7.095,0.03,-0.01,-0.03,0.04
7.105,0.04,0.00,-0.04,0.05
7.115,0.02,0.01,-0.04,0.05
7.125,0.00,0.02,-0.03,0.03
7.135,0.00,0.03,0.01,0.03
7.145,-0.01,0.01,0.03,0.03
7.155,-0.01,-0.01,0.04,0.04
7.165,-0.02,-0.03,0.04,0.05
7.175,-0.01,-0.02,0.06,0.06
7.185,-0.04,-0.01,0.04,0.06
7.195,-0.03,0.02,0.04,0.06
7.205,-0.03,0.01,0.06,0.07
7.215,-0.01,-0.01,0.06,0.06
7.225,0.01,-0.01,0.04,0.04
7.235,-0.00,0.01,0.03,0.03
7.245,0.00,0.02,0.01,0.03
7.255,-0.00,0.02,0.01,0.02
7.265,0.04,0.02,0.02,0.04
7.275,0.06,0.00,0.01,0.06
7.285,0.07,-0.01,0.01,0.08
7.295,0.10,0.02,-0.00,0.10
7.305,0.11,0.02,-0.01,0.11
7.315,0.12,0.01,-0.01,0.12
7.325,0.12,0.00,-0.01,0.12
7.335,0.10,-0.01,-0.01,0.10
7.344,0.07,-0.03,0.00,0.08
7.354,0.04,-0.03,0.01,0.06
7.364,0.03,-0.02,0.00,0.03
7.374,-0.01,0.01,0.01,0.02
7.384,-0.05,0.01,0.00,0.05
7.394,-0.06,-0.00,0.02,0.06
7.404,-0.05,-0.01,0.02,0.06
7.414,-0.04,-0.00,0.01,0.04
7.424,0.01,0.00,0.01,0.01
7.434,0.02,0.01,0.02,0.03
7.444,0.02,0.02,0.01,0.03
7.454,0.06,0.01,0.02,0.06
7.464,0.06,0.02,0.00,0.06
7.474,0.03,-0.00,0.02,0.04
7.484,0.02,0.00,0.03,0.03
7.494,-0.00,0.00,0.05,0.05
7.504,-0.00,-0.02,0.04,0.04
7.514,-0.01,-0.03,0.02,0.04
7.524,-0.02,-0.03,0.02,0.04
7.534,0.01,-0.02,0.01,0.03
7.544,0.03,-0.01,0.01,0.03
7.554,0.03,0.00,0.00,0.03
7.564,0.03,-0.01,-0.01,0.04
7.574,0.04,0.01,-0.00,0.04
7.584,0.03,0.00,0.01,0.03
7.594,0.03,-0.00,0.01,0.03
7.604,0.01,0.00,0.02,0.03
7.614,0.00,0.00,0.04,0.04
7.624,-0.00,-0.01,0.05,0.05
7.634,-0.01,-0.01,0.05,0.05
7.644,-0.02,-0.01,0.05,0.06
7.654,-0.02,0.00,0.06,0.06
7.664,0.00,0.01,0.05,0.05
7.674,0.01,0.03,0.04,0.05
7.684,0.02,0.02,0.04,0.04
7.694,0.01,0.02,0.03,0.03
7.704,0.03,0.00,0.02,0.04
7.714,0.05,0.02,0.01,0.06
7.724,0.06,0.00,-0.01,0.06
7.734,0.06,-0.00,-0.01,0.06
7.744,0.07,-0.02,-0.01,0.07
7.754,0.06,-0.01,-0.00,0.07
7.764,0.08,-0.02,0.00,0.08
7.774,0.06,-0.02,-0.01,0.06
7.784,0.06,-0.04,0.01,0.08
7.794,0.06,-0.03,0.00,0.07
7.803,0.05,-0.01,-0.01,0.06
7.813,0.05,0.02,0.00,0.06
7.823,0.04,0.02,-0.01,0.05
7.833,0.04,0.01,-0.02,0.05
7.843,0.05,-0.02,0.00,0.05
7.853,0.04,-0.05,-0.00,0.06
7.863,0.03,-0.05,0.00,0.06
7.873,0.02,-0.02,0.00,0.03
7.883,-0.00,-0.00,0.01,0.01
7.893,-0.02,0.03,0.01,0.03
7.903,-0.02,0.02,0.03,0.04
7.913,-0.01,0.02,0.04,0.05
7.923,-0.02,0.01,0.05,0.05
7.933,-0.02,0.02,0.04,0.05
7.943,-0.03,0.02,0.07,0.07
7.953,-0.01,0.03,0.07,0.07
7.963,0.03,0.02,0.07,0.08
7.973,0.06,0.04,0.07,0.09
7.983,0.08,0.03,0.05,0.10
7.993,0.13,0.03,0.03,0.13
8.003,0.16,0.00,0.02,0.17
8.013,0.16,-0.01,0.00,0.16
8.023,0.15,-0.03,0.02,0.16
8.033,0.16,-0.05,0.00,0.17
8.043,0.12,-0.07,0.02,0.14
8.053,0.08,-0.05,-0.01,0.09
8.063,0.04,-0.03,-0.01,0.05
8.073,0.01,0.01,-0.01,0.02
8.083,-0.02,0.00,0.00,0.02
8.093,-0.02,-0.00,0.01,0.02
8.103,-0.03,0.01,0.01,0.03
8.113,-0.01,0.02,0.03,0.03
8.123,0.01,0.04,0.03,0.05
8.133,0.03,0.04,0.02,0.06
8.143,0.05,0.02,0.03,0.06
8.153,0.07,0.00,0.05,0.09
8.163,0.05,-0.02,0.07,0.09
8.173,0.04,-0.00,0.08,0.09
8.183,0.01,-0.01,0.10,0.10
8.193,-0.00,-0.00,0.11,0.11
8.203,-0.01,-0.00,0.11,0.11
8.213,-0.03,0.00,0.09,0.10
8.223,-0.01,-0.01,0.08,0.08
8.233,0.01,-0.01,0.06,0.07
8.243,0.04,-0.01,0.03,0.05
8.253,0.07,-0.01,0.01,0.07
8.262,0.08,-0.00,-0.01,0.08
8.273,0.08,0.01,-0.02,0.08
8.282,0.08,0.01,-0.02,0.09
8.292,0.06,0.01,-0.02,0.07
8.302,0.05,0.00,-0.01,0.05
8.313,0.04,-0.00,0.02,0.04
8.322,0.02,-0.01,0.01,0.03
8.332,0.03,-0.01,0.03,0.04
8.342,0.04,-0.01,0.03,0.05
8.352,0.05,-0.01,0.03,0.06
8.362,0.08,-0.00,0.02,0.08
8.372,0.09,-0.02,0.04,0.10
8.382,0.10,-0.01,0.04,0.11
8.392,0.10,-0.02,0.04,0.11
8.402,0.08,-0.02,0.04,0.10
8.412,0.09,-0.01,0.06,0.10
8.422,0.06,0.01,0.03,0.07
8.432,0.05,0.01,0.05,0.07
8.442,0.04,0.02,0.04,0.06
8.452,0.02,0.03,0.03,0.04
8.462,0.01,0.02,0.02,0.03
8.472,0.00,0.01,0.02,0.02
8.482,0.00,-0.01,0.04,0.04
8.492,0.01,-0.01,0.04,0.04
8.502,0.01,-0.00,0.04,0.04
8.512,-0.00,0.03,0.04,0.05
8.522,0.00,0.02,0.04,0.04
8.532,0.01,0.03,0.02,0.04
8.542,0.04,0.02,0.02,0.05
8.552,0.07,-0.00,0.01,0.07
8.562,0.08,-0.04,-0.01,0.09
8.572,0.09,-0.05,-0.03,0.10
8.582,0.07,-0.03,-0.05,0.09
8.592,0.08,-0.02,-0.06,0.10
8.602,0.05,-0.00,-0.05,0.07
8.612,0.02,0.01,-0.06,0.07
8.622,0.01,-0.01,-0.04,0.04
8.632,-0.01,-0.02,-0.03,0.04
8.642,-0.01,-0.01,-0.03,0.03
8.652,-0.02,0.00,-0.02,0.03
8.662,-0.02,-0.01,0.00,0.02
8.672,0.01,0.01,0.02,0.02
8.682,0.04,0.02,0.03,0.05
8.692,0.05,0.03,0.04,0.07
8.702,0.06,0.04,0.06,0.09
8.712,0.08,0.04,0.07,0.11
8.722,0.06,0.03,0.08,0.11
8.732,0.05,0.01,0.07,0.09
8.741,0.05,-0.02,0.07,0.09
8.752,0.03,-0.03,0.07,0.08
8.761,0.01,-0.02,0.04,0.05
8.772,-0.00,-0.01,0.02,0.02
8.781,-0.03,-0.00,-0.00,0.03
8.791,-0.04,0.01,-0.02,0.05
8.801,-0.05,0.00,-0.06,0.07
8.811,-0.04,-0.01,-0.08,0.08
8.821,-0.02,-0.01,-0.08,0.09
8.831,0.01,-0.00,-0.08,0.08
8.841,0.02,-0.01,-0.07,0.07
8.851,0.04,-0.03,-0.05,0.07
8.861,0.05,-0.01,-0.03,0.06
8.871,0.05,0.00,0.01,0.05
8.881,0.03,0.01,0.01,0.03
8.891,0.01,0.01,0.03,0.03
8.901,0.01,0.00,0.06,0.06
8.911,0.01,-0.01,0.06,0.06
8.921,0.00,0.01,0.08,0.08
8.931,0.00,-0.00,0.07,0.07
8.941,0.01,0.00,0.05,0.05
8.951,0.01,0.01,0.04,0.04
8.961,0.00,0.01,0.01,0.01
8.971,0.01,0.00,-0.01,0.01
8.981,0.02,-0.01,-0.04,0.04
8.991,0.01,-0.01,-0.03,0.03
9.001,-0.02,-0.02,-0.03,0.04
9.011,-0.04,-0.02,-0.02,0.05
9.021,-0.04,0.00,-0.00,0.04
9.031,-0.05,-0.02,0.01,0.05
9.041,-0.05,-0.01,0.00,0.05
9.051,-0.05,-0.00,0.03,0.06
9.061,-0.02,0.01,0.03,0.04
9.071,-0.01,0.01,0.05,0.05
9.081,-0.01,-0.01,0.05,0.06
9.091,0.01,0.00,0.06,0.06
9.101,0.02,-0.00,0.05,0.05
9.111,0.03,-0.01,0.05,0.05
9.121,0.02,-0.00,0.05,0.05
9.131,0.01,0.00,0.03,0.04
9.141,0.01,0.02,0.02,0.03
9.151,0.02,0.01,0.02,0.03
9.161,0.03,0.01,0.02,0.04
9.171,0.03,-0.00,0.01,0.03
9.181,0.01,-0.03,0.01,0.03
9.191,0.01,-0.04,0.01,0.05
9.200,0.02,-0.02,-0.00,0.03
9.211,0.02,-0.00,-0.01,0.02
9.221,0.00,0.02,-0.00,0.03
9.231,0.01,0.02,-0.00,0.02
9.240,0.02,0.01,0.01,0.03
9.250,0.01,-0.02,0.03,0.03
9.260,0.02,-0.05,0.03,0.07
9.270,0.01,-0.05,0.02,0.06
9.280,0.01,-0.02,0.01,0.03
9.290,-0.00,0.01,0.02,0.02
9.300,0.01,0.02,0.03,0.03
9.310,0.00,0.02,0.03,0.04
9.320,0.00,0.01,0.04,0.04
9.330,0.01,-0.01,0.04,0.04
9.340,-0.01,0.01,0.02,0.03
9.350,0.00,0.02,0.02,0.03
9.360,0.01,0.02,0.01,0.02
9.370,0.02,0.03,0.02,0.04
9.380,0.06,0.02,0.02,0.07
9.390,0.09,0.02,0.00,0.09
9.400,0.10,-0.00,-0.01,0.10
9.410,0.09,-0.02,-0.02,0.10
9.420,0.10,-0.05,-0.01,0.11
9.430,0.09,-0.06,-0.02,0.11
9.440,0.08,-0.07,-0.01,0.10
9.450,0.05,-0.06,0.01,0.08
9.460,0.02,-0.03,0.00,0.04
9.470,-0.00,-0.01,0.00,0.01
9.480,-0.05,0.01,0.00,0.05
9.490,-0.07,0.04,0.02,0.08
9.500,-0.09,0.05,0.04,0.11
9.510,-0.09,0.04,0.04,0.11
9.520,-0.07,0.03,0.05,0.09
9.530,-0.05,0.02,0.07,0.08
9.540,-0.02,0.01,0.07,0.08
9.550,-0.00,0.01,0.07,0.07
9.560,0.01,0.01,0.08,0.08
9.570,0.03,-0.00,0.07,0.07
9.580,0.04,0.00,0.06,0.08
9.590,0.05,-0.00,0.04,0.07
9.600,0.07,-0.02,0.03,0.08
9.610,0.06,-0.03,0.01,0.07
9.620,0.08,-0.02,-0.01,0.09
9.630,0.10,-0.02,-0.03,0.10
9.640,0.10,-0.03,-0.05,0.11
9.650,0.09,-0.02,-0.05,0.11
9.659,0.09,0.00,-0.05,0.10
9.670,0.06,-0.00,-0.04,0.07
9.680,0.06,0.01,-0.03,0.07
9.690,0.04,-0.01,0.00,0.04
9.699,0.01,0.00,0.02,0.03
9.709,-0.00,0.02,0.06,0.06
9.719,-0.00,0.02,0.06,0.06
9.729,0.00,0.04,0.08,0.08
9.739,0.01,0.03,0.08,0.08
9.749,0.02,0.03,0.08,0.09
9.759,0.03,0.03,0.09,0.10
9.769,0.03,-0.00,0.08,0.09
9.779,0.04,0.02,0.08,0.09
9.789,0.06,0.00,0.08,0.09
9.799,0.03,0.01,0.05,0.06
9.809,0.03,0.01,0.02,0.04
9.819,0.03,-0.01,0.01,0.03
9.829,0.03,0.01,-0.01,0.04
9.839,0.00,-0.00,-0.02,0.02
9.849,0.02,-0.01,-0.04,0.05
9.859,0.02,-0.01,-0.04,0.05
9.869,0.03,-0.02,-0.04,0.05
9.879,0.03,-0.03,-0.03,0.05
9.889,0.03,-0.02,-0.04,0.05
9.899,0.03,-0.04,-0.04,0.06
9.909,0.02,-0.04,-0.03,0.05
9.919,0.01,-0.02,-0.01,0.03
9.929,0.02,0.01,-0.03,0.03
9.939,0.00,0.03,-0.01,0.03
9.949,-0.01,0.03,-0.00,0.03
9.959,-0.00,0.02,0.00,0.02
9.969,0.00,-0.02,0.02,0.03
9.979,0.00,-0.05,0.03,0.05
9.989,-0.01,-0.04,0.03,0.06
9.999,0.00,-0.00,0.03,0.03
10.009,-0.01,0.02,0.02,0.03
10.019,-0.00,0.03,0.04,0.04
10.029,0.00,0.01,0.06,0.06
10.039,0.01,0.00,0.05,0.05
10.049,0.00,0.03,0.03,0.04
10.059,0.00,0.03,0.03,0.04
10.069,-0.01,0.03,0.02,0.04
10.079,-0.01,0.02,0.03,0.04
10.089,-0.02,-0.00,0.02,0.03
10.099,-0.00,-0.01,0.03,0.04
10.109,-0.02,0.00,0.03,0.04
10.119,-0.03,0.00,0.00,0.03
10.129,-0.01,-0.01,-0.02,0.02
10.138,0.03,-0.04,-0.05,0.07
10.148,0.08,-0.04,-0.09,0.13
10.158,0.15,-0.05,-0.10,0.18
10.168,0.21,-0.04,-0.10,0.24
10.178,0.24,-0.00,-0.09,0.26
10.188,0.23,0.02,-0.05,0.23
10.198,0.15,0.01,-0.01,0.15
10.208,0.03,0.02,0.02,0.04
10.218,-0.08,0.03,0.04,0.09
10.228,-0.17,0.03,0.06,0.19
10.238,-0.21,0.06,0.08,0.23
10.248,-0.20,0.04,0.09,0.22
10.258,-0.15,0.02,0.09,0.17
10.268,-0.07,-0.02,0.05,0.09
10.278,-0.00,-0.02,-0.03,0.04
10.288,0.04,-0.03,-0.07,0.09
10.298,0.12,-0.02,-0.09,0.15
10.308,0.14,-0.02,-0.06,0.15
10.318,0.12,-0.01,-0.01,0.13
10.328,0.11,-0.03,0.03,0.12
10.338,0.06,-0.02,0.03,0.07
10.348,0.02,-0.02,0.03,0.04
10.358,-0.01,-0.01,0.02,0.03
10.368,-0.02,-0.01,0.03,0.04
10.378,-0.02,-0.00,0.01,0.02
10.388,0.01,0.01,0.02,0.02
10.398,0.00,0.02,0.03,0.04
10.408,0.01,0.02,0.02,0.03
10.418,-0.02,0.01,0.01,0.02
10.428,-0.04,0.01,-0.00,0.04
10.438,-0.07,0.00,-0.01,0.07
10.448,-0.09,-0.01,-0.00,0.09
10.458,-0.09,0.01,-0.00,0.09
10.468,-0.06,-0.00,0.01,0.06
10.478,-0.03,-0.01,0.03,0.04
10.488,0.01,-0.01,0.03,0.03
10.498,0.06,-0.01,0.03,0.07
10.508,0.10,-0.01,0.05,0.11
10.518,0.14,0.00,0.05,0.15
10.528,0.15,-0.00,0.05,0.15
10.538,0.15,0.01,0.05,0.16
10.548,0.13,0.01,0.05,0.14
10.558,0.09,0.01,0.06,0.11
10.568,0.06,0.01,0.02,0.06
10.578,0.02,0.01,0.01,0.02
10.588,0.00,-0.00,-0.01,0.01
10.597,-0.03,0.00,-0.01,0.03
10.608,-0.02,-0.00,-0.03,0.04
10.617,-0.02,-0.02,-0.03,0.05
10.627,-0.03,-0.04,-0.02,0.05
10.638,-0.02,-0.02,-0.02,0.04
10.648,-0.01,0.01,-0.02,0.02
10.657,-0.01,0.03,-0.01,0.03
10.667,0.00,0.02,-0.01,0.03
10.677,0.02,0.01,-0.00,0.03
10.687,0.04,-0.02,0.01,0.05
10.697,0.06,-0.04,0.01,0.07
10.707,0.06,-0.04,0.02,0.07
10.717,0.07,-0.03,0.02,0.08
10.727,0.08,0.01,0.00,0.08
10.737,0.07,0.02,-0.01,0.07
10.747,0.06,0.01,0.01,0.06
10.757,0.06,-0.01,0.02,0.06
10.767,0.04,-0.00,0.03,0.05
10.777,0.02,0.00,0.03,0.04
10.787,-0.02,0.03,0.05,0.06
10.797,-0.01,0.05,0.06,0.07
10.807,0.01,0.04,0.06,0.08
10.817,-0.00,0.02,0.05,0.06
10.827,0.02,0.00,0.04,0.04
10.837,0.02,-0.02,0.04,0.05
10.847,0.05,-0.05,0.01,0.07
10.857,0.09,-0.06,0.01,0.11
10.867,0.09,-0.05,-0.02,0.10
10.877,0.08,-0.04,-0.06,0.10
10.887,0.08,-0.02,-0.05,0.10
10.897,0.05,-0.02,-0.06,0.08
10.907,0.02,-0.00,-0.06,0.06
10.917,0.00,0.01,-0.03,0.04
10.927,-0.02,0.01,-0.00,0.02
10.937,-0.03,0.01,0.01,0.03
10.947,-0.04,-0.00,0.04,0.06
10.957,-0.03,0.01,0.04,0.05
10.967,-0.02,0.03,0.06,0.07
10.977,-0.03,0.03,0.08,0.09
10.987,-0.01,0.03,0.08,0.09
10.997,-0.00,0.03,0.10,0.11
11.007,-0.01,0.01,0.12,0.12
11.017,-0.01,-0.00,0.10,0.10
11.027,-0.01,-0.01,0.10,0.10
11.037,-0.01,0.00,0.08,0.09
11.047,0.00,0.00,0.07,0.07
11.057,0.04,0.01,0.03,0.05
11.067,0.05,0.00,0.02,0.06
11.076,0.08,-0.00,-0.01,0.08
11.086,0.08,-0.02,-0.02,0.08
11.096,0.09,-0.02,-0.03,0.09
11.106,0.08,-0.01,-0.05,0.09
11.116,0.05,-0.01,-0.03,0.06
11.126,0.04,-0.02,-0.02,0.05
11.136,0.04,-0.02,-0.02,0.05
11.147,0.03,-0.01,-0.01,0.03
11.156,0.02,0.00,-0.00,0.02
11.167,0.02,0.02,0.01,0.03
11.176,0.02,0.01,0.00,0.02
11.186,0.02,-0.00,0.01,0.02
11.196,0.02,0.00,0.02,0.03
11.206,0.03,-0.01,0.03,0.05
11.216,0.02,-0.02,0.04,0.05
11.226,0.02,-0.01,0.04,0.05
11.236,0.01,-0.01,0.05,0.05
11.246,0.01,0.00,0.05,0.05
11.256,0.00,0.03,0.03,0.04
11.266,-0.01,0.04,0.04,0.06
11.276,-0.00,0.04,0.03,0.05
11.286,-0.01,0.02,0.02,0.03
11.296,-0.02,0.01,0.00,0.02
11.306,-0.01,0.00,-0.01,0.02
11.316,-0.01,0.02,0.00,0.02
11.326,-0.00,0.02,-0.00,0.02
11.336,0.00,-0.00,-0.00,0.00
11.346,0.01,-0.02,0.01,0.02
11.356,0.03,-0.03,-0.00,0.04
11.366,0.03,-0.03,-0.02,0.05
11.376,0.06,-0.02,-0.03,0.07
11.386,0.06,-0.00,-0.04,0.07
11.396,0.06,-0.00,-0.08,0.10
11.406,0.05,-0.00,-0.06,0.08
11.416,0.05,-0.02,-0.05,0.07
11.426,0.02,-0.04,-0.05,0.07
11.436,-0.02,-0.05,-0.04,0.07
11.446,-0.05,-0.04,-0.03,0.07
11.456,-0.07,-0.01,-0.04,0.08
11.466,-0.08,0.02,-0.02,0.09
11.476,-0.09,0.02,-0.01,0.09
11.486,-0.07,0.00,0.04,0.08
11.496,-0.04,-0.01,0.04,0.06
11.506,-0.02,0.02,0.04,0.05
11.516,-0.01,0.04,0.04,0.06
11.525,0.01,0.04,0.05,0.06
11.536,0.03,0.03,0.04,0.06
11.546,0.04,0.01,0.05,0.06
11.556,0.04,-0.01,0.03,0.05
11.566,0.04,-0.01,0.01,0.04
11.575,0.03,-0.01,0.00,0.03
11.585,0.04,-0.01,-0.02,0.05
11.596,0.04,-0.01,-0.04,0.06
11.605,0.02,-0.02,-0.05,0.06
11.615,0.01,-0.03,-0.04,0.05
11.625,0.00,-0.02,-0.05,0.05
11.635,-0.02,-0.02,-0.02,0.04
11.645,-0.02,-0.00,-0.01,0.02
11.655,-0.03,-0.00,0.01,0.03
11.665,-0.04,-0.00,0.02,0.04
11.675,-0.04,0.00,0.06,0.07
11.685,-0.01,0.00,0.05,0.05
11.695,0.01,0.01,0.05,0.05
11.705,0.03,0.00,0.05,0.06
11.715,0.03,0.02,0.05,0.06
11.725,0.03,0.01,0.05,0.06
11.735,0.02,0.00,0.03,0.03
11.745,0.00,-0.00,0.02,0.02
11.755,-0.02,0.00,0.01,0.02
11.765,-0.01,-0.01,-0.01,0.02
11.775,-0.02,-0.02,-0.00,0.02
11.785,-0.01,-0.00,-0.01,0.01
11.795,-0.02,0.01,-0.00,0.02
11.805,-0.01,0.01,-0.03,0.03
11.815,0.00,0.00,-0.03,0.03
11.825,0.03,-0.00,-0.02,0.04
11.835,0.02,-0.01,-0.01,0.03
11.845,0.01,-0.01,-0.00,0.01
11.855,0.01,0.00,0.02,0.02
11.865,0.03,0.02,0.03,0.05
11.875,0.03,0.01,0.00,0.03
11.885,0.03,0.01,0.02,0.04
11.895,0.04,0.00,0.01,0.04
11.905,0.03,-0.01,-0.01,0.03
11.915,0.04,-0.01,-0.03,0.05
11.925,0.02,-0.00,-0.02,0.03
11.935,0.02,-0.00,-0.03,0.04
11.945,0.02,-0.01,-0.04,0.04
11.955,0.02,-0.02,-0.05,0.05
11.965,0.01,-0.02,-0.04,0.05
11.975,0.01,-0.01,-0.04,0.05
11.985,0.01,-0.01,-0.04,0.04
11.995,0.03,-0.01,-0.04,0.06
12.005,0.05,-0.00,-0.04,0.07
12.014,0.05,-0.01,-0.03,0.05
12.025,0.04,-0.00,-0.01,0.04
12.034,0.06,0.00,-0.02,0.06
12.045,0.06,0.00,-0.02,0.06
12.055,0.05,0.00,-0.01,0.05
12.065,0.04,-0.01,-0.01,0.04
12.074,0.03,-0.00,-0.01,0.04
12.084,0.04,-0.02,-0.02,0.05
12.094,0.04,-0.04,-0.00,0.06
12.104,0.04,-0.06,-0.02,0.08
12.114,0.04,-0.06,-0.02,0.08
12.124,0.05,-0.04,-0.03,0.07
12.134,0.05,-0.03,-0.04,0.08
12.144,0.04,0.00,-0.05,0.07
12.154,0.03,0.03,-0.05,0.07
12.164,0.03,0.02,-0.02,0.04
12.174,0.01,0.01,0.01,0.01
12.184,-0.03,-0.01,0.04,0.05
12.194,-0.07,-0.02,0.05,0.09
12.204,-0.12,0.01,0.06,0.14
12.214,-0.14,0.05,0.08,0.17
12.224,-0.15,0.07,0.12,0.21
12.234,-0.12,0.06,0.15,0.20
12.244,-0.09,0.05,0.16,0.19
12.254,-0.04,0.03,0.17,0.17
12.264,0.01,0.02,0.14,0.14
12.274,0.04,0.03,0.10,0.11
12.284,0.08,0.03,0.08,0.11
12.294,0.11,0.01,0.04,0.11
12.304,0.10,0.01,0.02,0.11
12.314,0.09,-0.00,0.01,0.10
12.324,0.08,-0.01,-0.01,0.08
12.334,0.06,-0.04,-0.04,0.08
12.344,0.05,-0.04,-0.04,0.08
12.354,0.03,-0.06,-0.06,0.09
12.364,0.04,-0.06,-0.07,0.10
12.374,0.03,-0.04,-0.05,0.07
12.384,0.01,-0.02,-0.03,0.04
12.394,-0.00,-0.00,-0.01,0.01
12.404,-0.01,0.01,-0.00,0.01
12.414,-0.01,0.01,0.02,0.03
12.424,0.00,0.01,0.05,0.05
12.434,0.02,0.01,0.06,0.07
12.444,0.02,0.01,0.06,0.06
12.454,0.01,0.02,0.06,0.07
12.464,0.02,0.00,0.07,0.07
12.473,0.01,-0.00,0.06,0.06
12.484,0.02,-0.01,0.02,0.03
12.493,0.02,-0.01,0.02,0.03
12.504,0.03,-0.01,-0.01,0.03
12.514,0.03,-0.00,-0.02,0.03
12.523,0.03,-0.00,-0.05,0.06
12.533,0.04,-0.01,-0.03,0.05
12.543,0.03,-0.01,-0.02,0.04
12.553,0.02,-0.00,-0.01,0.03
12.564,0.01,-0.01,-0.01,0.02
12.573,0.00,0.00,0.01,0.01
12.583,-0.01,-0.02,0.02,0.03
12.593,-0.01,-0.02,0.03,0.04
12.603,-0.01,-0.02,0.03,0.04
12.613,-0.01,-0.01,0.04,0.04
12.623,-0.02,0.00,0.05,0.06
12.633,-0.01,0.01,0.04,0.04
12.643,-0.01,0.03,0.04,0.05
12.653,0.01,0.03,0.02,0.04
12.663,0.01,0.03,0.02,0.04
12.673,0.01,0.02,0.01,0.02
12.683,0.02,-0.00,-0.00,0.02
12.693,0.01,-0.00,-0.01,0.02
12.703,0.03,-0.01,-0.01,0.03
12.713,0.01,-0.02,-0.00,0.02
12.723,-0.01,-0.02,-0.00,0.02
12.733,0.00,-0.01,-0.01,0.01
12.743,0.01,0.01,0.00,0.01
12.753,0.02,0.02,0.01,0.03
12.763,0.02,0.01,0.03,0.04
12.773,0.04,0.01,0.01,0.05
12.783,0.04,0.00,0.01,0.04
12.793,0.04,0.01,0.02,0.05
12.803,0.03,-0.00,0.03,0.04
12.813,0.03,0.03,0.04,0.05
12.823,0.02,0.01,0.04,0.04
12.833,0.02,0.00,0.05,0.06
12.843,0.01,0.02,0.04,0.05
12.853,-0.00,0.01,0.04,0.04
12.863,0.01,0.01,0.05,0.05
12.873,-0.01,-0.01,0.02,0.03
12.883,0.03,-0.02,0.01,0.03
12.893,0.03,-0.04,0.00,0.05
12.903,0.02,-0.03,0.00,0.04
12.913,0.01,-0.03,0.01,0.03
12.923,0.01,-0.02,0.01,0.03
12.933,-0.01,0.00,0.02,0.02
12.942,-0.02,0.01,0.04,0.05
12.952,-0.04,-0.02,0.08,0.09
12.963,-0.08,-0.03,0.09,0.12
12.972,-0.09,-0.04,0.11,0.15
12.983,-0.12,-0.04,0.12,0.18
12.992,-0.15,-0.04,0.14,0.21
13.003,-0.20,-0.03,0.15,0.25
13.012,-0.22,-0.04,0.18,0.29
13.022,-0.26,-0.04,0.18,0.32
13.032,-0.31,-0.02,0.18,0.36
13.042,-0.36,0.05,0.19,0.41
13.052,-0.39,0.13,0.19,0.45
13.062,-0.38,0.16,0.19,0.46
13.072,-0.37,0.17,0.18,0.44
13.082,-0.34,0.14,0.17,0.41
13.092,-0.29,0.12,0.13,0.34
13.102,-0.19,0.08,0.08,0.22
13.112,-0.07,0.04,0.05,0.10
13.122,0.05,0.01,0.04,0.06
13.132,0.17,0.02,0.02,0.17
13.142,0.29,0.03,-0.01,0.29
13.152,0.43,0.05,-0.04,0.43
13.162,0.52,0.07,-0.08,0.53
