Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2024-10-10 01:25:51;1728512751.551713;faceUp;0.18060302734375;0.00506591796875;-1.15875244140625;
2024-10-10 01:25:51;1728512751.563981;faceUp;0.1284942626953125;-0.0676116943359375;-1.0170135498046875;
2024-10-10 01:25:51;1728512751.5703;faceUp;0.0826416015625;-0.154144287109375;-0.8519134521484375;
2024-10-10 01:25:51;1728512751.57719;faceUp;0.20477294921875;-0.1946258544921875;-0.9272308349609375;
2024-10-10 01:25:51;1728512751.5814219;faceUp;0.121246337890625;-0.21429443359375;-1.2038726806640625;
2024-10-10 01:25:51;1728512751.622983;faceUp;-0.015106201171875;-0.2644805908203125;-1.109344482421875;
2024-10-10 01:25:51;1728512751.673119;faceUp;0.1877593994140625;-0.2076568603515625;-0.765380859375;
2024-10-10 01:25:51;1728512751.722604;faceUp;-0.215728759765625;-0.2077484130859375;-0.9015045166015625;
2024-10-10 01:25:51;1728512751.771903;faceUp;0.247467041015625;-0.4457855224609375;-0.8945465087890625;
2024-10-10 01:25:51;1728512751.8225079;faceUp;-0.065460205078125;-0.2938385009765625;-0.8323211669921875;
2024-10-10 01:25:51;1728512751.871258;faceUp;-0.172088623046875;-0.3097991943359375;-0.835357666015625;
2024-10-10 01:25:51;1728512751.92093;faceUp;-0.2093658447265625;-0.1941680908203125;-0.562469482421875;
2024-10-10 01:25:51;1728512751.970533;faceUp;-0.3998260498046875;-0.12890625;-0.4636383056640625;
2024-10-10 01:25:51;1728512752.0201302;faceUp;0.081390380859375;0.0456695556640625;-0.45782470703125;
2024-10-10 01:25:51;1728512752.069824;faceUp;-0.3108978271484375;0.2663726806640625;-0.5590057373046875;
2024-10-10 01:25:51;1728512752.119847;faceUp;-0.6114349365234375;0.1962890625;-0.437255859375;
2024-10-10 01:25:51;1728512752.168994;faceUp;-1.2786865234375;0.1680145263671875;-0.9717254638671875;
2024-10-10 01:25:51;1728512752.218781;faceUp;-1.53448486328125;-0.1626739501953125;-0.506011962890625;
2024-10-10 01:25:51;1728512752.268416;faceUp;-1.7065277099609375;-0.2063446044921875;-0.8369598388671875;
2024-10-10 01:25:51;1728512752.3180718;faceUp;-1.43408203125;-0.3704986572265625;-0.2578277587890625;
2024-10-10 01:25:51;1728512752.367566;faceUp;-1.436920166015625;-0.444854736328125;-0.1107635498046875;
2024-10-10 01:25:51;1728512752.417243;faceUp;-1.234466552734375;-0.46453857421875;0.2129058837890625;
2024-10-10 01:25:51;1728512752.4670758;faceUp;-1.0745849609375;-0.2888336181640625;-0.0936431884765625;
2024-10-10 01:25:51;1728512752.516449;faceUp;-0.923187255859375;-0.0659942626953125;-0.4001312255859375;
2024-10-10 01:25:51;1728512752.566355;faceUp;-0.7289276123046875;0.2476654052734375;-0.4930572509765625;
2024-10-10 01:25:51;1728512752.6160989;faceUp;-0.83367919921875;0.2009429931640625;-0.1545867919921875;
2024-10-10 01:25:51;1728512752.665327;faceUp;-1.0032958984375;0.1288909912109375;0.1760101318359375;
2024-10-10 01:25:51;1728512752.715121;faceUp;-1.0880889892578125;-0.027923583984375;-0.1042022705078125;
2024-10-10 01:25:51;1728512752.764902;faceUp;-1.1702728271484375;-0.2368316650390625;-0.1195068359375;
2024-10-10 01:25:51;1728512752.814412;faceUp;-1.0236358642578125;0.0267181396484375;-0.0317840576171875;
2024-10-10 01:25:51;1728512752.864008;landscapeLeft;-0.914093017578125;0.0569915771484375;0.0297393798828125;
2024-10-10 01:25:51;1728512752.91359;landscapeLeft;-0.951751708984375;0.0390625;0.0659942626953125;
2024-10-10 01:25:51;1728512752.963581;landscapeLeft;-0.71087646484375;0.113037109375;0.07379150390625;
2024-10-10 01:25:51;1728512753.012922;landscapeLeft;-0.9651031494140625;0.1110687255859375;0.054229736328125;
2024-10-10 01:25:51;1728512753.062975;landscapeLeft;-1.048065185546875;0.0271148681640625;0.269805908203125;
2024-10-10 01:25:51;1728512753.113164;landscapeLeft;-1.3118896484375;-0.1650238037109375;0.5752105712890625;
2024-10-10 01:25:51;1728512753.161911;landscapeLeft;-0.8746795654296875;0.0629730224609375;0.4665069580078125;
2024-10-10 01:25:51;1728512753.21238;landscapeLeft;-1.008056640625;0.5229034423828125;0.3602447509765625;
2024-10-10 01:25:51;1728512753.2612782;landscapeLeft;-0.5927886962890625;0.519683837890625;0.0748748779296875;
2024-10-10 01:25:51;1728512753.310769;landscapeLeft;-0.548126220703125;0.6201629638671875;0.20538330078125;
2024-10-10 01:25:51;1728512753.3602319;landscapeLeft;-0.791534423828125;0.787567138671875;-0.0756072998046875;
2024-10-10 01:25:51;1728512753.410018;landscapeLeft;-1.0293731689453125;0.7845611572265625;-0.14471435546875;
2024-10-10 01:25:51;1728512753.459594;landscapeLeft;-0.876861572265625;0.7135467529296875;-0.1158294677734375;
2024-10-10 01:25:51;1728512753.509263;landscapeLeft;-0.610382080078125;0.561370849609375;-0.2304229736328125;
2024-10-10 01:25:51;1728512753.559031;landscapeLeft;-0.6569671630859375;0.4013214111328125;-0.1154022216796875;
2024-10-10 01:25:51;1728512753.608578;landscapeLeft;-0.3740997314453125;0.136871337890625;-0.614227294921875;
2024-10-10 01:25:51;1728512753.658146;landscapeLeft;-0.3106536865234375;0.6029205322265625;-0.30816650390625;
2024-10-10 01:25:51;1728512753.707789;landscapeLeft;-1.08721923828125;0.320465087890625;-0.08123779296875;
2024-10-10 01:25:51;1728512753.757732;landscapeLeft;-0.6997528076171875;0.1031341552734375;0.1822967529296875;
2024-10-10 01:25:51;1728512753.807152;landscapeLeft;-0.832611083984375;0.5880889892578125;0.5177459716796875;
2024-10-10 01:25:51;1728512753.856648;landscapeLeft;-0.242767333984375;0.973419189453125;-0.0938262939453125;
2024-10-10 01:25:51;1728512753.906209;landscapeLeft;-1.182403564453125;0.6020050048828125;0.2299346923828125;
2024-10-10 01:25:51;1728512753.955955;landscapeLeft;-0.9646453857421875;0.5261688232421875;0.2883453369140625;
2024-10-10 01:25:51;1728512754.005542;landscapeLeft;-1.006011962890625;0.7335968017578125;0.110809326171875;
2024-10-10 01:25:51;1728512754.055029;landscapeLeft;-0.5062103271484375;0.50189208984375;-0.0828094482421875;
2024-10-10 01:25:51;1728512754.1046329;landscapeLeft;-0.5767059326171875;0.67877197265625;0.133575439453125;
2024-10-10 01:25:51;1728512754.154408;landscapeLeft;-0.8233642578125;0.44873046875;0.187713623046875;
2024-10-10 01:25:51;1728512754.204273;landscapeLeft;-0.6529541015625;0.841217041015625;0.4268646240234375;
2024-10-10 01:25:51;1728512754.2538009;landscapeLeft;-0.1957855224609375;0.8592987060546875;0.190643310546875;
2024-10-10 01:25:51;1728512754.303339;landscapeLeft;-0.4541778564453125;0.9830169677734375;-0.021270751953125;
2024-10-10 01:25:51;1728512754.35288;landscapeLeft;-0.797454833984375;1.014434814453125;0.0569305419921875;
2024-10-10 01:25:51;1728512754.402522;portraitUpsideDown;-1.005706787109375;0.9349212646484375;0.0921478271484375;
2024-10-10 01:25:51;1728512754.45273;portraitUpsideDown;-0.7049407958984375;0.9555816650390625;0.10430908203125;
2024-10-10 01:25:51;1728512754.501833;portraitUpsideDown;-0.5493927001953125;0.9635162353515625;0.745574951171875;
2024-10-10 01:25:51;1728512754.551383;portraitUpsideDown;-0.3008575439453125;0.6534576416015625;0.08453369140625;
2024-10-10 01:25:51;1728512754.601318;portraitUpsideDown;-0.1905364990234375;0.4891357421875;-0.087860107421875;
2024-10-10 01:25:51;1728512754.650646;portraitUpsideDown;-0.6695098876953125;1.1204986572265625;-0.0196685791015625;
2024-10-10 01:25:51;1728512754.700286;portraitUpsideDown;-0.5633392333984375;0.9729156494140625;-0.0616912841796875;
2024-10-10 01:25:51;1728512754.750009;portraitUpsideDown;-0.4834136962890625;0.7195587158203125;0.013641357421875;
2024-10-10 01:25:51;1728512754.799509;portraitUpsideDown;-0.6801605224609375;0.8574676513671875;0.0002899169921875;
2024-10-10 01:25:51;1728512754.849541;portraitUpsideDown;-0.47161865234375;0.888336181640625;-0.2424468994140625;
2024-10-10 01:25:51;1728512754.899086;portraitUpsideDown;-0.355743408203125;0.6581268310546875;-0.360382080078125;
2024-10-10 01:25:51;1728512754.948545;portraitUpsideDown;-0.5720672607421875;0.9468994140625;-0.15863037109375;
2024-10-10 01:25:51;1728512754.998384;portraitUpsideDown;-0.4593658447265625;0.8132476806640625;-0.310272216796875;
2024-10-10 01:25:51;1728512755.047854;portraitUpsideDown;-0.516387939453125;0.796417236328125;-0.357330322265625;
2024-10-10 01:25:51;1728512755.097678;portraitUpsideDown;-0.51129150390625;0.794281005859375;-0.3182830810546875;
2024-10-10 01:25:51;1728512755.147389;portraitUpsideDown;-0.5314483642578125;0.79583740234375;-0.3059234619140625;
