time,ax,ay,az,atotal
13.087,0.05,-0.04,0.06,0.08
13.097,0.06,-0.03,0.03,0.07
13.107,0.05,-0.06,-0.01,0.08
13.117,0.05,-0.07,-0.01,0.09
13.127,0.02,-0.04,-0.02,0.05
13.137,-0.01,-0.00,-0.04,0.04
13.147,-0.02,0.03,-0.05,0.06
13.157,-0.02,0.04,-0.07,0.08
13.166,-0.00,0.06,-0.09,0.11
13.177,0.04,0.04,-0.09,0.11
13.186,0.06,0.04,-0.07,0.10
13.196,0.04,0.03,-0.05,0.07
13.206,0.04,0.01,-0.01,0.04
13.216,0.03,-0.00,0.05,0.06
13.226,0.00,0.01,0.06,0.06
13.236,-0.02,-0.01,0.03,0.04
13.246,-0.02,-0.01,0.03,0.04
13.256,-0.01,-0.03,0.04,0.05
13.266,-0.02,-0.02,0.04,0.05
13.276,-0.03,-0.02,0.02,0.05
13.286,0.02,-0.03,0.00,0.04
13.296,0.06,-0.02,0.01,0.06
13.306,0.05,-0.00,0.00,0.05
13.316,0.06,0.00,-0.03,0.07
13.326,0.06,0.00,-0.07,0.09
13.336,0.06,0.02,-0.07,0.10
13.346,0.05,0.03,-0.08,0.09
13.356,0.03,0.01,-0.08,0.09
13.366,0.04,-0.01,-0.03,0.05
13.376,0.06,-0.01,-0.00,0.07
13.386,0.01,-0.01,0.00,0.01
13.396,-0.03,-0.01,0.01,0.03
13.406,0.03,-0.00,0.03,0.04
13.416,0.02,-0.01,0.04,0.04
13.426,0.02,-0.02,0.02,0.04
13.436,0.02,-0.02,-0.00,0.03
13.446,0.02,-0.00,-0.00,0.02
13.456,0.02,-0.00,0.03,0.03
13.466,0.01,0.00,0.03,0.03
13.476,-0.00,0.02,0.01,0.02
13.486,-0.00,0.03,-0.02,0.03
13.496,0.01,0.01,-0.02,0.03
13.506,-0.00,0.02,-0.04,0.05
13.516,0.02,0.01,-0.03,0.04
13.526,0.05,-0.00,-0.02,0.05
13.536,0.04,0.00,-0.02,0.04
13.546,0.04,0.01,-0.03,0.05
13.556,0.02,-0.00,-0.02,0.03
13.566,0.04,0.00,-0.02,0.04
13.576,0.04,0.02,-0.04,0.06
13.586,0.02,-0.01,-0.02,0.03
13.596,0.01,-0.00,0.00,0.01
13.606,-0.01,0.00,0.00,0.01
13.616,0.00,-0.00,-0.00,0.00
13.626,0.03,-0.01,0.01,0.03
13.636,0.05,0.01,0.01,0.05
13.646,0.03,0.01,-0.00,0.04
13.656,0.03,0.01,-0.04,0.05
13.666,0.05,-0.01,-0.04,0.06
13.675,0.04,-0.01,0.00,0.04
13.685,0.01,-0.01,-0.02,0.02
13.695,0.00,-0.01,-0.03,0.04
13.705,0.01,-0.01,-0.03,0.03
13.715,0.03,-0.01,-0.01,0.03
13.725,0.00,-0.01,0.02,0.02
13.735,-0.05,0.02,0.00,0.05
13.745,0.01,0.02,0.01,0.02
13.755,0.05,-0.00,0.03,0.05
13.765,0.03,0.03,0.02,0.04
13.775,-0.03,0.03,0.02,0.04
13.785,-0.00,0.02,-0.01,0.03
13.795,0.03,-0.01,-0.00,0.03
13.805,0.07,-0.03,0.01,0.08
13.815,0.08,-0.06,0.03,0.10
13.825,0.03,0.00,-0.02,0.04
13.835,-0.06,0.04,-0.11,0.12
13.845,-0.03,-0.01,-0.08,0.08
13.855,0.03,0.00,-0.01,0.04
13.865,0.01,0.03,0.02,0.04
13.875,0.00,0.02,-0.01,0.02
13.885,0.09,-0.06,-0.03,0.11
13.895,0.14,-0.08,-0.00,0.16
13.905,0.09,-0.06,0.02,0.11
13.915,-0.00,-0.03,-0.01,0.04
13.925,-0.06,-0.00,-0.06,0.08
13.935,-0.07,0.04,-0.10,0.13
13.945,-0.04,0.05,-0.13,0.14
13.955,0.04,0.03,-0.08,0.09
13.965,0.09,0.02,-0.02,0.09
13.975,0.09,0.02,0.04,0.10
13.985,0.07,0.00,0.12,0.14
13.995,0.05,0.03,0.17,0.18
14.005,-0.00,0.02,0.16,0.16
14.015,-0.02,0.00,0.15,0.15
14.025,-0.00,-0.00,0.11,0.11
14.035,0.01,-0.02,0.03,0.04
14.045,0.02,-0.03,-0.06,0.07
14.055,0.04,-0.04,-0.11,0.13
14.065,0.03,-0.03,-0.16,0.16
14.075,0.01,-0.02,-0.17,0.17
14.085,0.03,0.01,-0.17,0.17
14.094,0.01,-0.00,-0.19,0.19
14.105,-0.01,0.03,-0.13,0.13
14.115,-0.00,0.03,-0.07,0.08
14.125,-0.01,0.02,-0.02,0.03
14.135,0.02,0.03,0.04,0.05
14.145,0.01,0.02,0.10,0.10
14.155,0.01,0.04,0.09,0.10
14.164,0.03,0.01,0.09,0.10
14.175,0.03,0.01,0.13,0.13
14.185,-0.00,0.02,0.13,0.13
14.194,-0.01,-0.01,0.09,0.09
14.204,0.03,-0.04,0.03,0.06
14.214,0.08,-0.05,0.03,0.10
14.225,0.06,-0.07,0.04,0.10
14.234,0.02,-0.07,0.02,0.08
14.244,-0.01,-0.04,-0.01,0.04
14.254,-0.07,0.01,-0.09,0.12
14.264,-0.03,0.03,-0.16,0.16
14.274,0.03,0.04,-0.11,0.12
14.284,0.05,0.06,-0.09,0.12
14.294,0.05,0.07,-0.11,0.14
14.304,0.05,0.03,-0.12,0.13
14.314,0.06,0.01,-0.08,0.10
14.324,0.02,0.02,-0.01,0.03
14.334,-0.02,0.01,0.06,0.06
14.344,-0.05,-0.00,0.07,0.09
14.354,-0.04,-0.01,0.09,0.10
14.364,-0.03,-0.02,0.11,0.12
14.374,-0.04,-0.02,0.10,0.11
14.384,-0.03,-0.03,0.07,0.08
14.394,-0.01,-0.01,0.05,0.05
14.404,0.03,-0.01,0.01,0.03
14.414,0.06,-0.03,-0.04,0.08
14.424,0.06,-0.01,-0.05,0.08
14.434,0.06,-0.01,-0.05,0.08
14.444,0.05,0.02,-0.07,0.09
14.454,0.01,0.02,-0.09,0.09
14.464,0.03,0.02,-0.08,0.09
14.474,0.03,0.01,-0.07,0.08
14.484,0.04,0.00,-0.04,0.06
14.494,0.07,-0.01,-0.02,0.07
14.504,0.06,-0.02,-0.01,0.06
14.514,0.02,-0.02,0.00,0.03
14.524,0.01,-0.01,-0.00,0.02
14.534,0.00,-0.00,0.03,0.03
14.544,-0.00,-0.00,0.03,0.03
14.554,-0.01,0.01,0.01,0.01
14.564,-0.01,-0.02,0.01,0.02
14.574,-0.04,0.01,0.02,0.05
14.584,-0.01,0.03,0.02,0.04
14.594,0.04,0.00,0.04,0.05
14.604,0.03,0.01,0.05,0.06
14.613,0.01,0.03,0.00,0.03
14.624,0.02,0.01,-0.01,0.02
14.633,0.03,0.01,-0.00,0.03
14.643,0.04,0.00,-0.01,0.04
14.654,0.04,0.02,-0.03,0.05
14.663,0.02,0.02,-0.05,0.06
14.673,-0.00,-0.00,-0.08,0.08
14.683,-0.01,-0.01,-0.04,0.05
14.693,-0.01,0.00,-0.03,0.03
14.703,0.03,-0.01,-0.02,0.04
14.713,0.04,-0.01,-0.03,0.05
14.723,0.05,-0.02,-0.01,0.06
14.733,0.04,-0.00,0.02,0.04
14.743,0.03,0.00,-0.01,0.03
14.753,0.06,0.01,-0.03,0.07
14.763,0.03,-0.00,-0.04,0.06
14.773,0.01,0.01,-0.04,0.04
14.783,0.01,0.02,-0.01,0.02
14.793,0.03,-0.01,0.02,0.03
14.803,0.02,-0.02,0.02,0.04
14.813,0.02,-0.00,0.04,0.04
14.823,0.02,-0.01,0.05,0.05
14.833,0.02,-0.02,0.04,0.05
14.843,0.03,0.00,0.02,0.04
14.853,0.03,-0.00,0.02,0.04
14.863,0.02,0.02,0.00,0.03
14.873,-0.02,0.04,-0.04,0.06
14.883,-0.02,0.02,-0.08,0.08
14.893,0.03,0.01,-0.05,0.06
14.903,0.05,-0.04,-0.01,0.06
14.913,0.05,-0.03,0.02,0.06
14.923,0.03,-0.01,0.01,0.03
14.933,-0.01,0.00,-0.02,0.02
14.943,0.00,0.00,-0.06,0.06
14.953,0.00,0.02,-0.06,0.06
14.963,0.01,0.01,-0.04,0.04
14.973,0.04,-0.02,-0.01,0.05
14.983,0.13,-0.07,0.02,0.15
14.993,0.14,-0.08,0.02,0.16
15.003,0.07,-0.06,-0.01,0.10
15.013,-0.02,-0.01,-0.07,0.07
15.023,-0.12,0.05,-0.14,0.19
15.033,-0.11,0.08,-0.15,0.20
15.043,0.01,0.06,-0.08,0.10
15.053,0.08,0.03,-0.01,0.09
15.063,0.09,0.01,0.06,0.11
15.073,0.07,0.01,0.12,0.14
15.083,0.07,0.01,0.18,0.19
15.093,0.05,0.02,0.16,0.17
15.103,-0.02,0.02,0.11,0.12
15.113,-0.05,0.01,0.08,0.09
15.123,-0.01,-0.02,0.05,0.06
15.132,0.03,-0.04,0.01,0.05
15.142,0.04,-0.05,-0.05,0.08
15.152,0.06,-0.06,-0.10,0.13
15.162,0.05,-0.04,-0.13,0.14
15.173,0.03,-0.01,-0.16,0.16
15.182,0.01,0.01,-0.19,0.19
15.192,-0.01,0.00,-0.19,0.19
15.202,-0.01,0.02,-0.14,0.14
15.212,-0.04,0.03,-0.11,0.12
15.222,-0.02,0.04,-0.08,0.09
15.232,0.06,-0.01,0.01,0.06
15.242,0.08,0.01,0.10,0.13
15.252,0.04,0.01,0.14,0.15
15.262,0.01,0.01,0.10,0.10
15.272,-0.01,0.00,0.08,0.08
15.282,0.01,-0.03,0.12,0.12
15.292,0.04,-0.05,0.16,0.17
15.302,0.07,-0.07,0.13,0.16
15.312,0.06,-0.07,0.06,0.11
15.322,0.03,-0.04,-0.08,0.10
15.332,-0.01,-0.04,-0.15,0.15
15.342,-0.04,0.02,-0.13,0.14
15.352,-0.04,0.05,-0.12,0.13
15.362,0.01,0.05,-0.10,0.11
15.372,0.07,0.04,-0.07,0.11
15.382,0.09,0.04,-0.08,0.13
15.392,0.06,0.03,-0.11,0.13
15.402,0.06,0.02,-0.11,0.13
15.412,0.06,-0.00,-0.02,0.06
15.422,0.02,-0.01,0.04,0.05
15.432,-0.04,-0.01,0.06,0.07
15.442,-0.07,0.00,0.07,0.10
15.452,-0.06,-0.01,0.07,0.09
15.462,-0.02,-0.01,0.10,0.10
15.472,-0.02,-0.02,0.08,0.08
15.482,0.00,-0.02,0.06,0.06
15.492,0.02,-0.02,0.04,0.05
15.502,0.05,-0.02,0.01,0.05
15.512,0.05,-0.03,-0.00,0.06
15.522,0.05,-0.01,-0.01,0.05
15.532,0.04,0.00,-0.03,0.04
15.542,0.02,0.01,-0.03,0.03
15.552,-0.01,0.02,-0.05,0.05
15.562,0.02,0.01,-0.05,0.06
15.572,0.08,0.01,-0.03,0.09
15.582,0.09,-0.01,-0.01,0.09
15.592,0.07,-0.01,-0.02,0.08
15.602,0.03,-0.01,-0.05,0.06
15.611,0.04,-0.02,-0.05,0.07
15.621,0.04,-0.01,-0.02,0.05
15.631,0.02,-0.01,-0.02,0.03
15.641,-0.01,-0.01,-0.01,0.02
15.651,-0.03,0.01,0.00,0.03
15.662,-0.03,0.02,0.03,0.04
15.671,-0.00,0.02,0.02,0.03
15.681,0.03,0.02,0.02,0.04
15.691,0.02,0.02,0.02,0.04
15.701,0.02,0.01,0.01,0.02
15.711,0.01,0.01,0.01,0.02
15.721,0.01,0.01,0.02,0.02
15.731,0.01,0.01,0.02,0.02
15.741,0.01,-0.01,0.00,0.01
15.751,0.01,-0.02,-0.04,0.04
15.761,0.01,-0.00,-0.05,0.05
15.771,0.01,0.01,-0.06,0.07
15.781,0.03,-0.00,-0.05,0.06
15.791,0.01,-0.00,-0.01,0.02
15.801,0.04,-0.00,-0.00,0.04
15.811,0.03,-0.01,0.02,0.04
15.821,0.03,-0.00,0.02,0.03
15.831,0.00,0.01,0.02,0.02
15.841,0.01,0.01,-0.00,0.02
15.851,0.04,0.00,-0.04,0.05
15.861,0.04,-0.00,-0.02,0.04
15.871,0.03,-0.01,-0.01,0.04
15.881,0.01,0.01,-0.04,0.04
15.891,0.03,0.00,-0.03,0.05
15.901,0.04,-0.00,-0.01,0.04
15.911,0.04,-0.00,0.01,0.04
15.921,0.01,0.01,0.00,0.02
15.931,0.01,0.00,-0.03,0.03
15.941,0.00,0.00,-0.01,0.01
15.951,0.01,0.04,0.02,0.05
15.961,0.01,0.02,0.05,0.06
15.971,0.01,-0.01,0.04,0.04
15.981,0.07,-0.04,0.04,0.09
15.991,0.05,-0.03,0.01,0.06
16.001,-0.03,0.01,-0.02,0.03
16.011,-0.08,0.03,-0.05,0.10
16.021,-0.01,0.00,-0.06,0.06
16.031,0.01,0.01,-0.01,0.02
16.041,-0.00,0.01,0.02,0.02
16.050,0.08,-0.05,0.02,0.10
16.061,0.12,-0.07,0.05,0.15
16.071,0.10,-0.05,0.02,0.12
16.080,0.03,-0.03,-0.05,0.07
16.090,-0.05,0.00,-0.14,0.15
16.100,0.02,0.02,-0.10,0.10
16.111,0.01,0.01,-0.06,0.06
16.120,-0.06,0.03,-0.12,0.14
16.130,0.03,0.07,-0.08,0.11
16.140,0.04,0.06,-0.01,0.07
16.150,0.06,0.03,0.05,0.08
16.160,0.05,0.01,0.11,0.12
16.170,0.00,0.01,0.19,0.20
16.180,0.01,0.02,0.20,0.21
16.190,0.02,-0.01,0.15,0.15
16.200,0.01,0.00,0.10,0.10
16.210,0.01,-0.01,0.05,0.05
16.220,-0.00,-0.03,-0.02,0.04
16.230,-0.01,-0.03,-0.10,0.11
16.240,0.02,-0.04,-0.14,0.14
16.250,0.04,-0.04,-0.10,0.11
16.260,0.04,-0.02,-0.08,0.09
16.270,-0.00,0.00,-0.06,0.06
16.280,-0.03,0.03,-0.10,0.11
16.290,-0.01,0.04,-0.15,0.15
16.303,0.04,0.02,-0.08,0.09
16.313,0.06,0.03,-0.01,0.07
16.323,0.04,0.02,0.04,0.06
16.333,0.04,-0.00,0.02,0.04
16.342,0.03,0.00,0.02,0.03
16.352,-0.04,0.01,0.02,0.04
16.363,-0.06,-0.01,0.06,0.08
16.372,0.01,-0.05,0.10,0.12
16.382,0.08,-0.05,0.13,0.16
16.392,0.07,-0.07,0.12,0.16
16.402,0.03,-0.06,0.07,0.10
16.412,0.02,-0.03,0.03,0.05
16.422,0.00,0.00,-0.04,0.04
16.432,0.02,0.03,-0.07,0.08
16.442,0.10,0.02,-0.02,0.10
16.452,-0.07,0.03,-0.12,0.14
16.462,-0.04,0.07,-0.17,0.18
16.472,0.01,0.09,-0.17,0.20
16.482,0.04,0.05,-0.09,0.12
16.492,0.06,0.00,-0.05,0.08
16.502,0.03,-0.01,0.02,0.04
16.512,0.02,-0.00,0.05,0.05
16.522,-0.00,-0.00,0.01,0.01
16.532,-0.04,-0.01,0.01,0.04
16.542,-0.05,-0.01,0.07,0.08
16.552,-0.03,-0.02,0.10,0.10
16.562,-0.02,-0.01,0.08,0.08
16.572,-0.01,-0.02,0.01,0.02
16.582,0.04,-0.03,-0.01,0.05
16.592,0.06,-0.02,0.02,0.07
16.602,0.05,0.01,-0.00,0.05
16.612,0.04,0.01,-0.02,0.04
16.622,0.07,0.01,-0.03,0.08
16.632,0.06,0.03,-0.03,0.07
16.642,0.02,0.03,-0.04,0.05
16.652,0.02,0.03,-0.09,0.09
16.662,0.05,-0.02,-0.08,0.10
16.672,0.06,-0.02,-0.04,0.08
16.682,0.03,-0.03,0.00,0.04
16.692,0.02,-0.05,0.00,0.05
16.702,0.01,-0.03,-0.00,0.03
16.712,0.02,-0.01,0.02,0.04
16.722,0.01,0.01,0.02,0.03
16.732,-0.03,0.01,-0.00,0.03
16.742,-0.00,0.02,-0.01,0.03
16.752,0.03,0.02,-0.01,0.04
16.762,0.03,0.01,0.00,0.03
16.772,0.01,0.02,0.02,0.03
16.782,-0.01,0.03,0.03,0.04
16.792,0.01,0.02,0.01,0.02
16.802,0.02,0.01,-0.01,0.02
16.811,0.02,0.00,0.01,0.02
16.822,-0.00,0.01,0.01,0.02
16.831,-0.01,0.01,-0.01,0.02
16.842,0.01,-0.02,-0.02,0.03
16.852,0.03,0.00,-0.04,0.05
16.861,0.01,-0.00,-0.06,0.06
16.871,0.03,0.00,-0.06,0.07
16.881,0.06,-0.01,-0.03,0.07
16.891,0.04,0.00,-0.03,0.05
16.901,0.03,-0.01,-0.05,0.06
16.912,0.04,-0.02,-0.03,0.05
16.921,0.03,-0.01,-0.00,0.03
16.931,0.02,0.01,0.03,0.04
16.941,0.02,0.00,0.02,0.03
16.951,0.02,0.01,-0.02,0.03
16.961,-0.00,0.01,-0.01,0.02
16.971,0.02,-0.00,-0.01,0.02
16.981,0.04,0.01,0.01,0.04
16.991,-0.01,0.01,0.01,0.02
17.001,0.01,0.00,0.00,0.01
17.011,0.02,-0.01,0.01,0.03
17.021,0.04,-0.01,0.02,0.04
17.031,0.03,-0.00,0.04,0.05
17.041,-0.02,-0.01,0.01,0.03
17.051,0.01,0.01,-0.03,0.03
17.061,0.03,0.02,-0.03,0.05
17.071,0.02,0.02,-0.00,0.02
17.081,-0.02,0.04,-0.03,0.05
17.091,0.00,0.01,-0.05,0.05
17.101,0.05,0.01,-0.04,0.06
17.111,0.07,-0.04,-0.04,0.09
17.121,0.07,-0.06,-0.01,0.09
17.131,0.05,-0.02,0.00,0.05
17.141,-0.02,0.01,-0.02,0.02
17.151,-0.06,0.02,-0.04,0.08
17.161,-0.02,0.01,-0.03,0.04
17.171,0.03,0.03,0.02,0.05
17.181,0.03,0.01,0.08,0.08
17.191,0.08,-0.04,0.11,0.14
17.201,0.12,-0.06,0.08,0.16
17.211,0.08,-0.07,0.03,0.11
17.221,0.00,-0.02,-0.05,0.05
17.231,-0.07,0.02,-0.12,0.14
17.241,-0.07,0.03,-0.15,0.17
17.251,0.01,0.04,-0.15,0.15
17.261,0.05,0.03,-0.12,0.13
17.271,0.06,0.02,-0.08,0.10
17.281,0.08,0.00,0.00,0.08
17.290,0.08,0.02,0.12,0.14
17.301,0.03,0.03,0.14,0.15
17.311,-0.01,0.03,0.14,0.14
17.321,0.01,0.01,0.15,0.15
17.331,0.03,0.01,0.09,0.09
17.341,0.04,-0.01,0.02,0.05
17.350,0.02,-0.04,-0.01,0.04
17.360,0.03,-0.03,-0.05,0.06
17.370,0.04,-0.05,-0.07,0.10
17.380,0.01,-0.03,-0.10,0.11
17.390,-0.01,-0.00,-0.13,0.14
17.400,0.07,0.01,-0.06,0.10
17.411,-0.06,-0.00,-0.13,0.14
17.420,-0.04,0.04,-0.12,0.14
17.430,-0.00,0.09,-0.08,0.12
17.440,0.03,0.02,0.00,0.04
17.450,0.04,-0.00,0.03,0.05
17.460,0.04,-0.01,0.08,0.09
17.470,0.04,-0.01,0.12,0.13
17.480,0.03,-0.01,0.08,0.09
17.490,-0.01,0.03,0.06,0.07
17.500,-0.02,-0.00,0.07,0.08
17.510,0.02,-0.03,0.08,0.09
17.520,0.02,-0.01,0.05,0.05
17.530,0.06,-0.06,0.01,0.08
17.540,0.07,-0.08,0.00,0.11
17.550,0.02,-0.03,0.01,0.04
17.560,-0.02,0.01,-0.05,0.05
17.570,-0.03,0.04,-0.11,0.12
17.580,0.02,0.05,-0.15,0.16
17.590,0.03,0.06,-0.14,0.16
17.600,0.02,0.06,-0.15,0.16
17.610,0.06,0.05,-0.11,0.14
17.620,0.08,0.02,-0.03,0.09
17.630,0.06,-0.01,0.05,0.08
17.640,-0.02,0.02,0.09,0.09
17.650,-0.04,0.01,0.09,0.09
17.660,-0.03,-0.02,0.09,0.09
17.670,-0.03,-0.01,0.11,0.12
17.680,-0.04,-0.03,0.11,0.12
17.690,-0.03,-0.03,0.08,0.09
17.700,0.00,-0.03,0.00,0.03
17.710,0.03,-0.03,-0.04,0.06
17.720,0.07,-0.01,-0.04,0.08
17.730,0.06,0.01,-0.06,0.08
17.740,0.05,0.01,-0.09,0.10
17.749,0.07,-0.01,-0.08,0.10
17.760,0.07,-0.00,-0.06,0.09
17.770,0.04,0.03,-0.06,0.08
17.780,0.03,0.01,-0.04,0.06
17.790,0.06,0.00,-0.05,0.08
17.799,0.07,0.01,-0.02,0.07
17.809,0.03,0.00,-0.02,0.04
17.819,0.02,-0.02,-0.00,0.03
17.829,0.00,-0.02,0.00,0.02
17.839,-0.00,-0.04,0.04,0.05
17.849,-0.01,-0.02,0.07,0.07
17.859,-0.00,-0.01,0.04,0.05
17.869,-0.01,-0.01,0.05,0.05
17.879,-0.01,0.01,0.05,0.05
17.889,0.00,0.03,0.02,0.03
17.899,0.01,0.02,-0.02,0.03
17.909,0.01,0.01,-0.01,0.02
17.919,0.03,0.01,-0.02,0.03
17.929,0.03,0.01,-0.03,0.04
17.939,0.03,0.00,-0.02,0.04
17.949,0.01,0.01,-0.03,0.03
17.959,-0.03,0.02,-0.04,0.05
17.969,0.00,0.01,-0.05,0.05
17.979,0.04,0.02,-0.04,0.06
17.989,0.03,0.02,-0.04,0.06
17.999,0.02,0.01,-0.02,0.03
18.009,0.02,0.02,0.01,0.03
18.019,0.04,-0.02,0.01,0.05
18.029,0.04,-0.04,0.03,0.06
18.039,0.07,-0.06,0.08,0.12
18.049,0.09,-0.05,0.11,0.15
18.059,0.05,-0.04,0.07,0.10
18.069,0.02,-0.03,0.01,0.04
18.079,0.06,-0.01,-0.05,0.08
18.089,0.06,0.02,-0.08,0.10
18.099,0.02,0.02,-0.08,0.09
18.109,-0.01,0.03,-0.11,0.12
18.119,-0.00,0.03,-0.10,0.10
18.129,0.01,0.00,-0.07,0.07
18.139,-0.02,0.02,-0.05,0.06
18.149,-0.05,-0.01,0.01,0.05
18.159,-0.03,-0.02,0.05,0.06
18.169,0.01,-0.01,0.07,0.08
18.179,0.02,-0.01,0.05,0.05
18.189,0.03,-0.01,0.01,0.03
18.199,0.02,0.00,0.01,0.03
18.209,0.02,0.02,0.02,0.03
18.219,-0.01,0.03,-0.01,0.03
18.229,0.01,0.03,-0.00,0.03
18.239,0.05,0.01,0.05,0.07
18.249,0.05,0.00,0.04,0.07
18.259,0.05,-0.02,-0.01,0.05
18.268,0.05,-0.03,-0.06,0.08
18.279,0.02,0.00,-0.05,0.05
18.289,-0.03,0.02,-0.04,0.05
18.299,-0.04,0.01,-0.07,0.08
18.308,-0.01,0.03,-0.08,0.08
18.319,0.05,-0.01,-0.02,0.05
18.329,0.10,-0.06,0.04,0.12
18.338,0.10,-0.10,0.04,0.15
18.348,0.07,-0.09,0.01,0.11
18.358,-0.00,-0.04,-0.04,0.06
18.368,-0.05,0.01,-0.11,0.12
18.378,-0.09,0.05,-0.14,0.17
18.388,-0.02,0.06,-0.15,0.16
18.398,0.06,0.05,-0.12,0.14
18.408,0.11,0.03,-0.05,0.13
18.418,0.12,0.02,0.05,0.13
18.428,0.07,0.03,0.11,0.13
18.438,0.03,0.01,0.10,0.10
18.448,0.01,0.01,0.14,0.14
18.458,-0.01,0.01,0.18,0.18
18.468,-0.02,-0.01,0.19,0.19
18.478,-0.03,-0.02,0.10,0.10
18.488,0.00,-0.03,0.04,0.05
18.498,0.03,-0.05,0.03,0.06
18.508,0.02,-0.02,-0.03,0.04
18.518,0.02,0.00,-0.11,0.12
18.528,0.03,0.00,-0.18,0.18
18.538,0.04,0.02,-0.14,0.15
18.548,0.02,0.02,-0.12,0.12
18.558,-0.00,0.03,-0.11,0.11
18.568,0.02,0.01,-0.09,0.09
18.578,0.05,0.01,-0.05,0.08
18.588,0.05,-0.01,-0.03,0.06
18.598,0.03,-0.00,0.02,0.03
18.608,0.02,0.00,0.05,0.05
18.618,0.01,0.01,0.05,0.05
18.628,0.00,0.02,0.05,0.05
18.638,-0.01,0.00,0.06,0.06
18.648,0.03,0.00,0.05,0.06
18.658,0.06,-0.03,0.07,0.10
18.668,0.04,-0.04,0.07,0.09
18.678,0.01,-0.03,0.02,0.04
18.688,-0.01,-0.02,-0.02,0.03
18.698,-0.02,0.00,-0.04,0.05
18.708,-0.01,0.02,-0.07,0.07
18.717,0.00,0.04,-0.06,0.07
18.728,0.03,0.01,-0.06,0.07
18.738,0.06,0.02,-0.05,0.08
18.748,0.08,0.02,-0.01,0.08
18.758,0.07,0.01,0.01,0.07
18.767,0.03,0.02,0.03,0.05
18.778,0.03,0.02,0.08,0.08
18.787,0.02,0.00,0.10,0.10
18.797,0.00,0.01,0.11,0.11
18.807,0.03,0.00,0.09,0.09
18.817,0.02,-0.01,0.06,0.07
18.827,0.01,-0.03,0.03,0.04
18.837,0.00,-0.03,-0.00,0.03
18.847,0.01,-0.03,-0.05,0.06
18.857,0.02,-0.03,-0.07,0.08
18.867,0.03,-0.00,-0.10,0.10
18.877,-0.00,0.01,-0.14,0.14
18.887,0.01,0.01,-0.13,0.13
18.897,0.04,0.02,-0.13,0.13
18.907,0.07,0.03,-0.09,0.12
18.917,0.04,0.02,-0.06,0.08
18.927,0.02,0.02,-0.04,0.05
18.937,0.03,0.03,-0.00,0.04
18.947,0.02,-0.01,0.03,0.04
18.957,0.02,-0.01,0.08,0.09
18.967,-0.03,-0.01,0.09,0.10
18.977,-0.04,-0.02,0.09,0.10
18.987,0.02,-0.03,0.09,0.10
18.997,0.03,-0.04,0.13,0.14
19.007,0.02,-0.01,0.10,0.11
19.017,-0.02,0.01,0.03,0.03
19.027,0.02,-0.01,-0.00,0.02
19.037,0.06,-0.00,0.01,0.06
19.047,0.07,0.02,-0.01,0.07
19.057,0.03,0.01,-0.03,0.05
19.067,0.02,0.01,-0.09,0.10
19.077,0.08,-0.02,-0.06,0.10
19.087,0.10,-0.02,-0.04,0.11
19.097,0.09,-0.00,-0.04,0.10
19.107,0.04,-0.00,-0.06,0.07
19.117,0.02,0.01,-0.14,0.14
19.127,0.02,-0.01,-0.12,0.12
19.137,0.04,-0.01,-0.04,0.06
19.147,0.02,0.01,0.02,0.03
19.157,-0.01,0.01,0.03,0.04
19.167,-0.01,0.01,0.03,0.04
19.177,-0.00,0.02,0.03,0.04
19.187,-0.03,0.04,0.01,0.05
19.197,-0.07,0.04,-0.03,0.09
19.207,-0.02,0.01,0.00,0.02
19.217,0.02,-0.01,0.06,0.06
19.227,0.03,-0.00,0.10,0.10
19.237,0.01,-0.01,0.07,0.07
19.247,-0.01,-0.00,0.01,0.01
19.257,0.01,0.02,-0.01,0.02
19.267,0.04,-0.00,-0.02,0.05
19.276,0.07,-0.02,-0.02,0.08
19.286,0.06,-0.03,-0.01,0.07
19.296,0.08,-0.01,-0.01,0.08
19.306,0.06,-0.02,-0.04,0.08
19.316,0.04,-0.02,-0.05,0.07
19.326,0.01,0.01,-0.04,0.05
19.336,-0.00,0.03,-0.04,0.05
19.346,0.00,0.03,-0.01,0.03
19.356,0.01,0.03,0.00,0.03
19.366,0.03,0.00,-0.00,0.03
19.376,0.07,-0.02,-0.00,0.07
19.386,0.08,-0.04,-0.00,0.09
19.396,0.05,-0.01,-0.02,0.05
19.406,-0.01,-0.00,-0.05,0.05
19.416,-0.01,-0.01,-0.05,0.05
19.426,-0.01,0.02,-0.04,0.05
19.436,-0.03,0.01,-0.02,0.04
19.446,0.00,-0.02,0.01,0.02
19.456,0.09,-0.05,0.03,0.11
19.466,0.14,-0.08,0.03,0.16
19.476,0.09,-0.06,-0.01,0.11
19.486,-0.01,0.00,-0.08,0.08
19.496,-0.07,0.04,-0.10,0.13
19.506,-0.05,0.06,-0.10,0.13
19.516,-0.01,0.05,-0.10,0.12
19.526,0.04,0.02,-0.03,0.06
19.536,0.05,0.02,0.08,0.10
19.546,0.04,0.01,0.16,0.16
19.556,-0.01,0.02,0.18,0.18
19.566,0.03,0.01,0.21,0.21
19.576,0.02,0.01,0.20,0.20
19.586,-0.01,0.01,0.14,0.14
19.596,-0.03,0.00,0.01,0.03
19.606,0.01,-0.04,-0.04,0.06
19.616,0.06,-0.06,-0.08,0.12
19.626,0.08,-0.05,-0.10,0.14
19.636,0.10,-0.03,-0.17,0.20
