time,ax,ay,az,atotal
6.531,-0.02,-0.01,-0.02,0.03
6.541,-0.05,0.01,-0.09,0.10
6.551,-0.00,0.03,-0.09,0.09
6.561,0.04,0.06,-0.11,0.13
6.571,0.02,0.04,-0.13,0.14
6.581,0.04,0.05,-0.09,0.11
6.591,0.08,0.04,-0.04,0.09
6.601,0.09,0.01,-0.00,0.09
6.611,0.07,-0.01,0.01,0.07
6.621,0.01,0.01,0.03,0.03
6.631,-0.05,0.01,0.01,0.05
6.641,-0.03,-0.03,0.03,0.05
6.651,-0.00,-0.03,0.05,0.05
6.661,-0.01,-0.01,0.03,0.03
6.671,0.01,-0.03,-0.00,0.03
6.681,0.02,-0.04,-0.00,0.05
6.691,0.05,-0.01,0.00,0.05
6.701,0.06,-0.01,-0.03,0.07
6.711,0.07,-0.01,-0.06,0.09
6.721,0.05,-0.01,-0.06,0.08
6.731,0.04,0.03,-0.07,0.08
6.741,0.04,0.03,-0.07,0.08
6.751,0.05,0.02,-0.05,0.07
6.761,0.06,0.03,-0.04,0.08
6.771,0.06,-0.00,-0.03,0.07
6.781,0.04,-0.00,-0.01,0.05
6.791,0.04,-0.02,-0.00,0.04
6.801,0.02,-0.01,0.02,0.03
6.811,0.02,-0.02,0.02,0.04
6.821,0.02,-0.01,0.01,0.02
6.831,0.03,-0.02,0.02,0.04
6.841,-0.00,-0.00,-0.02,0.02
6.851,-0.00,0.00,-0.04,0.04
6.861,-0.00,0.00,-0.04,0.04
6.871,0.04,0.02,-0.01,0.04
6.881,0.04,0.00,0.00,0.04
6.891,0.02,0.01,-0.02,0.03
6.901,0.01,0.00,-0.02,0.02
6.911,0.03,-0.01,-0.01,0.03
6.921,0.03,-0.00,-0.00,0.03
6.931,0.02,0.02,-0.04,0.04
6.941,0.05,-0.01,-0.05,0.07
6.951,0.06,-0.01,-0.06,0.08
6.960,0.04,0.00,-0.01,0.04
6.971,0.02,0.01,0.00,0.02
6.981,0.03,-0.01,0.01,0.04
6.990,0.03,-0.01,0.01,0.04
7.000,0.03,0.00,-0.01,0.04
7.010,0.01,0.01,-0.01,0.01
7.020,0.03,0.00,-0.03,0.04
7.030,0.04,0.01,-0.04,0.05
7.040,0.03,0.01,-0.01,0.03
7.050,0.04,0.00,0.00,0.04
7.060,0.02,-0.01,-0.01,0.03
7.070,0.03,-0.01,0.01,0.03
7.080,0.03,0.01,0.01,0.04
7.090,0.02,0.00,-0.00,0.02
7.100,0.02,0.00,0.01,0.02
7.110,0.00,0.01,-0.02,0.03
7.120,0.01,-0.01,-0.04,0.04
7.130,0.05,-0.02,-0.00,0.05
7.140,0.01,0.01,0.01,0.02
7.150,0.01,-0.00,-0.01,0.02
7.160,0.02,-0.00,-0.00,0.02
7.170,0.02,0.04,-0.00,0.04
7.180,0.02,0.04,-0.03,0.06
7.190,0.01,0.01,-0.07,0.07
7.200,0.03,-0.02,-0.04,0.05
7.210,0.07,-0.05,-0.02,0.08
7.220,0.01,-0.02,-0.02,0.03
7.230,-0.01,-0.01,-0.03,0.04
7.240,-0.01,-0.01,-0.03,0.03
7.250,0.01,0.02,-0.00,0.02
7.260,0.01,0.05,0.01,0.05
7.270,0.00,0.03,0.01,0.03
7.280,0.06,-0.03,0.02,0.07
7.290,0.13,-0.06,0.01,0.14
7.300,0.10,-0.09,0.02,0.14
7.310,0.04,-0.06,0.02,0.07
7.320,-0.01,-0.01,-0.02,0.03
7.330,0.07,0.02,0.01,0.07
7.340,-0.12,0.01,-0.17,0.21
7.350,-0.09,0.06,-0.21,0.24
7.360,0.00,0.11,-0.13,0.17
7.370,0.06,0.03,0.01,0.07
7.380,0.10,-0.00,0.09,0.13
7.390,0.06,0.01,0.12,0.13
7.400,0.02,0.01,0.14,0.15
7.410,0.01,0.03,0.10,0.11
7.420,0.01,0.01,0.11,0.11
7.430,-0.01,0.01,0.08,0.08
7.440,0.01,-0.00,0.04,0.04
7.449,0.05,-0.03,-0.06,0.08
7.460,0.03,-0.04,-0.10,0.11
7.469,-0.00,-0.02,-0.11,0.12
7.479,0.02,-0.01,-0.12,0.13
7.490,0.00,-0.00,-0.13,0.13
7.499,-0.00,0.02,-0.10,0.10
7.509,-0.01,0.03,-0.11,0.12
7.520,0.00,0.04,-0.07,0.08
7.529,0.02,0.03,-0.04,0.05
7.539,0.03,0.02,0.01,0.04
7.549,0.05,0.01,0.08,0.09
7.559,0.03,0.02,0.11,0.11
7.569,0.00,0.01,0.08,0.08
7.579,0.03,0.01,0.07,0.08
7.589,0.03,-0.00,0.11,0.11
7.599,0.01,-0.03,0.10,0.10
7.609,0.04,-0.03,0.03,0.06
7.619,0.08,-0.07,0.01,0.11
7.629,0.07,-0.05,0.02,0.09
7.639,0.03,-0.04,-0.00,0.05
7.649,-0.01,-0.01,-0.04,0.04
7.659,-0.06,0.06,-0.15,0.17
7.669,-0.04,0.05,-0.21,0.22
7.679,0.03,0.04,-0.14,0.15
7.689,0.07,0.06,-0.06,0.11
7.699,0.08,0.04,-0.03,0.09
7.709,0.04,0.03,-0.01,0.05
7.719,0.02,0.03,-0.01,0.04
7.729,0.03,0.02,0.01,0.04
7.739,0.00,0.00,0.10,0.10
7.749,-0.03,0.03,0.11,0.12
7.759,-0.05,0.02,0.02,0.06
7.769,-0.04,-0.03,0.01,0.05
7.779,-0.01,-0.03,0.06,0.07
7.789,0.02,-0.02,0.10,0.10
7.799,0.01,-0.04,0.07,0.08
7.809,0.01,-0.03,0.01,0.04
7.819,0.03,-0.02,-0.02,0.04
7.829,0.06,-0.02,-0.01,0.07
7.839,0.06,-0.01,-0.03,0.07
7.849,0.04,0.02,-0.05,0.07
7.859,0.01,0.05,-0.09,0.10
7.869,0.05,0.03,-0.14,0.15
7.879,0.07,0.01,-0.13,0.15
7.889,0.07,-0.00,-0.10,0.12
7.899,0.07,-0.00,-0.04,0.08
7.909,0.06,-0.02,-0.02,0.06
7.919,0.05,-0.02,-0.02,0.06
7.929,0.04,-0.02,-0.01,0.05
7.939,0.00,-0.02,0.01,0.02
7.949,-0.01,-0.03,0.00,0.03
7.959,-0.02,-0.01,0.02,0.03
7.969,-0.02,0.02,0.02,0.04
7.978,-0.01,0.03,0.01,0.04
7.988,0.01,0.01,0.01,0.02
7.999,0.02,0.02,-0.00,0.03
8.008,0.02,0.02,0.01,0.03
8.018,0.02,0.02,-0.02,0.03
8.028,0.01,-0.01,0.00,0.02
8.038,0.03,0.01,0.00,0.03
8.048,0.01,0.01,-0.00,0.01
8.058,-0.02,-0.01,-0.03,0.04
8.068,-0.01,-0.01,-0.03,0.03
8.078,-0.01,0.01,-0.02,0.02
8.088,0.05,-0.02,-0.02,0.05
8.098,0.06,-0.02,-0.01,0.06
8.108,0.03,-0.00,-0.02,0.04
8.118,0.02,-0.00,-0.02,0.03
8.128,0.01,-0.00,-0.02,0.03
8.138,0.01,-0.01,-0.01,0.02
8.148,0.05,-0.01,-0.01,0.05
8.158,0.05,-0.03,-0.02,0.06
8.168,-0.02,0.00,-0.01,0.02
8.178,-0.05,0.04,-0.02,0.07
8.188,0.04,0.01,-0.04,0.06
8.198,0.07,-0.01,-0.00,0.07
8.208,0.05,0.01,0.02,0.05
8.218,0.02,0.01,-0.00,0.02
8.228,0.03,-0.01,-0.00,0.03
8.238,0.05,-0.02,-0.01,0.06
8.248,0.05,-0.02,-0.01,0.06
8.258,0.01,-0.00,0.01,0.01
8.268,-0.00,0.01,0.03,0.03
8.278,0.00,0.01,0.01,0.01
8.288,-0.00,0.02,-0.02,0.03
8.298,-0.02,0.01,-0.03,0.04
8.308,-0.02,0.02,0.00,0.03
8.318,0.02,0.01,0.03,0.04
8.333,0.07,-0.04,0.02,0.08
8.343,0.10,-0.04,0.00,0.11
8.353,0.05,-0.02,-0.03,0.06
8.363,-0.01,-0.01,-0.06,0.06
8.373,-0.01,-0.01,-0.10,0.10
8.383,0.01,0.00,-0.08,0.08
8.393,-0.01,0.00,-0.01,0.02
8.403,-0.01,0.01,0.02,0.02
8.413,0.02,-0.00,0.00,0.02
8.423,0.11,-0.05,-0.01,0.12
8.433,0.18,-0.13,-0.06,0.23
8.442,0.10,-0.03,-0.07,0.12
8.453,-0.04,0.01,-0.07,0.08
8.462,-0.12,0.06,-0.10,0.16
8.473,-0.04,0.08,-0.09,0.13
8.482,0.04,0.05,-0.06,0.09
8.492,0.04,0.03,0.02,0.05
8.502,0.00,0.02,0.09,0.09
8.512,0.07,0.01,0.16,0.17
8.522,0.08,-0.00,0.18,0.20
8.532,0.05,0.00,0.15,0.16
8.542,-0.00,-0.00,0.13,0.13
8.552,-0.00,-0.00,0.09,0.09
8.562,0.01,-0.01,0.02,0.03
8.572,-0.00,-0.02,-0.06,0.06
8.582,0.03,-0.03,-0.13,0.14
8.592,0.05,-0.04,-0.18,0.19
8.602,0.03,-0.02,-0.18,0.18
8.612,0.00,-0.00,-0.15,0.15
8.622,0.01,0.00,-0.14,0.14
8.632,0.04,0.02,-0.13,0.13
8.642,0.01,0.04,-0.11,0.12
8.652,-0.00,0.02,-0.07,0.08
8.662,0.03,0.01,-0.01,0.04
8.672,0.05,0.01,0.05,0.07
8.682,0.02,-0.01,0.05,0.05
8.692,0.01,0.01,0.05,0.05
8.702,0.00,0.00,0.10,0.10
8.712,0.01,-0.03,0.14,0.14
8.722,0.02,-0.04,0.09,0.10
8.732,0.07,-0.04,0.05,0.10
8.742,0.09,-0.07,0.03,0.12
8.752,0.04,-0.06,0.00,0.07
8.762,0.01,-0.03,-0.03,0.04
8.772,-0.04,0.02,-0.11,0.11
8.782,-0.02,0.03,-0.12,0.12
8.792,0.02,0.02,-0.08,0.09
8.802,0.04,0.04,-0.08,0.10
8.812,0.03,0.06,-0.11,0.13
8.822,0.04,0.04,-0.14,0.15
8.832,0.08,-0.00,-0.07,0.10
8.842,0.07,0.01,0.01,0.07
8.852,0.02,0.00,0.05,0.05
8.862,-0.04,0.01,0.05,0.06
8.872,-0.06,0.02,-0.01,0.06
8.882,-0.03,-0.03,-0.01,0.05
8.892,0.01,-0.03,0.08,0.08
8.901,0.01,-0.01,0.12,0.12
8.912,-0.03,-0.01,0.08,0.09
8.922,-0.04,-0.01,0.02,0.04
8.932,0.02,-0.02,-0.04,0.06
8.941,0.09,-0.03,-0.07,0.12
8.951,0.06,-0.03,-0.04,0.08
8.961,0.05,0.01,-0.01,0.05
8.971,0.07,0.01,0.02,0.07
8.981,0.06,0.02,-0.02,0.07
8.991,0.03,0.02,-0.08,0.09
9.001,0.02,0.00,-0.11,0.11
9.011,0.06,-0.02,-0.07,0.09
9.021,0.08,-0.02,-0.02,0.09
9.031,0.05,-0.02,0.01,0.06
9.041,0.01,-0.02,0.01,0.03
9.051,0.03,-0.03,0.00,0.04
9.061,0.04,-0.01,-0.02,0.04
9.071,0.01,0.01,-0.04,0.04
9.081,0.01,0.02,-0.04,0.04
9.091,-0.01,0.01,-0.01,0.02
9.101,0.01,0.01,-0.01,0.02
9.111,0.02,0.01,-0.01,0.03
9.121,0.01,0.01,0.01,0.02
9.131,0.02,0.02,0.01,0.03
9.141,0.01,0.01,0.04,0.04
9.151,0.01,0.00,0.03,0.04
9.161,0.00,0.01,0.04,0.04
9.171,-0.01,0.01,0.01,0.02
9.181,0.00,-0.00,-0.05,0.05
9.191,0.00,-0.00,-0.03,0.04
9.201,-0.00,-0.00,-0.03,0.03
9.211,0.03,-0.01,-0.02,0.04
9.221,0.04,-0.01,-0.04,0.05
9.231,0.06,-0.00,-0.04,0.07
9.241,0.04,-0.00,-0.07,0.08
9.251,0.02,-0.00,-0.04,0.04
9.261,0.02,0.00,-0.04,0.05
9.271,0.03,-0.00,-0.02,0.04
9.281,0.05,-0.00,-0.04,0.06
9.291,0.05,-0.01,-0.02,0.05
9.301,0.03,0.00,0.01,0.03
9.311,0.01,0.01,0.00,0.01
9.321,0.04,-0.02,-0.01,0.05
9.331,0.04,-0.03,0.01,0.05
9.341,0.04,0.01,0.02,0.05
9.351,0.00,0.04,0.01,0.04
9.361,-0.03,0.03,-0.01,0.04
9.371,0.01,0.02,0.00,0.03
9.380,0.03,-0.01,0.02,0.04
9.391,0.03,-0.01,0.03,0.04
9.401,0.01,-0.03,0.02,0.04
9.411,0.04,-0.03,0.02,0.05
9.420,0.02,-0.00,-0.02,0.03
9.430,-0.02,0.02,-0.05,0.06
9.440,-0.00,0.02,-0.07,0.07
9.451,0.00,0.03,-0.04,0.05
9.460,0.03,-0.01,0.02,0.04
9.470,0.08,-0.04,0.03,0.09
9.480,0.11,-0.07,0.00,0.13
9.490,0.10,-0.07,-0.04,0.13
9.500,0.02,-0.06,-0.05,0.08
9.510,-0.02,-0.02,-0.02,0.03
9.520,-0.02,0.01,-0.02,0.03
9.530,-0.12,0.02,-0.16,0.20
9.540,-0.00,0.08,-0.17,0.18
9.550,0.06,0.08,-0.11,0.15
9.560,0.11,0.03,-0.02,0.11
9.570,0.07,0.01,0.05,0.09
9.580,0.05,0.01,0.15,0.15
9.590,0.02,0.01,0.17,0.17
9.600,-0.03,0.02,0.17,0.17
9.610,-0.02,-0.00,0.14,0.14
9.620,-0.00,0.01,0.08,0.08
9.630,0.01,-0.01,0.02,0.02
9.640,0.04,-0.03,-0.02,0.05
9.650,0.06,-0.05,-0.08,0.11
9.660,0.06,-0.05,-0.11,0.14
9.670,0.04,-0.03,-0.13,0.14
9.680,0.03,-0.01,-0.11,0.12
9.690,0.04,0.02,-0.07,0.09
9.700,0.09,0.02,-0.00,0.10
9.710,-0.10,0.03,-0.16,0.19
9.720,-0.08,0.02,-0.15,0.17
9.730,0.02,0.04,-0.05,0.07
9.740,0.07,0.04,0.07,0.11
9.750,0.02,0.02,0.05,0.06
9.760,0.01,0.01,0.00,0.01
9.770,0.04,-0.00,0.03,0.05
9.780,0.02,-0.01,0.08,0.08
9.790,0.04,-0.04,0.13,0.14
9.800,0.05,-0.05,0.14,0.16
9.810,0.06,-0.03,0.06,0.09
9.820,-0.00,-0.04,-0.08,0.09
9.830,-0.00,-0.05,-0.11,0.12
9.840,0.01,-0.03,-0.01,0.03
9.850,0.02,0.01,0.02,0.04
9.860,0.01,0.02,-0.01,0.03
9.870,-0.00,0.03,-0.06,0.07
9.880,0.01,0.05,-0.11,0.12
9.890,0.05,0.05,-0.11,0.13
9.899,0.07,0.03,-0.09,0.12
9.910,0.07,0.02,-0.02,0.08
9.920,0.04,0.02,0.04,0.06
9.929,-0.06,0.03,-0.00,0.07
9.939,-0.08,0.03,-0.05,0.10
9.950,0.02,-0.01,-0.04,0.05
9.959,0.03,-0.03,0.02,0.04
9.969,-0.00,-0.03,0.08,0.08
9.979,-0.02,-0.02,0.08,0.09
9.989,0.02,-0.03,0.07,0.08
9.999,0.04,-0.03,0.06,0.08
10.009,0.00,-0.01,-0.02,0.02
10.019,0.00,0.00,-0.05,0.05
10.029,0.05,-0.01,-0.03,0.06
10.039,0.09,0.01,-0.04,0.10
10.049,0.07,0.01,-0.06,0.09
10.059,0.06,0.01,-0.07,0.09
10.069,0.06,0.01,-0.06,0.09
10.079,0.06,0.01,-0.05,0.08
10.089,0.04,-0.01,-0.01,0.04
10.099,-0.02,-0.01,0.01,0.02
10.109,-0.04,-0.02,-0.02,0.05
10.119,0.00,-0.03,-0.02,0.04
10.129,0.06,-0.03,0.03,0.07
10.139,0.05,-0.01,0.06,0.08
10.149,0.01,-0.00,0.03,0.03
10.159,-0.01,0.01,-0.02,0.02
10.169,0.02,0.01,-0.05,0.06
10.179,0.05,0.00,-0.07,0.08
10.189,0.01,0.00,0.00,0.01
10.199,0.02,0.03,0.04,0.05
10.209,-0.00,0.02,0.01,0.02
10.219,-0.03,0.02,-0.02,0.04
10.229,0.03,-0.00,-0.04,0.05
10.239,0.03,-0.01,0.01,0.04
10.249,0.01,0.00,0.03,0.03
10.259,0.02,0.00,0.02,0.03
10.269,0.01,-0.00,-0.01,0.02
10.279,0.02,0.02,-0.06,0.06
10.289,0.03,0.01,-0.08,0.09
10.299,0.02,-0.01,-0.06,0.06
10.309,0.02,-0.01,-0.00,0.03
10.319,0.01,0.01,-0.02,0.02
10.329,0.03,-0.01,-0.05,0.06
10.339,0.05,-0.02,-0.04,0.07
10.349,0.05,-0.00,0.02,0.05
10.359,0.04,0.01,0.04,0.05
10.369,0.03,0.00,0.04,0.05
10.379,0.02,0.01,-0.01,0.03
10.389,0.01,0.00,-0.07,0.07
10.398,0.02,-0.02,-0.07,0.08
10.408,0.04,0.00,-0.00,0.04
10.418,0.02,0.01,0.04,0.05
10.428,0.01,-0.02,0.04,0.05
10.438,0.02,-0.01,0.02,0.03
10.448,0.01,0.00,-0.02,0.02
10.458,0.01,-0.00,-0.01,0.02
10.468,0.01,0.02,-0.00,0.03
10.478,0.01,0.03,0.01,0.03
10.488,0.01,0.03,-0.03,0.04
10.498,0.02,0.02,-0.06,0.07
10.508,0.04,0.00,-0.02,0.05
10.518,0.08,-0.03,0.01,0.08
10.528,0.08,-0.03,0.01,0.08
10.538,0.03,0.00,-0.03,0.04
10.548,-0.05,0.02,-0.08,0.09
10.558,-0.03,0.01,-0.08,0.09
10.568,-0.02,0.03,-0.04,0.05
10.578,0.00,0.03,0.01,0.03
10.588,0.07,-0.02,0.04,0.08
10.598,0.10,-0.07,0.06,0.14
10.608,0.11,-0.07,0.06,0.15
10.618,0.03,-0.03,-0.01,0.05
10.628,-0.05,-0.02,-0.10,0.11
10.638,-0.05,-0.00,-0.13,0.14
10.648,-0.04,0.05,-0.11,0.13
10.658,0.01,0.04,-0.08,0.09
10.668,0.02,0.04,-0.05,0.06
10.678,0.05,0.04,-0.04,0.08
10.688,0.08,0.01,0.05,0.09
10.698,0.06,0.02,0.17,0.18
10.708,0.01,0.03,0.18,0.18
10.718,-0.01,0.02,0.15,0.15
10.728,0.01,0.00,0.12,0.12
10.738,0.03,-0.01,0.08,0.08
10.748,0.03,-0.03,0.04,0.06
10.758,0.04,-0.03,-0.04,0.06
10.768,0.05,-0.03,-0.10,0.12
10.778,0.10,-0.05,-0.14,0.18
10.788,0.16,-0.07,-0.06,0.18
10.798,-0.11,-0.03,-0.20,0.23
10.808,-0.14,0.04,-0.26,0.30
10.818,-0.03,0.08,-0.23,0.24
10.828,0.05,0.03,-0.07,0.09
10.838,0.01,0.02,0.03,0.03
10.848,-0.02,0.05,0.05,0.07
10.857,0.06,0.01,0.05,0.07
10.868,0.10,0.01,0.04,0.10
10.877,0.05,-0.01,0.10,0.11
10.888,0.01,0.01,0.16,0.16
10.898,-0.04,0.02,0.16,0.17
10.908,-0.03,-0.03,0.11,0.12
10.917,0.06,-0.06,0.10,0.13
10.927,0.08,-0.06,0.09,0.13
10.937,0.04,-0.06,0.05,0.08
10.947,-0.02,-0.04,-0.04,0.06
10.957,0.02,-0.03,-0.12,0.13
10.967,0.01,-0.01,-0.12,0.12
10.977,0.01,0.05,-0.09,0.10
10.987,-0.01,0.06,-0.11,0.13
10.997,0.02,0.08,-0.18,0.20
11.007,0.04,0.06,-0.22,0.23
11.017,0.07,0.02,-0.15,0.16
11.027,0.06,0.00,-0.04,0.07
11.037,0.00,0.01,0.04,0.04
11.047,0.00,0.02,0.09,0.09
11.057,0.01,0.00,0.12,0.12
11.067,-0.02,-0.00,0.12,0.12
11.077,-0.07,-0.00,0.10,0.12
11.087,-0.06,-0.01,0.06,0.08
11.097,-0.01,-0.03,0.02,0.04
11.107,0.02,-0.04,0.04,0.06
11.117,0.04,-0.04,0.05,0.08
11.127,0.06,-0.02,0.03,0.07
11.137,0.06,0.01,-0.01,0.06
11.147,0.04,0.01,-0.07,0.08
11.157,0.05,0.01,-0.08,0.10
11.167,0.07,0.01,-0.08,0.10
11.177,0.04,0.03,-0.09,0.10
11.187,0.05,0.01,-0.10,0.11
11.197,0.07,0.01,-0.07,0.10
11.207,0.07,-0.00,-0.01,0.07
11.217,0.04,0.01,-0.02,0.05
11.227,0.03,-0.01,-0.05,0.06
11.237,0.02,-0.04,-0.02,0.05
11.247,0.04,-0.02,0.02,0.05
11.257,0.03,-0.01,0.02,0.04
11.267,-0.01,-0.01,0.00,0.02
11.277,-0.01,-0.00,0.01,0.02
11.287,-0.03,0.02,0.05,0.06
11.297,-0.04,0.03,0.04,0.07
11.307,0.01,0.03,0.02,0.04
11.316,0.04,0.01,0.01,0.04
11.327,0.03,0.02,0.02,0.04
11.337,0.02,0.03,0.01,0.04
11.347,-0.01,0.01,-0.01,0.01
11.356,-0.00,-0.00,-0.03,0.03
11.367,0.00,-0.00,-0.03,0.04
11.376,-0.01,-0.02,-0.04,0.04
11.386,0.02,-0.01,-0.02,0.03
11.396,0.05,-0.01,-0.02,0.05
11.407,0.07,-0.02,-0.05,0.08
11.416,0.06,0.01,-0.05,0.08
11.426,0.04,-0.00,-0.05,0.07
11.436,0.04,0.00,-0.05,0.06
11.446,0.02,-0.00,-0.02,0.03
11.456,0.02,0.01,-0.02,0.03
11.466,0.00,0.01,-0.03,0.03
11.476,-0.02,0.01,-0.04,0.04
11.486,0.01,0.00,0.00,0.01
11.496,0.06,0.01,0.03,0.07
11.506,0.04,-0.01,0.01,0.05
11.516,0.03,-0.02,-0.00,0.04
11.526,0.04,-0.00,-0.02,0.05
11.536,0.05,-0.01,0.01,0.05
11.546,0.02,-0.01,0.02,0.03
11.556,0.01,0.01,0.00,0.01
11.566,-0.02,0.00,-0.00,0.02
11.576,-0.00,0.02,0.01,0.02
11.586,-0.02,0.04,-0.02,0.05
11.596,-0.02,0.01,-0.01,0.03
11.606,0.03,0.01,0.00,0.03
11.616,0.05,-0.00,-0.00,0.05
11.626,0.08,-0.04,0.01,0.09
11.636,0.07,-0.04,-0.00,0.08
11.646,-0.00,-0.01,-0.03,0.03
11.656,-0.03,-0.03,-0.05,0.06
11.666,-0.02,-0.01,-0.06,0.06
11.676,0.01,0.04,-0.04,0.05
11.686,0.03,-0.00,-0.06,0.06
11.696,0.07,-0.05,-0.03,0.09
11.706,0.13,-0.07,-0.02,0.15
11.716,0.14,-0.08,-0.04,0.17
11.726,0.05,-0.06,-0.07,0.10
11.736,-0.03,0.00,-0.12,0.13
11.746,-0.04,0.05,-0.14,0.15
11.756,-0.01,0.05,-0.11,0.12
11.766,0.03,0.04,-0.06,0.08
11.776,0.05,0.03,-0.00,0.06
11.786,0.03,0.02,0.06,0.07
11.796,0.04,0.00,0.15,0.16
11.806,0.07,-0.01,0.20,0.21
11.816,0.03,-0.00,0.19,0.19
11.825,-0.04,0.01,0.13,0.13
11.835,-0.01,0.01,0.07,0.07
11.846,0.05,-0.01,0.01,0.05
11.855,0.05,-0.05,-0.07,0.10
11.866,0.03,-0.05,-0.13,0.14
11.876,0.04,-0.03,-0.15,0.16
11.885,0.04,-0.03,-0.17,0.18
11.895,0.02,-0.02,-0.16,0.16
11.905,-0.01,0.02,-0.12,0.12
11.915,0.00,0.04,-0.12,0.12
11.925,0.01,0.04,-0.13,0.13
11.935,0.01,0.04,-0.10,0.11
11.945,0.04,0.03,-0.04,0.06
11.955,0.06,0.03,0.01,0.06
11.965,0.06,0.01,0.04,0.07
11.975,0.03,-0.01,0.08,0.09
11.985,-0.00,0.01,0.13,0.13
11.995,-0.03,0.01,0.15,0.15
12.005,0.01,-0.04,0.15,0.16
12.015,0.06,-0.06,0.13,0.16
12.025,0.05,-0.06,0.10,0.13
12.035,0.04,-0.05,0.02,0.07
12.045,0.05,-0.03,-0.05,0.07
12.055,0.03,-0.01,-0.08,0.08
12.065,0.01,0.03,-0.14,0.14
12.075,-0.03,0.06,-0.18,0.19
12.085,0.02,0.04,-0.18,0.18
12.095,0.07,0.05,-0.13,0.15
12.105,0.06,0.04,-0.12,0.14
12.115,0.04,0.01,-0.09,0.10
12.125,0.05,0.00,-0.02,0.05
12.135,0.03,-0.00,0.04,0.04
12.145,-0.02,0.01,0.06,0.06
12.155,-0.05,-0.00,0.04,0.07
12.165,-0.01,0.00,0.05,0.05
12.175,0.01,-0.02,0.05,0.06
12.185,-0.02,-0.03,0.06,0.06
12.195,-0.02,-0.02,0.06,0.07
12.205,-0.00,-0.01,0.07,0.07
12.215,-0.00,-0.02,0.06,0.06
12.225,0.02,-0.02,0.05,0.05
12.235,0.05,0.00,0.00,0.05
12.245,0.02,0.01,-0.04,0.05
12.255,0.03,0.03,-0.08,0.09
12.265,0.08,0.01,-0.07,0.10
12.274,0.09,0.01,-0.08,0.12
12.284,0.09,-0.01,-0.08,0.13
12.298,0.05,-0.01,-0.07,0.09
12.308,0.02,-0.00,-0.05,0.05
12.318,0.02,-0.02,-0.01,0.03
12.328,0.03,-0.02,0.00,0.04
12.338,0.01,-0.01,-0.04,0.04
12.348,-0.00,-0.00,-0.04,0.04
12.358,0.05,0.00,-0.06,0.07
12.368,0.04,-0.01,-0.04,0.06
12.378,0.03,0.00,-0.02,0.04
12.388,0.00,0.02,0.01,0.03
12.398,0.02,0.01,0.03,0.04
12.408,0.03,0.02,0.03,0.05
12.418,0.02,0.01,0.00,0.03
12.428,-0.02,0.01,0.00,0.02
12.438,-0.04,0.03,0.01,0.04
12.448,0.01,0.01,-0.01,0.02
12.458,0.03,-0.01,0.01,0.03
12.468,0.03,-0.00,0.03,0.04
12.478,0.02,0.00,-0.01,0.02
12.488,0.01,-0.01,-0.00,0.02
12.498,0.04,-0.01,0.01,0.05
12.508,0.05,0.00,0.02,0.05
12.518,0.03,-0.00,-0.02,0.03
12.528,-0.00,-0.01,-0.03,0.03
12.538,0.01,0.02,-0.00,0.02
12.548,0.01,0.02,-0.00,0.03
12.558,-0.02,0.03,-0.06,0.07
12.568,0.01,-0.00,-0.08,0.09
12.578,0.02,-0.00,-0.05,0.05
12.588,0.04,-0.00,-0.02,0.04
12.598,0.05,-0.00,-0.01,0.05
12.608,0.06,-0.00,-0.02,0.06
12.618,0.06,-0.01,-0.01,0.06
12.628,0.03,0.00,-0.00,0.03
12.638,0.00,0.02,0.02,0.03
12.648,-0.04,0.04,-0.01,0.06
12.658,-0.01,0.02,-0.02,0.03
12.668,0.02,0.01,-0.01,0.03
12.678,0.02,-0.01,0.05,0.05
12.687,0.04,-0.04,0.09,0.11
12.698,0.03,-0.02,0.07,0.08
12.708,-0.03,0.01,0.00,0.03
12.717,-0.02,0.02,-0.05,0.06
12.727,0.01,0.02,-0.09,0.09
12.737,0.01,0.01,-0.05,0.06
12.747,0.02,0.01,-0.01,0.02
12.757,0.03,-0.01,0.04,0.05
12.767,0.08,-0.05,0.05,0.11
12.777,0.09,-0.06,-0.01,0.11
12.787,0.05,-0.06,-0.08,0.12
12.797,-0.00,-0.03,-0.10,0.11
12.807,-0.06,0.02,-0.09,0.11
12.817,0.08,0.02,-0.02,0.08
12.827,-0.05,0.00,-0.10,0.11
12.837,-0.05,0.05,-0.14,0.16
12.847,0.02,0.09,-0.13,0.16
12.857,0.10,0.02,0.01,0.11
12.867,0.09,-0.00,0.14,0.17
12.877,0.05,0.02,0.20,0.20
12.887,0.00,0.01,0.17,0.17
12.897,0.02,0.03,0.09,0.09
12.907,0.02,0.00,0.01,0.02
12.917,-0.03,-0.04,-0.01,0.05
12.927,-0.03,-0.00,0.00,0.03
12.937,0.00,-0.03,-0.04,0.05
12.947,0.05,-0.08,-0.04,0.10
12.957,0.04,-0.04,-0.03,0.06
12.967,0.01,-0.01,-0.07,0.07
12.977,0.01,-0.00,-0.09,0.09
12.987,0.01,0.02,-0.11,0.11
12.997,0.00,0.03,-0.10,0.10
13.007,-0.00,0.03,-0.09,0.10
13.017,0.01,0.03,-0.06,0.06
13.027,0.03,0.01,0.00,0.04
13.037,0.03,0.01,0.04,0.05
13.047,0.04,0.02,0.09,0.10
13.057,0.03,0.02,0.09,0.09
13.067,-0.02,0.03,0.07,0.08
13.077,-0.01,-0.01,0.06,0.06
