time,wx,wy,wz
27.919,-0.01,0.10,-0.01
27.936,0.00,0.09,-0.00
27.952,0.01,0.07,0.01
27.968,0.03,0.04,0.01
27.986,0.04,0.01,0.01
28.002,0.05,-0.02,0.01
28.019,0.03,-0.05,0.01
28.036,0.00,-0.07,0.01
28.052,0.00,-0.03,-0.01
28.086,-0.00,0.04,0.01
28.102,-0.01,0.13,0.01
28.119,0.06,0.05,0.03
28.152,0.04,-0.03,0.04
28.169,-0.03,-0.04,0.03
28.186,-0.07,0.02,0.04
28.202,-0.10,0.07,0.08
28.219,-0.10,0.02,0.18
28.236,-0.03,-0.16,0.28
28.252,0.07,-0.62,0.22
28.269,0.10,-1.11,0.14
28.286,0.10,-1.56,0.23
28.302,0.05,-1.80,0.37
28.319,-0.01,-1.77,0.55
28.336,-0.05,-1.52,0.60
28.351,-0.10,-1.05,0.43
28.369,-0.19,-0.47,0.22
28.386,-0.24,0.03,0.15
28.402,-0.19,0.21,0.24
28.419,-0.14,0.17,0.35
28.436,0.05,-0.32,0.58
28.452,0.33,-1.10,0.73
28.469,0.48,-1.82,0.13
28.486,0.55,-2.31,-0.22
28.502,0.56,-2.52,-0.22
28.519,0.54,-2.30,-0.08
28.535,0.66,-1.92,0.10
28.552,0.49,-1.07,0.25
28.569,0.13,-0.16,0.34
28.586,-0.15,0.46,0.45
28.602,-0.47,0.89,0.53
28.619,-0.84,1.14,0.53
28.636,-1.56,1.05,0.23
28.669,-1.85,0.97,-0.01
28.686,-1.77,0.98,-0.45
28.702,-1.44,1.09,-0.35
28.736,-1.69,1.68,1.04
28.752,-1.79,2.20,1.03
28.769,-1.57,1.84,0.74
28.786,-1.06,0.74,0.31
28.802,-0.65,-0.66,-0.16
28.819,-0.48,-1.62,-0.53
28.836,-0.53,-1.90,-0.56
28.852,-0.74,-1.83,-0.35
28.868,-1.01,-1.25,-0.02
28.886,-0.40,-0.05,2.76
28.902,0.24,-0.56,0.75
28.919,0.43,-2.06,0.12
28.936,0.65,-1.94,0.10
28.952,1.28,-0.71,0.39
28.969,1.49,-0.00,0.68
28.986,1.62,0.54,0.51
29.002,2.06,2.01,0.22
29.019,2.43,4.25,0.14
29.036,2.91,5.97,0.24
29.052,3.46,6.25,0.38
29.069,3.68,2.85,-0.45
29.086,3.26,-0.18,-0.73
29.101,3.07,-0.06,-0.47
29.124,1.67,0.27,0.16
29.169,0.76,1.40,-0.49
29.186,1.71,4.31,-2.40
29.219,2.33,5.29,-3.86
29.252,1.47,2.89,-4.54
29.286,0.93,1.34,-3.51
29.319,2.46,6.75,-0.34
29.336,1.63,4.19,-0.92
29.369,1.09,4.23,-1.69
29.402,-0.46,5.17,-1.52
29.436,2.94,3.13,-2.67
29.469,5.45,0.92,-3.46
29.486,4.63,0.86,-4.69
29.519,4.52,1.50,-5.32
29.552,4.75,0.81,-5.67
29.586,5.63,2.07,-5.82
29.619,4.70,0.37,-6.86
29.636,3.11,-3.57,-8.70
29.669,2.42,-0.50,-8.54
29.702,1.86,-2.41,-6.18
29.736,1.22,0.68,-1.33
29.769,-0.03,1.58,0.04
29.786,-0.33,0.53,-0.13
29.819,-0.84,-0.20,-0.03
29.852,-0.53,-1.06,-0.06
29.886,0.09,-0.97,0.09
29.919,0.27,-0.18,0.64
29.935,0.65,1.88,0.22
29.969,-0.56,1.82,-0.43
30.002,-0.71,0.22,0.01
30.036,-0.46,-0.68,0.45
30.052,-0.59,-0.34,0.11
30.086,-0.61,0.35,0.35
30.119,0.29,0.25,0.12
30.152,0.58,0.00,-0.06
30.186,0.06,0.21,-0.02
30.202,-0.16,-0.04,-0.14
30.236,-0.06,-0.19,0.03
30.269,-0.08,-0.15,0.10
30.302,-0.02,-0.18,-0.06
30.336,0.06,-0.22,-0.05
30.352,0.08,-0.15,0.04
30.386,0.15,-0.14,0.02
30.419,0.12,-0.24,0.02
30.452,0.04,-0.23,0.04
30.486,0.08,-0.14,0.05
30.502,0.12,0.07,0.08
30.535,0.15,0.08,0.03
30.569,0.04,0.10,-0.01
30.602,0.00,0.00,0.03
30.636,-0.03,-0.05,0.06
30.652,-0.12,-0.01,0.07
30.686,-0.21,0.07,0.08
30.719,-0.26,0.07,0.15
30.752,0.07,-0.09,-0.05
30.786,-0.01,-0.20,0.04
30.802,-0.03,-0.18,0.05
30.836,0.01,-0.17,0.04
30.869,-0.03,-0.08,-0.01
30.902,-0.09,0.01,0.05
30.936,-0.02,-0.11,0.02
30.952,-0.01,-0.03,-0.03
30.986,-0.00,0.06,-0.02
31.019,-0.00,0.11,-0.04
31.052,-0.02,0.07,-0.02
31.069,-0.01,0.04,-0.03
31.086,0.10,0.17,0.02
31.102,0.15,0.19,-0.03
31.135,-0.11,0.13,-0.01
31.152,-0.16,0.01,0.03
31.173,-0.07,-0.02,-0.03
31.186,-0.03,0.01,-0.03
31.202,-0.07,0.00,-0.01
31.236,-0.16,-0.01,0.00
31.269,-0.27,-0.06,0.04
31.286,-0.15,-0.04,-0.01
31.319,-0.04,0.08,-0.04
31.352,-0.03,0.11,-0.06
31.385,-0.14,0.05,-0.04
31.418,-0.22,0.10,-0.02
31.435,-0.27,0.07,-0.03
31.469,-0.25,0.08,-0.02
31.502,-0.27,0.05,-0.07
31.526,-0.23,0.17,-0.02
31.568,-0.17,0.09,0.02
31.585,-0.06,-0.07,-0.07
31.619,-0.10,0.03,-0.01
31.652,-0.03,0.04,-0.02
31.685,0.07,0.03,-0.02
31.719,-0.00,0.08,-0.02
31.735,0.01,0.04,-0.02
31.769,0.02,0.08,-0.02
31.802,0.20,0.14,-0.05
31.835,-0.06,0.04,0.01
31.852,-0.04,0.01,0.01
31.868,0.06,0.01,-0.01
30.890,-0.09,0.01,0.05
30.920,-0.02,-0.11,0.02
30.950,-0.01,-0.03,-0.03
30.980,-0.00,0.06,-0.02
31.010,-0.00,0.11,-0.04
31.036,-0.02,0.07,-0.02
31.054,-0.01,0.04,-0.03
31.069,0.01,0.08,-0.00
31.084,0.10,0.17,0.02
31.099,0.15,0.19,-0.03
31.119,0.10,0.12,-0.08
31.134,-0.11,0.13,-0.01
31.149,-0.16,0.01,0.03
31.164,-0.07,-0.02,-0.03
31.184,-0.03,0.01,-0.03
31.199,-0.07,0.00,-0.01
31.224,-0.16,-0.01,0.00
31.254,-0.27,-0.06,0.04
31.284,-0.15,-0.04,-0.01
31.314,-0.04,0.08,-0.04
31.344,-0.03,0.11,-0.06
31.374,-0.14,0.05,-0.04
31.404,-0.22,0.10,-0.02
31.433,-0.27,0.07,-0.03
31.463,-0.25,0.08,-0.02
31.493,-0.27,0.05,-0.07
31.523,-0.23,0.17,-0.02
31.553,-0.17,0.09,0.02
31.583,-0.06,-0.07,-0.07
31.613,-0.10,0.03,-0.01
31.643,-0.03,0.04,-0.02
31.673,0.07,0.03,-0.02
31.703,-0.00,0.08,-0.02
31.733,0.01,0.04,-0.02
31.763,0.02,0.08,-0.02
31.793,0.20,0.14,-0.05
31.823,-0.06,0.04,0.01
31.838,-0.04,0.01,0.01
31.853,0.06,0.01,-0.01
