time,wx,wy,wz
14.003,0.76,-1.23,0.77
14.019,0.70,-1.40,0.36
14.036,0.97,-1.38,-0.26
14.053,1.25,-0.97,-0.70
14.070,2.09,1.43,-0.82
14.086,2.64,4.24,-0.88
14.103,2.13,4.50,-0.92
14.120,1.14,3.60,-0.79
14.136,0.21,2.44,-0.39
14.153,-0.08,1.47,-0.04
14.170,0.26,0.95,0.00
14.186,0.76,0.42,0.01
14.202,1.04,-0.17,0.14
14.220,1.08,-0.60,0.21
14.236,1.16,-0.29,-0.05
14.269,1.26,0.67,-0.04
14.286,-0.20,1.69,0.28
14.303,-0.75,1.55,0.07
14.336,-0.43,0.97,-0.43
14.353,-0.28,0.48,-0.25
14.370,-0.92,-0.86,-0.22
14.386,-1.60,-2.49,-0.71
14.403,-2.08,-3.37,-1.25
14.420,-2.55,-3.13,-1.18
14.436,-2.78,-2.54,-0.87
14.453,-2.55,-1.85,-0.83
14.470,-2.06,-1.09,-0.79
14.486,-1.55,-0.10,-0.46
14.503,-1.15,1.03,0.33
14.520,-1.94,0.64,0.91
14.536,-3.32,-0.70,1.02
14.553,-3.80,-1.21,1.14
14.570,-3.19,-2.29,0.85
14.586,-2.81,-2.55,0.27
14.603,-2.63,-1.93,-0.06
14.619,-2.22,-1.23,-0.13
14.636,-1.81,-0.39,0.14
14.653,-1.45,0.19,0.30
14.669,-1.05,0.31,-0.09
14.686,-0.46,-0.39,-1.09
14.702,-0.06,-1.41,-1.97
14.720,-0.05,-1.53,-2.00
14.736,-0.02,-1.32,-1.41
14.753,0.20,-1.10,-0.67
14.769,0.48,-1.01,-0.14
14.786,0.67,-0.93,0.30
14.803,0.70,-0.82,0.63
14.820,0.23,-0.81,0.45
14.853,0.42,-0.88,-0.14
14.869,1.11,-0.65,-0.34
14.886,1.03,-0.92,-0.38
14.920,0.74,-1.68,-0.75
14.936,1.21,-1.61,-0.87
14.953,1.76,0.21,-0.86
14.969,0.78,2.02,-0.15
14.986,-0.79,3.84,1.14
15.003,-0.48,4.18,1.64
15.020,-0.04,3.01,1.17
15.036,0.46,1.25,0.59
15.053,1.03,-0.50,0.18
15.070,1.47,-2.11,-0.08
15.086,1.56,-3.52,0.01
15.103,1.44,-4.26,0.36
15.120,1.17,-3.52,1.03
15.136,0.82,-1.64,1.48
15.153,0.74,-0.38,0.93
15.169,1.07,-0.59,-0.11
15.186,1.50,-0.71,-0.86
15.203,1.85,-0.24,-1.14
15.220,1.66,6.45,-0.96
15.236,1.31,9.79,-0.60
15.252,0.80,8.21,-0.52
15.269,0.67,3.81,-0.38
15.286,0.95,-0.42,-0.05
15.303,1.13,-2.43,0.18
15.319,1.22,-3.08,0.34
15.336,1.22,-3.16,0.42
15.353,1.20,-2.83,0.43
15.369,1.19,-2.05,0.38
15.386,1.21,-0.76,0.28
15.403,1.12,0.75,0.15
15.419,0.86,1.90,0.09
15.436,0.60,2.56,0.01
15.453,0.38,2.79,-0.03
15.469,-0.40,1.84,-0.01
15.503,-0.74,1.18,-0.10
15.520,-0.86,0.33,-0.41
15.536,-0.73,0.00,-0.56
15.553,-0.56,-0.21,-0.70
15.569,-0.73,-0.72,-0.78
15.586,-1.37,-1.84,-0.78
15.603,-1.61,-2.06,-1.04
15.619,-1.32,-0.08,-1.04
15.636,-1.70,1.11,0.49
15.653,-2.10,0.90,1.90
15.669,-1.95,0.80,1.84
15.686,-1.80,0.76,1.09
15.703,-1.84,0.64,0.32
15.719,-1.82,0.40,-0.34
15.736,-1.59,0.23,-0.64
15.753,-1.21,0.40,-0.60
15.769,-0.79,0.96,-0.29
15.786,-0.41,1.59,0.01
15.803,-0.04,1.87,0.09
15.819,0.28,1.96,0.04
15.836,0.56,1.94,-0.00
15.853,0.81,1.68,0.04
15.869,0.90,1.24,0.14
15.886,0.90,0.66,0.19
15.903,0.87,0.06,0.18
15.919,0.85,-0.64,0.10
15.936,0.80,-1.61,0.04
15.953,0.85,-2.67,0.05
15.969,1.07,-3.93,0.06
15.986,-0.10,-3.05,-0.18
16.003,-0.76,-0.97,-0.09
16.019,-0.43,0.19,-0.03
16.036,0.25,0.67,-0.07
16.053,0.63,0.40,-0.13
16.086,0.61,0.43,-0.08
16.103,0.49,0.47,-0.06
16.120,0.53,0.47,-0.03
16.153,0.85,-0.18,0.28
16.169,0.98,-0.73,0.29
16.186,1.10,-1.25,0.23
16.203,1.24,-1.79,0.14
16.219,1.53,-2.38,0.08
16.236,1.99,-3.01,0.12
16.252,1.34,-3.92,0.21
16.269,-0.11,-3.60,0.24
16.286,-0.81,-1.91,0.20
16.303,-0.80,0.17,-0.01
16.319,-0.67,1.30,-0.21
16.336,-0.63,1.92,-0.18
16.353,-0.72,2.02,-0.11
16.369,-0.83,1.80,-0.11
16.386,-0.87,1.51,-0.12
16.403,-0.75,1.16,-0.05
16.419,-0.52,0.73,0.06
16.436,-0.26,0.20,0.06
16.453,-0.01,-0.41,0.03
16.469,0.20,-0.94,0.09
16.486,0.37,-1.26,0.17
16.503,0.52,-1.34,0.16
16.519,0.64,-1.24,0.12
16.535,0.72,-1.05,0.10
16.553,0.74,-0.88,0.07
16.569,0.76,-0.72,0.02
16.586,0.96,-0.64,0.00
16.603,1.44,-0.84,0.04
16.619,1.10,-1.16,0.06
16.636,-0.55,-0.12,0.01
16.669,-0.66,0.79,-0.08
16.686,-0.27,1.36,-0.12
16.703,-0.13,1.17,-0.08
16.736,-0.11,0.24,-0.05
16.753,-0.06,-0.16,-0.00
16.769,0.02,-0.38,0.01
16.786,0.08,-0.42,0.01
16.803,0.12,-0.34,0.01
16.819,0.13,-0.18,0.01
16.836,0.13,-0.01,0.01
16.852,0.14,0.11,0.01
16.869,0.15,0.13,0.01
16.886,0.13,0.06,0.02
16.903,0.06,-0.02,0.03
16.919,-0.03,-0.01,0.02
16.936,-0.10,0.11,-0.00
16.953,-0.13,0.31,-0.03
16.969,-0.13,0.49,-0.04
16.986,-0.10,0.57,-0.06
17.003,-0.05,0.53,-0.06
17.019,0.01,0.37,-0.05
17.036,0.06,0.14,-0.03
17.053,0.07,-0.06,-0.01
17.069,0.03,-0.15,0.01
17.085,0.00,-0.12,0.01
17.103,-0.01,-0.01,-0.00
17.119,-0.02,0.12,-0.02
17.136,-0.05,0.23,-0.03
17.153,-0.09,0.29,-0.05
17.169,-0.12,0.30,-0.05
17.186,-0.11,0.27,-0.04
17.203,-0.08,0.21,-0.03
17.219,-0.06,0.11,-0.02
17.252,-0.04,0.11,-0.03
17.269,0.02,0.15,-0.03
17.286,0.03,0.16,-0.03
17.319,0.01,0.15,-0.01
17.336,-0.02,0.15,-0.01
17.353,-0.03,0.16,-0.00
17.369,-0.04,0.19,-0.00
17.386,-0.06,0.23,-0.00
17.402,-0.06,0.25,-0.00
17.419,-0.05,0.23,-0.00
17.436,-0.01,0.18,-0.00
17.453,0.02,0.10,-0.00
17.469,0.04,0.04,-0.01
17.486,0.05,0.01,0.00
17.503,0.05,0.00,0.01
17.519,0.04,0.02,0.02
17.535,0.02,0.04,0.02
17.553,0.01,0.06,0.02
17.569,-0.01,0.07,0.02
17.586,-0.02,0.07,0.01
17.603,-0.02,0.07,-0.00
17.619,-0.02,0.06,-0.00
17.636,-0.02,0.04,-0.01
17.653,-0.02,0.01,-0.01
17.670,-0.02,-0.02,-0.01
17.686,-0.01,-0.02,-0.01
17.703,0.00,-0.03,-0.01
17.719,0.03,-0.04,-0.01
17.736,0.04,-0.06,-0.01
17.753,0.04,-0.07,-0.01
17.769,0.05,-0.08,-0.01
17.786,0.06,-0.07,-0.01
17.803,0.07,-0.06,-0.01
17.819,0.08,-0.08,0.00
17.836,0.06,-0.09,0.01
17.853,0.04,-0.08,0.01
17.869,0.01,-0.02,-0.00
17.903,0.01,-0.02,-0.00
17.919,-0.01,-0.05,-0.01
17.936,-0.00,-0.08,-0.01
17.953,0.01,-0.10,-0.01
17.969,0.02,-0.13,-0.01
17.986,0.02,-0.14,-0.01
18.003,0.03,-0.15,-0.00
18.019,0.03,-0.14,0.01
18.036,0.01,-0.11,0.01
18.053,-0.02,-0.07,0.00
18.069,-0.03,-0.02,-0.00
18.086,-0.03,0.01,-0.01
18.103,-0.02,0.02,-0.01
18.119,-0.02,0.02,-0.01
18.136,-0.01,0.00,-0.00
18.153,0.00,-0.02,0.00
18.169,0.01,-0.03,0.01
18.186,0.02,-0.04,0.01
18.203,0.03,-0.06,0.02
18.219,0.04,-0.07,0.02
18.236,0.05,-0.10,0.02
18.253,0.06,-0.12,0.03
18.269,0.06,-0.13,0.02
18.286,0.05,-0.12,0.03
18.303,0.04,-0.11,0.03
18.319,0.04,-0.09,0.03
18.336,0.03,-0.08,0.02
18.353,0.02,-0.07,0.02
18.369,0.02,-0.06,0.02
18.386,0.02,-0.06,0.02
18.402,0.03,-0.06,0.02
18.419,0.03,-0.04,0.02
18.436,0.03,-0.02,0.02
18.453,0.04,0.05,0.01
18.486,0.04,0.07,0.01
18.503,0.02,0.07,0.02
18.519,0.02,0.04,0.03
18.553,0.03,0.00,0.02
18.569,0.03,-0.02,0.01
18.586,0.03,-0.04,-0.01
18.603,0.01,-0.04,-0.02
18.618,-0.03,-0.04,-0.03
18.636,-0.05,-0.05,-0.05
18.653,-0.08,-0.05,-0.06
18.669,-0.10,-0.02,-0.07
18.686,-0.09,0.03,-0.06
18.703,-0.09,0.09,-0.07
18.719,-0.08,0.14,-0.05
18.736,-0.09,0.17,-0.04
18.753,-0.09,0.16,-0.03
18.769,-0.08,0.14,-0.01
18.786,-0.06,0.12,0.01
18.803,-0.02,0.11,0.02
18.819,0.00,0.10,0.03
18.836,0.02,0.08,0.03
18.853,0.04,0.06,0.04
18.869,0.06,0.04,0.04
18.886,0.10,0.01,0.04
18.903,0.14,-0.04,0.04
18.919,0.18,-0.11,0.03
18.936,0.16,-0.15,0.04
18.953,0.09,-0.15,0.02
18.969,-0.01,-0.08,-0.01
18.986,-0.08,0.03,-0.04
19.003,-0.10,0.14,-0.06
19.020,-0.11,0.20,-0.05
19.036,-0.14,0.17,-0.02
19.069,-0.14,0.11,-0.00
19.085,-0.13,0.06,0.02
19.103,-0.03,-0.08,0.02
19.136,0.09,-0.20,0.03
19.152,0.13,-0.22,0.02
19.169,0.15,-0.23,0.01
19.186,0.17,-0.22,0.01
19.203,0.17,-0.22,0.01
19.219,0.14,-0.23,0.03
19.236,0.07,-0.22,0.03
19.253,-0.02,-0.17,0.03
19.269,-0.10,-0.07,0.01
19.286,-0.12,0.03,-0.01
19.303,-0.11,0.12,-0.02
19.319,-0.08,0.14,-0.03
19.336,-0.06,0.12,-0.03
19.353,-0.04,0.05,-0.02
19.369,-0.01,-0.05,-0.01
19.386,0.00,-0.14,-0.00
19.403,0.01,-0.18,0.01
19.419,0.01,-0.17,0.00
19.436,0.01,-0.13,-0.00
19.453,0.01,-0.06,-0.01
19.469,0.01,-0.00,-0.02
19.486,-0.01,0.06,-0.02
19.503,-0.03,0.11,-0.02
19.519,-0.04,0.14,-0.02
19.535,-0.04,0.16,-0.01
19.552,-0.02,0.15,0.00
19.569,-0.01,0.13,0.01
19.586,0.02,0.10,0.00
19.603,0.03,0.07,0.00
19.619,0.02,0.08,-0.00
19.653,0.00,0.10,-0.01
19.669,-0.07,0.12,-0.03
19.686,-0.12,0.14,-0.03
19.719,-0.18,0.17,-0.03
19.736,-0.15,0.12,-0.03
19.753,-0.12,0.06,-0.02
19.769,-0.09,-0.02,-0.02
19.786,-0.07,-0.07,-0.02
19.803,-0.05,-0.11,-0.02
19.819,-0.01,-0.12,-0.02
19.836,0.03,-0.12,-0.02
19.852,0.06,-0.13,-0.01
19.869,0.08,-0.16,-0.00
19.886,0.08,-0.21,0.01
19.903,0.08,-0.26,0.02
19.919,0.08,-0.29,0.01
19.936,0.08,-0.28,-0.00
19.953,0.09,-0.22,-0.02
19.969,0.08,-0.15,-0.03
19.986,0.06,-0.09,-0.03
20.002,0.03,-0.05,-0.03
20.019,-0.01,-0.04,-0.02
20.036,-0.03,-0.05,-0.00
20.053,-0.03,-0.06,0.01
20.069,-0.03,-0.07,0.02
20.086,-0.03,-0.06,0.02
20.103,-0.03,-0.04,0.02
20.119,-0.01,-0.02,0.01
20.136,0.00,-0.01,0.02
20.153,0.02,-0.03,0.02
20.169,0.04,-0.07,0.01
20.186,0.05,-0.11,0.01
20.203,0.06,-0.13,0.00
20.219,0.06,-0.13,0.00
20.236,0.06,-0.12,-0.01
20.253,0.01,-0.05,-0.01
20.269,-0.03,-0.01,-0.01
20.303,-0.07,0.07,-0.02
20.319,-0.08,0.09,-0.01
20.336,-0.07,0.10,-0.01
20.353,-0.06,0.08,-0.01
20.369,-0.03,0.05,-0.00
20.386,0.01,-0.01,0.01
20.403,0.04,-0.05,0.01
20.419,0.06,-0.07,0.02
20.436,0.06,-0.05,0.02
20.453,0.06,-0.02,0.01
20.469,0.06,0.01,0.01
20.486,0.05,0.03,0.00
20.503,0.05,0.04,0.00
20.519,0.03,0.04,0.00
20.536,0.01,0.04,0.00
20.553,-0.01,0.06,0.00
20.569,-0.01,0.08,0.00
20.585,-0.01,0.11,-0.00
20.603,-0.02,0.12,-0.00
20.618,-0.04,0.11,-0.01
20.636,-0.05,0.09,-0.01
20.652,-0.05,0.08,-0.02
20.669,-0.04,0.08,-0.02
20.685,-0.02,0.07,-0.02
20.703,0.00,0.05,-0.02
20.719,0.01,0.03,-0.02
20.736,0.01,0.00,-0.01
20.753,0.01,-0.01,-0.01
20.769,0.01,-0.00,-0.01
20.786,0.01,0.02,-0.02
20.802,0.01,0.05,-0.01
20.819,0.00,0.07,-0.01
20.836,-0.01,0.07,-0.02
20.853,-0.03,0.03,-0.02
20.886,-0.03,0.00,-0.01
20.903,-0.03,-0.02,-0.00
20.919,-0.02,-0.01,-0.00
20.953,0.01,0.02,0.00
20.969,0.02,-0.00,0.00
20.986,0.03,-0.04,0.00
21.003,0.03,-0.06,0.00
21.019,0.03,-0.06,0.00
21.036,0.03,-0.04,-0.01
21.053,0.03,-0.01,-0.01
21.069,0.02,-0.00,-0.00
21.086,0.02,-0.01,-0.00
21.103,0.01,-0.03,0.00
21.119,-0.00,-0.04,0.00
21.136,-0.00,-0.03,0.01
21.153,-0.01,-0.02,0.01
21.169,0.01,-0.02,0.01
21.186,0.02,-0.04,0.01
21.203,0.03,-0.06,0.01
21.219,0.03,-0.08,0.01
21.236,0.02,-0.08,0.01
21.252,0.02,-0.06,0.01
21.269,0.01,-0.02,0.01
21.286,0.00,0.02,0.01
21.303,-0.01,0.04,0.01
21.319,-0.01,0.05,0.01
21.336,-0.01,0.05,0.01
21.353,0.01,0.05,0.01
21.369,0.02,0.03,0.01
21.386,0.05,0.00,0.02
21.403,0.08,-0.04,0.02
21.419,0.10,-0.09,0.01
21.436,0.10,-0.15,0.00
21.469,0.09,-0.16,-0.01
21.486,0.05,-0.14,-0.05
21.503,0.01,-0.11,-0.05
21.535,-0.10,-0.00,-0.06
21.553,-0.14,0.06,-0.07
21.569,-0.15,0.09,-0.06
21.586,-0.14,0.09,-0.04
21.603,-0.13,0.05,-0.03
21.619,-0.11,0.01,-0.01
21.636,-0.09,-0.03,0.01
21.652,-0.04,-0.05,0.02
21.669,0.01,-0.06,0.03
21.686,0.08,-0.08,0.04
21.703,0.13,-0.13,0.05
21.719,0.17,-0.19,0.06
21.736,0.18,-0.25,0.05
21.753,0.19,-0.27,0.04
21.769,0.18,-0.25,0.03
21.786,0.16,-0.18,0.02
21.803,0.09,-0.07,0.01
21.819,0.02,0.06,-0.00
21.836,-0.05,0.16,-0.01
21.853,-0.08,0.23,-0.02
21.869,-0.09,0.25,-0.01
21.886,-0.08,0.22,0.00
21.903,-0.07,0.16,0.01
21.919,-0.06,0.09,0.01
21.936,-0.05,0.06,0.01
21.953,-0.03,0.05,0.01
21.969,-0.00,0.07,-0.00
21.986,0.02,0.11,-0.01
22.003,0.03,0.14,-0.01
22.019,0.03,0.14,-0.01
22.052,0.03,0.13,-0.00
22.069,0.02,0.12,0.02
22.086,0.01,0.13,0.02
22.119,-0.02,0.19,0.01
22.136,-0.03,0.21,0.00
22.153,-0.04,0.23,-0.00
22.169,-0.04,0.24,-0.01
22.186,-0.04,0.24,-0.01
22.203,-0.04,0.22,-0.01
22.219,-0.03,0.20,-0.01
22.236,-0.03,0.18,-0.01
22.252,-0.01,0.16,-0.01
22.269,0.01,0.15,-0.00
22.286,0.02,0.13,-0.00
22.303,0.03,0.11,0.00
22.319,0.04,0.10,0.00
22.336,0.05,0.09,0.00
22.353,0.05,0.07,0.00
22.369,0.04,0.06,0.00
22.386,0.03,0.07,0.00
22.403,0.02,0.08,-0.00
22.419,0.00,0.10,-0.01
22.436,-0.01,0.12,-0.02
22.453,-0.02,0.13,-0.02
22.469,-0.03,0.13,-0.02
22.486,-0.03,0.12,-0.01
22.502,-0.02,0.09,-0.00
22.519,-0.01,0.07,-0.00
22.535,0.01,0.04,0.01
22.553,0.02,0.01,0.01
22.569,0.02,-0.01,0.01
22.586,0.01,-0.01,0.01
22.603,0.01,0.02,0.00
22.619,0.01,0.05,-0.01
22.636,0.01,0.07,-0.01
22.652,0.01,0.05,-0.01
22.669,0.01,0.02,-0.00
22.702,-0.01,-0.01,0.00
22.719,-0.02,0.01,-0.00
22.736,-0.03,0.03,-0.00
22.752,-0.02,0.06,-0.00
22.769,-0.01,0.07,-0.00
22.786,-0.01,0.06,-0.00
22.802,-0.00,0.03,0.00
22.819,0.00,0.00,-0.00
22.835,0.01,-0.01,-0.00
22.852,0.02,-0.01,-0.00
22.869,0.02,0.01,-0.01
22.886,0.01,0.03,-0.01
22.902,-0.00,0.04,-0.01
22.919,-0.02,0.05,-0.01
22.936,-0.03,0.05,-0.01
22.952,-0.03,0.05,-0.01
22.969,-0.02,0.04,-0.01
22.986,-0.02,0.04,-0.01
23.002,-0.02,0.03,-0.01
23.019,-0.03,0.02,-0.01
23.036,-0.03,0.02,-0.01
23.052,-0.02,0.03,-0.02
23.069,-0.02,0.04,-0.02
23.086,-0.01,0.05,-0.02
23.102,-0.01,0.06,-0.01
23.119,-0.01,0.06,-0.01
23.136,-0.01,0.04,-0.00
23.152,-0.01,0.02,-0.00
23.169,0.00,0.00,-0.00
23.186,0.01,-0.00,-0.00
23.202,0.01,0.00,-0.00
23.219,0.01,0.01,-0.00
23.236,0.01,0.02,-0.00
23.252,0.01,0.01,-0.01
23.286,0.01,-0.00,-0.01
23.302,0.00,-0.02,-0.01
23.319,-0.00,-0.03,-0.01
23.352,-0.02,-0.01,-0.01
23.369,-0.03,-0.00,-0.02
23.386,-0.03,0.00,-0.02
23.402,-0.03,0.01,-0.02
23.419,-0.03,0.01,-0.01
23.436,-0.03,0.01,-0.01
23.452,-0.02,-0.00,-0.01
23.469,-0.02,-0.01,-0.01
23.486,-0.01,-0.02,-0.01
23.502,0.00,-0.02,-0.01
23.519,0.01,-0.02,-0.01
23.535,0.01,-0.02,-0.01
23.553,0.01,-0.02,-0.01
23.569,-0.00,-0.03,-0.01
23.586,-0.01,-0.03,-0.01
23.602,-0.02,-0.02,-0.01
23.619,-0.03,-0.01,-0.01
23.636,-0.03,0.01,-0.01
23.653,-0.03,0.03,-0.01
23.669,-0.02,0.02,-0.01
23.686,-0.02,0.00,-0.01
23.702,-0.01,-0.02,-0.00
23.719,-0.00,-0.04,-0.00
23.736,0.00,-0.04,0.00
23.753,0.01,-0.04,-0.00
23.769,0.01,-0.04,-0.00
23.786,0.01,-0.04,-0.01
23.803,0.00,-0.05,-0.00
23.819,-0.00,-0.04,-0.00
23.836,-0.02,-0.01,-0.00
23.869,-0.03,0.00,-0.00
23.886,-0.03,-0.00,-0.01
23.902,-0.02,-0.01,-0.01
23.936,0.00,-0.01,-0.01
23.952,0.01,-0.01,-0.01
23.969,0.01,-0.02,-0.00
23.986,0.01,-0.03,0.00
24.002,0.01,-0.04,0.00
24.019,-0.00,-0.03,0.00
24.035,-0.02,-0.01,-0.00
24.052,-0.02,0.02,-0.00
24.069,-0.02,0.04,-0.01
24.086,-0.01,0.04,-0.00
24.103,-0.01,0.02,-0.00
24.118,-0.01,-0.01,-0.00
24.136,-0.01,-0.03,-0.00
24.152,-0.00,-0.03,-0.00
24.169,0.01,-0.02,-0.00
24.186,0.01,-0.00,-0.01
24.202,0.02,0.00,-0.00
24.219,0.00,0.00,-0.00
24.236,-0.01,-0.00,0.00
24.252,-0.02,-0.01,-0.00
24.269,-0.02,0.00,-0.00
24.286,-0.01,0.01,-0.01
24.302,-0.00,0.01,-0.01
24.319,0.00,0.01,-0.01
24.336,0.00,-0.00,-0.01
24.352,0.01,-0.03,-0.01
24.369,0.01,-0.04,-0.01
24.386,0.01,-0.04,-0.01
24.402,-0.00,-0.02,-0.00
24.419,-0.03,0.04,-0.01
24.452,-0.04,0.06,-0.01
24.469,-0.02,0.05,-0.00
24.486,-0.01,0.04,-0.00
24.519,0.01,-0.01,0.00
24.535,0.01,-0.02,0.00
24.552,0.02,-0.02,-0.00
24.569,0.02,-0.01,-0.01
24.586,0.02,-0.00,-0.01
24.602,0.02,0.01,-0.01
24.619,0.00,0.01,-0.01
24.636,-0.01,0.02,-0.00
24.652,-0.02,0.03,-0.00
24.669,-0.03,0.03,-0.00
24.686,-0.03,0.03,-0.00
24.702,-0.01,0.02,-0.01
24.719,0.00,0.00,-0.00
24.736,0.01,-0.02,-0.00
24.752,0.02,-0.03,-0.00
24.769,0.02,-0.04,-0.00
24.785,0.02,-0.04,-0.00
24.802,0.02,-0.02,-0.00
24.819,0.01,-0.01,-0.01
24.836,0.00,0.00,-0.01
24.852,-0.01,0.01,-0.00
24.869,-0.02,0.01,-0.00
24.886,-0.02,0.02,-0.00
24.902,-0.02,0.02,-0.00
24.918,-0.02,0.02,-0.00
24.936,-0.01,0.02,-0.00
24.951,0.00,0.00,-0.00
24.969,0.01,-0.01,-0.00
24.986,0.02,-0.03,-0.00
25.002,0.03,-0.05,-0.00
25.019,0.02,-0.05,-0.00
25.036,0.02,-0.04,-0.00
25.052,0.01,-0.01,-0.00
25.069,-0.02,0.05,-0.00
25.102,-0.03,0.05,-0.00
25.119,-0.02,0.04,-0.00
25.136,-0.00,0.02,0.00
25.152,0.01,-0.00,0.00
25.169,0.01,-0.02,0.01
25.186,0.01,-0.02,0.00
25.202,0.01,-0.02,0.00
25.219,0.02,-0.01,-0.00
25.235,0.02,0.00,-0.00
25.252,0.01,0.01,-0.01
25.269,-0.00,0.02,-0.01
25.285,-0.01,0.02,-0.00
25.302,-0.02,0.03,-0.00
25.319,-0.02,0.03,0.00
25.336,-0.01,0.01,0.00
25.352,-0.01,0.00,-0.00
25.369,0.00,-0.00,-0.00
25.385,0.01,-0.00,0.00
25.402,0.02,-0.01,0.00
25.419,0.02,-0.01,0.00
25.436,0.01,-0.02,-0.00
25.452,0.00,-0.02,-0.00
25.468,0.00,-0.01,-0.00
25.486,0.00,-0.00,-0.00
25.502,-0.00,0.01,-0.00
25.519,-0.00,0.02,-0.00
25.535,-0.01,0.03,0.00
25.552,-0.01,0.03,0.00
25.569,-0.00,0.03,0.01
25.586,0.01,0.01,0.00
25.602,0.01,-0.01,0.00
25.619,0.01,-0.02,0.00
25.636,0.02,-0.02,-0.00
25.653,0.02,0.00,-0.00
25.686,0.01,0.01,-0.00
25.703,-0.01,0.02,-0.00
25.719,-0.01,0.02,-0.00
25.753,-0.02,0.03,-0.01
25.769,-0.02,0.03,-0.00
25.786,-0.01,0.01,-0.00
25.802,0.00,0.01,0.00
25.819,0.01,-0.00,0.00
25.836,0.01,-0.01,0.00
25.853,0.01,-0.02,0.00
25.869,0.01,-0.02,-0.00
25.886,0.01,-0.02,-0.01
25.902,0.02,-0.01,-0.01
25.918,0.02,-0.01,-0.01
25.936,0.01,-0.01,-0.01
25.952,-0.00,-0.01,-0.01
25.969,-0.01,-0.01,-0.00
25.986,-0.01,-0.01,-0.00
26.002,-0.02,0.00,-0.01
26.019,-0.02,0.01,-0.01
26.036,-0.02,0.03,-0.01
26.053,-0.02,0.03,-0.01
26.069,-0.00,0.02,-0.01
26.086,0.01,-0.01,-0.01
26.103,0.01,-0.03,-0.00
26.119,0.02,-0.05,-0.00
26.136,0.01,-0.04,-0.01
26.152,0.01,-0.03,-0.01
26.169,0.01,-0.00,-0.01
26.186,0.00,0.01,-0.01
26.202,-0.01,0.02,-0.01
26.219,-0.02,0.02,-0.01
26.236,-0.03,0.01,-0.01
26.269,-0.02,0.01,-0.01
26.285,-0.01,0.01,-0.01
26.302,0.00,0.00,-0.01
26.336,0.01,-0.02,-0.01
26.352,0.01,-0.03,-0.01
26.369,0.00,-0.03,-0.00
26.386,-0.00,-0.02,-0.00
26.403,-0.01,0.00,-0.01
26.419,-0.02,0.03,-0.01
26.436,-0.03,0.04,-0.01
26.452,-0.03,0.04,-0.01
26.469,-0.02,0.04,-0.01
26.486,-0.01,0.02,-0.00
26.502,-0.00,-0.00,-0.00
26.519,0.00,-0.03,0.00
26.535,0.01,-0.05,-0.00
26.552,0.02,-0.05,-0.00
26.569,0.02,-0.04,-0.01
26.586,0.02,-0.03,-0.01
26.603,0.01,-0.01,-0.01
26.619,-0.01,0.01,-0.01
26.636,-0.02,0.01,-0.01
26.653,-0.03,0.02,-0.01
26.669,-0.04,0.02,-0.01
26.686,-0.04,0.02,-0.01
26.702,-0.03,0.02,-0.01
26.719,-0.01,0.01,-0.00
26.736,0.00,-0.00,-0.00
26.752,0.01,-0.03,-0.00
26.769,0.01,-0.05,0.00
26.786,0.02,-0.05,0.00
26.801,0.02,-0.03,0.01
26.819,0.02,-0.01,0.01
26.852,0.00,-0.02,0.01
26.869,-0.02,-0.02,0.00
26.886,-0.02,-0.01,-0.00
26.919,-0.00,-0.02,-0.01
26.936,0.01,-0.01,-0.01
26.952,0.01,-0.01,-0.01
26.969,0.01,-0.01,-0.01
26.986,0.00,-0.03,0.00
27.002,-0.00,-0.06,0.01
27.019,-0.01,-0.08,0.00
27.036,-0.01,-0.06,-0.00
27.052,-0.01,-0.01,-0.01
27.069,-0.02,0.04,-0.00
27.086,-0.03,0.08,-0.00
27.102,-0.04,0.07,-0.00
27.119,-0.03,0.04,-0.00
27.136,-0.03,-0.01,-0.00
27.152,-0.03,-0.04,-0.01
27.169,-0.03,-0.04,-0.01
27.186,-0.03,-0.02,-0.01
27.202,-0.03,0.01,-0.01
27.219,-0.03,0.03,-0.01
27.236,-0.04,0.05,-0.01
27.252,-0.04,0.06,-0.01
27.269,-0.03,0.05,-0.01
27.286,-0.02,0.05,-0.01
27.302,0.00,0.06,0.00
27.318,0.02,0.05,0.01
27.336,0.02,0.04,0.02
27.352,0.02,0.03,0.03
27.369,0.01,0.02,0.03
27.386,0.02,0.04,0.02
27.402,0.01,0.07,0.01
27.436,-0.01,0.07,0.00
27.452,-0.03,0.06,0.00
27.469,-0.03,0.04,0.00
27.502,-0.02,-0.03,0.01
27.519,-0.02,-0.06,0.01
27.535,-0.01,-0.07,-0.00
27.552,0.00,-0.06,-0.01
27.569,0.01,-0.05,-0.01
27.586,0.01,-0.06,-0.01
27.602,0.01,-0.10,0.00
27.619,0.02,-0.16,0.01
27.636,0.02,-0.20,0.01
27.652,0.01,-0.20,0.01
27.669,-0.00,-0.18,0.01
27.686,-0.00,-0.14,0.00
27.702,0.00,-0.11,0.00
27.719,0.01,-0.09,-0.00
27.736,0.01,-0.10,-0.00
27.752,0.00,-0.11,0.00
27.769,-0.00,-0.12,0.00
27.786,-0.00,-0.14,0.01
27.802,0.01,-0.14,0.01
27.819,0.01,-0.14,0.01
27.835,0.00,-0.11,0.01
27.852,-0.02,-0.08,-0.00
27.868,-0.04,-0.02,-0.00
27.886,-0.05,0.04,-0.00
27.902,-0.03,0.09,-0.01
