Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2024-10-10 01:23:28;1728512609.0801392;landscapeLeft;-0.6111907958984375;0.1593017578125;-0.8213043212890625;
2024-10-10 01:23:28;1728512609.101454;landscapeLeft;-0.609466552734375;0.1435699462890625;-0.7630462646484375;
2024-10-10 01:23:28;1728512609.107588;landscapeLeft;-0.5940399169921875;0.146453857421875;-0.7339935302734375;
2024-10-10 01:23:28;1728512609.124394;landscapeLeft;-0.634002685546875;0.1446685791015625;-0.72515869140625;
2024-10-10 01:23:28;1728512609.1278992;landscapeLeft;-0.597076416015625;0.1576080322265625;-0.77484130859375;
2024-10-10 01:23:28;1728512609.172926;landscapeLeft;-0.613433837890625;0.1376495361328125;-0.7860260009765625;
2024-10-10 01:23:28;1728512609.2233438;landscapeLeft;-0.6405487060546875;0.1361846923828125;-0.7901153564453125;
2024-10-10 01:23:28;1728512609.2727041;landscapeLeft;-0.625640869140625;0.122100830078125;-0.7660675048828125;
2024-10-10 01:23:28;1728512609.321319;landscapeLeft;-0.619903564453125;0.1297607421875;-0.7751922607421875;
2024-10-10 01:23:28;1728512609.372487;landscapeLeft;-0.6082305908203125;0.1380462646484375;-0.78143310546875;
2024-10-10 01:23:28;1728512609.4206429;landscapeLeft;-0.6005096435546875;0.1363067626953125;-0.776092529296875;
2024-10-10 01:23:28;1728512609.471174;landscapeLeft;-0.621826171875;0.14605712890625;-0.7983551025390625;
2024-10-10 01:23:28;1728512609.52268;landscapeLeft;-0.6069183349609375;0.142608642578125;-0.7819366455078125;
2024-10-10 01:23:28;1728512609.571768;landscapeLeft;-0.6020965576171875;0.142913818359375;-0.7629241943359375;
2024-10-10 01:23:28;1728512609.6209211;landscapeLeft;-0.6067047119140625;0.1484375;-0.7839813232421875;
2024-10-10 01:23:28;1728512609.669578;landscapeLeft;-0.6255035400390625;0.1362152099609375;-0.7643585205078125;
2024-10-10 01:23:28;1728512609.719832;landscapeLeft;-0.60919189453125;0.14385986328125;-0.797088623046875;
