time,ax,ay,az,atotal
6.496,0.08,-0.07,0.04,0.11
6.506,0.14,-0.05,-0.01,0.15
6.516,0.20,-0.06,-0.04,0.21
6.526,0.24,-0.06,-0.03,0.25
6.536,0.23,-0.06,-0.01,0.24
6.545,0.18,-0.07,0.00,0.19
6.555,0.11,-0.08,0.02,0.13
6.565,0.05,-0.07,0.02,0.09
6.575,-0.00,-0.01,0.01,0.01
6.585,-0.00,0.04,0.00,0.04
6.595,0.04,0.08,0.01,0.09
6.605,0.08,0.09,-0.02,0.12
6.615,0.17,0.05,-0.08,0.19
6.625,0.23,0.02,-0.13,0.26
6.635,0.30,-0.03,-0.16,0.34
6.645,0.34,-0.05,-0.17,0.38
6.655,0.33,-0.05,-0.16,0.37
6.665,0.29,-0.05,-0.11,0.31
6.675,0.23,-0.03,-0.04,0.24
6.685,0.16,-0.03,0.03,0.17
6.695,0.09,0.02,0.06,0.11
6.705,0.03,0.05,0.11,0.12
6.715,-0.01,0.06,0.12,0.14
6.725,-0.04,0.05,0.13,0.14
6.735,-0.04,0.01,0.12,0.13
6.745,-0.06,0.00,0.10,0.11
6.755,-0.04,-0.02,0.07,0.08
6.765,-0.01,-0.04,0.05,0.06
6.775,0.02,-0.05,0.01,0.06
6.785,0.10,-0.04,0.02,0.11
6.795,0.14,-0.03,0.01,0.15
6.805,0.18,-0.01,0.00,0.18
6.815,0.20,0.01,-0.01,0.20
6.825,0.19,0.01,0.01,0.19
6.835,0.17,0.01,-0.00,0.17
6.845,0.13,-0.01,0.01,0.13
6.855,0.06,-0.05,0.00,0.08
6.865,-0.01,-0.06,-0.01,0.07
6.875,-0.03,-0.06,-0.04,0.07
6.885,-0.06,-0.02,-0.07,0.09
6.895,-0.07,-0.00,-0.09,0.11
6.905,-0.09,0.02,-0.09,0.13
6.915,-0.05,0.05,-0.10,0.12
6.925,0.01,0.06,-0.13,0.14
6.935,0.10,0.05,-0.14,0.18
6.945,0.18,-0.00,-0.16,0.24
6.955,0.29,-0.04,-0.13,0.32
6.964,0.37,-0.05,-0.10,0.39
6.975,0.43,-0.04,-0.04,0.43
6.985,0.46,-0.01,0.03,0.46
6.994,0.45,-0.01,0.10,0.46
7.004,0.41,-0.02,0.17,0.44
7.014,0.31,-0.03,0.21,0.37
7.024,0.19,-0.02,0.24,0.31
7.035,0.07,-0.03,0.24,0.25
7.044,-0.03,-0.02,0.22,0.22
7.054,-0.10,-0.02,0.16,0.19
7.064,-0.14,-0.01,0.09,0.17
7.074,-0.15,0.00,0.01,0.15
7.084,-0.12,0.03,-0.06,0.14
7.094,-0.08,0.06,-0.14,0.17
7.104,-0.04,0.09,-0.20,0.22
7.114,-0.02,0.05,-0.20,0.21
7.124,0.01,0.03,-0.20,0.21
7.134,0.02,0.00,-0.17,0.17
7.144,0.02,0.00,-0.11,0.11
7.154,0.02,-0.02,-0.05,0.06
7.164,0.02,-0.03,0.02,0.05
7.174,0.06,-0.03,0.08,0.10
7.184,0.09,-0.04,0.13,0.16
7.194,0.14,-0.04,0.14,0.20
7.204,0.20,-0.02,0.17,0.26
7.214,0.23,-0.03,0.19,0.30
7.224,0.23,-0.05,0.18,0.30
7.234,0.24,-0.04,0.16,0.30
7.244,0.22,-0.03,0.13,0.26
7.254,0.18,-0.01,0.09,0.20
7.264,0.12,-0.02,0.05,0.13
7.274,0.07,-0.03,0.01,0.08
7.284,0.03,-0.02,-0.02,0.04
7.294,0.01,0.01,-0.06,0.06
7.304,0.01,0.03,-0.11,0.11
7.314,0.02,0.06,-0.14,0.15
7.324,0.02,0.06,-0.15,0.16
7.334,0.04,0.07,-0.14,0.16
7.344,0.07,0.05,-0.13,0.16
7.354,0.09,0.02,-0.10,0.14
7.364,0.10,-0.02,-0.06,0.12
7.374,0.11,-0.08,-0.02,0.14
7.384,0.09,-0.10,0.02,0.14
7.394,0.12,-0.06,0.04,0.14
7.404,0.13,-0.01,0.06,0.14
7.414,0.13,0.01,0.03,0.14
7.424,0.15,0.02,0.04,0.15
7.434,0.15,0.03,0.04,0.16
7.443,0.13,0.03,0.05,0.14
7.454,0.09,0.03,0.02,0.10
7.463,0.07,0.02,0.01,0.07
7.473,0.04,-0.00,-0.00,0.04
7.483,0.02,-0.01,-0.03,0.04
7.493,0.02,0.01,-0.06,0.07
7.503,0.02,0.04,-0.11,0.12
7.513,0.03,0.04,-0.14,0.15
7.523,0.04,0.05,-0.17,0.18
7.534,0.08,0.05,-0.19,0.21
7.543,0.11,0.04,-0.19,0.23
7.553,0.14,0.02,-0.18,0.23
7.563,0.14,0.00,-0.16,0.21
7.573,0.15,-0.03,-0.12,0.19
7.583,0.15,-0.06,-0.09,0.19
7.593,0.16,-0.06,-0.09,0.19
7.603,0.18,-0.06,-0.05,0.20
7.613,0.19,-0.04,-0.06,0.20
7.623,0.20,-0.02,-0.05,0.21
7.633,0.24,-0.01,-0.05,0.25
7.643,0.26,-0.01,-0.05,0.27
7.653,0.26,-0.02,-0.06,0.26
7.663,0.23,-0.01,-0.05,0.24
7.673,0.18,-0.01,-0.04,0.19
7.683,0.15,0.00,-0.03,0.15
7.693,0.10,-0.00,-0.04,0.10
7.703,0.06,0.01,-0.02,0.07
7.713,0.04,0.03,-0.03,0.06
7.723,-0.00,0.04,-0.02,0.04
7.733,-0.03,0.02,-0.03,0.05
7.743,-0.04,-0.00,-0.04,0.05
7.753,-0.04,-0.00,-0.04,0.06
7.763,-0.04,-0.01,-0.04,0.06
7.773,-0.02,-0.02,-0.05,0.06
7.782,0.00,0.00,-0.05,0.05
7.793,0.00,0.00,-0.04,0.04
7.803,0.03,0.00,-0.01,0.03
7.813,0.03,-0.00,0.04,0.05
7.823,0.03,-0.01,0.08,0.09
7.833,0.03,-0.00,0.10,0.11
7.843,0.05,-0.01,0.13,0.14
7.853,0.06,-0.01,0.14,0.15
7.863,0.05,-0.00,0.12,0.14
7.873,0.05,-0.00,0.12,0.13
7.882,0.06,-0.02,0.11,0.12
7.893,0.08,-0.03,0.08,0.12
7.903,0.12,-0.01,0.07,0.14
7.913,0.13,0.01,0.05,0.15
7.922,0.13,0.04,0.06,0.14
7.933,0.10,0.03,0.08,0.13
7.942,0.05,0.02,0.10,0.11
7.952,-0.00,0.03,0.10,0.11
7.962,-0.04,0.04,0.08,0.10
7.972,-0.06,0.01,0.08,0.10
7.982,-0.03,0.01,0.04,0.05
7.992,0.01,0.01,-0.02,0.02
8.002,0.06,0.02,-0.08,0.10
8.012,0.10,0.01,-0.09,0.14
8.022,0.12,0.02,-0.13,0.18
8.032,0.14,0.00,-0.14,0.20
8.042,0.13,-0.01,-0.13,0.18
8.052,0.11,-0.02,-0.09,0.14
8.062,0.07,-0.02,-0.05,0.09
8.072,0.02,-0.01,-0.01,0.03
8.082,0.01,0.03,0.01,0.03
8.092,0.03,0.04,0.04,0.07
8.102,0.06,0.04,0.05,0.09
8.112,0.10,0.03,0.03,0.10
8.122,0.12,-0.01,0.02,0.12
8.132,0.13,-0.04,0.00,0.14
8.142,0.16,-0.07,-0.00,0.17
8.152,0.16,-0.06,0.00,0.17
8.162,0.16,-0.02,-0.00,0.16
8.172,0.16,0.02,0.01,0.17
8.182,0.15,0.01,0.01,0.15
8.192,0.15,-0.00,0.04,0.15
8.202,0.13,-0.02,0.05,0.14
8.212,0.11,-0.04,0.03,0.12
8.222,0.10,-0.04,0.03,0.11
8.232,0.06,-0.03,0.01,0.07
8.242,0.06,0.01,-0.00,0.06
8.252,0.06,0.03,-0.03,0.07
8.262,0.07,0.02,-0.05,0.09
8.272,0.08,-0.00,-0.08,0.11
8.281,0.09,-0.01,-0.10,0.14
8.292,0.09,-0.01,-0.12,0.15
8.302,0.08,-0.00,-0.12,0.15
8.312,0.09,0.03,-0.14,0.17
8.322,0.09,0.05,-0.14,0.18
8.332,0.09,0.05,-0.13,0.17
8.341,0.07,0.02,-0.12,0.14
8.352,0.08,0.00,-0.09,0.12
8.361,0.08,-0.01,-0.06,0.10
8.372,0.10,-0.02,-0.01,0.10
8.381,0.12,-0.03,0.01,0.12
8.391,0.11,-0.05,0.03,0.12
8.401,0.12,-0.06,0.05,0.14
8.411,0.14,-0.05,0.05,0.16
8.421,0.16,-0.04,0.04,0.17
8.431,0.19,-0.02,0.02,0.19
8.441,0.19,-0.01,0.02,0.19
8.451,0.17,0.00,0.00,0.17
8.461,0.14,-0.01,0.01,0.14
8.471,0.10,0.00,0.02,0.10
8.481,0.09,0.02,0.00,0.09
8.491,0.07,0.02,-0.00,0.07
8.501,0.06,0.00,-0.03,0.07
8.511,0.06,-0.02,-0.03,0.07
8.521,0.06,-0.03,-0.05,0.08
8.531,0.08,-0.02,-0.06,0.11
8.541,0.09,-0.00,-0.07,0.11
8.551,0.11,0.02,-0.06,0.12
8.561,0.11,0.02,-0.05,0.12
8.571,0.10,0.00,-0.03,0.11
8.581,0.09,0.01,-0.00,0.09
8.591,0.09,0.01,0.02,0.09
8.601,0.07,-0.02,0.05,0.09
8.611,0.06,-0.05,0.09,0.11
8.621,0.07,-0.07,0.09,0.13
8.631,0.07,-0.08,0.08,0.13
8.641,0.08,-0.06,0.08,0.12
8.651,0.08,-0.03,0.05,0.10
8.661,0.13,0.00,0.01,0.13
8.671,0.14,0.02,-0.00,0.14
8.681,0.13,0.02,0.02,0.13
8.691,0.10,0.00,0.01,0.10
8.701,0.06,-0.01,0.02,0.07
8.711,0.04,-0.02,0.03,0.05
8.721,0.02,-0.01,0.02,0.03
8.731,0.02,0.00,0.04,0.04
8.741,0.02,0.00,0.04,0.04
8.751,0.04,-0.00,0.03,0.05
8.761,0.06,0.02,0.01,0.07
8.771,0.09,-0.00,0.01,0.09
8.781,0.13,-0.01,0.00,0.13
8.791,0.15,0.01,0.00,0.15
8.800,0.18,0.02,0.01,0.18
8.811,0.19,0.02,0.01,0.19
8.820,0.17,-0.00,0.02,0.17
8.831,0.14,-0.02,0.03,0.15
8.840,0.10,-0.03,0.02,0.11
8.850,0.07,-0.01,0.02,0.07
8.860,0.05,-0.01,0.01,0.05
8.870,0.05,0.00,-0.01,0.05
8.880,0.02,-0.01,-0.05,0.05
8.890,0.04,-0.02,-0.06,0.08
8.900,0.06,-0.00,-0.09,0.11
8.910,0.11,0.03,-0.12,0.16
8.920,0.15,0.04,-0.12,0.20
8.930,0.17,0.02,-0.13,0.21
8.940,0.16,0.02,-0.13,0.21
8.950,0.16,0.01,-0.14,0.21
8.960,0.16,0.03,-0.12,0.21
8.970,0.15,0.03,-0.10,0.19
8.980,0.14,0.03,-0.09,0.17
8.990,0.10,0.03,-0.08,0.13
9.000,0.07,0.02,-0.06,0.10
9.010,0.05,0.01,-0.04,0.07
9.020,0.03,-0.02,-0.01,0.03
9.030,0.02,-0.04,0.01,0.05
9.040,0.03,-0.02,0.03,0.05
9.050,0.04,0.01,0.03,0.06
9.060,0.08,0.04,0.05,0.11
9.070,0.10,-0.01,0.06,0.12
9.080,0.10,-0.10,0.04,0.14
9.090,0.11,-0.10,0.03,0.15
9.100,0.15,-0.02,0.02,0.15
9.110,0.16,0.03,-0.01,0.17
9.120,0.14,0.04,-0.03,0.15
9.130,0.13,0.02,-0.03,0.14
9.140,0.13,0.01,-0.04,0.13
9.150,0.12,0.01,-0.05,0.12
9.160,0.09,-0.01,-0.04,0.10
9.170,0.06,-0.02,-0.05,0.08
9.180,0.03,-0.04,-0.04,0.06
9.190,0.02,-0.00,-0.03,0.04
9.200,0.04,0.03,-0.02,0.05
9.210,0.06,0.04,-0.01,0.07
9.220,0.07,-0.01,0.01,0.07
9.230,0.07,-0.04,0.03,0.09
9.239,0.10,-0.06,0.05,0.12
9.249,0.09,-0.05,0.04,0.11
9.259,0.09,-0.01,0.05,0.10
9.270,0.09,0.04,0.03,0.11
9.279,0.10,0.02,0.02,0.11
9.289,0.09,-0.01,0.02,0.09
9.299,0.11,-0.01,0.03,0.11
9.309,0.10,0.00,0.03,0.11
9.319,0.10,0.01,0.00,0.10
9.329,0.09,0.01,0.01,0.09
9.339,0.10,0.02,0.03,0.10
9.349,0.09,0.02,0.02,0.09
9.359,0.06,0.02,0.03,0.07
9.369,0.04,0.02,0.03,0.06
9.379,0.03,0.01,0.03,0.04
9.389,0.01,-0.00,0.04,0.04
9.399,0.02,-0.04,0.04,0.06
9.409,0.02,-0.05,0.02,0.06
9.419,0.02,-0.07,-0.00,0.07
9.429,0.04,-0.09,-0.01,0.10
9.439,0.04,-0.07,-0.01,0.08
9.449,0.08,-0.04,-0.02,0.09
9.459,0.08,-0.02,-0.03,0.09
9.469,0.07,-0.05,-0.04,0.09
9.479,0.06,-0.08,-0.07,0.12
9.489,0.06,-0.09,-0.09,0.14
9.499,0.06,-0.04,-0.11,0.14
9.509,0.08,0.01,-0.13,0.15
9.519,0.10,0.06,-0.11,0.16
9.529,0.08,0.11,-0.09,0.16
9.539,0.08,0.11,-0.07,0.15
9.549,0.07,0.08,-0.03,0.11
9.559,0.08,0.04,0.00,0.09
9.569,0.09,0.02,0.04,0.10
9.579,0.12,-0.00,0.08,0.14
9.589,0.18,0.02,0.10,0.21
9.599,0.23,0.03,0.08,0.24
9.609,0.24,0.01,0.08,0.26
9.619,0.23,-0.02,0.10,0.25
9.629,0.23,-0.04,0.12,0.26
9.639,0.18,-0.06,0.14,0.24
9.649,0.14,-0.03,0.14,0.21
9.658,0.09,0.00,0.12,0.15
9.669,0.07,0.03,0.10,0.13
9.679,0.05,0.04,0.05,0.08
9.689,0.05,0.01,0.00,0.05
9.699,0.05,-0.00,-0.04,0.07
9.708,0.07,-0.02,-0.08,0.11
9.718,0.07,-0.04,-0.10,0.13
9.728,0.07,-0.04,-0.10,0.13
9.738,0.10,-0.04,-0.13,0.17
9.748,0.12,-0.03,-0.15,0.20
9.758,0.15,-0.03,-0.17,0.23
9.768,0.15,-0.02,-0.17,0.23
9.778,0.12,-0.03,-0.17,0.21
9.788,0.08,-0.04,-0.16,0.18
9.798,0.07,-0.01,-0.12,0.14
9.808,0.06,0.04,-0.09,0.12
9.818,0.04,0.09,-0.06,0.11
9.828,0.04,0.12,-0.02,0.13
9.838,0.04,0.12,0.02,0.12
9.848,0.03,0.05,0.04,0.07
9.858,0.04,-0.02,0.05,0.07
9.868,0.06,-0.06,0.06,0.10
9.878,0.07,-0.08,0.03,0.11
9.888,0.08,-0.08,0.03,0.12
9.898,0.10,-0.06,-0.01,0.11
9.908,0.11,-0.05,-0.04,0.13
9.918,0.12,-0.02,-0.04,0.13
9.928,0.14,-0.04,-0.05,0.16
9.938,0.15,-0.03,-0.07,0.17
9.948,0.16,-0.01,-0.05,0.17
9.958,0.16,-0.01,-0.04,0.17
9.968,0.15,-0.01,-0.06,0.16
9.978,0.17,-0.01,-0.05,0.17
9.988,0.18,-0.02,-0.07,0.19
9.998,0.18,-0.03,-0.07,0.19
10.008,0.19,-0.04,-0.08,0.21
10.018,0.23,-0.04,-0.09,0.25
10.028,0.25,-0.06,-0.11,0.28
10.038,0.28,-0.13,-0.11,0.33
10.048,0.31,-0.15,-0.09,0.36
10.058,0.33,-0.10,-0.05,0.35
10.068,0.31,-0.01,-0.01,0.31
10.078,0.25,0.08,0.05,0.26
10.088,0.18,0.12,0.06,0.23
10.098,0.11,0.12,0.04,0.17
10.108,0.02,0.09,-0.03,0.10
10.118,-0.03,0.05,-0.08,0.10
10.127,-0.07,0.06,-0.14,0.17
10.137,-0.10,0.05,-0.15,0.19
10.148,-0.09,0.05,-0.15,0.18
10.157,-0.08,0.08,-0.10,0.15
10.167,-0.08,0.11,-0.03,0.14
10.177,-0.09,0.14,0.06,0.17
10.187,-0.11,0.14,0.13,0.22
10.197,-0.14,0.09,0.21,0.27
10.207,-0.17,0.04,0.28,0.33
10.217,-0.20,-0.01,0.32,0.38
10.227,-0.20,-0.05,0.35,0.40
10.237,-0.20,-0.06,0.36,0.41
10.247,-0.15,-0.05,0.33,0.37
10.257,-0.09,-0.04,0.30,0.31
10.267,-0.05,-0.06,0.23,0.24
10.277,0.00,-0.04,0.16,0.16
10.287,0.02,-0.02,0.10,0.11
10.297,0.02,0.04,0.06,0.08
10.307,0.01,0.08,0.00,0.08
10.317,-0.02,0.08,-0.02,0.09
10.327,-0.06,0.07,-0.07,0.12
10.337,-0.08,0.06,-0.11,0.14
10.347,-0.08,0.06,-0.15,0.18
10.357,-0.05,0.06,-0.16,0.18
10.367,-0.02,0.05,-0.20,0.20
10.377,0.01,0.04,-0.20,0.21
10.387,0.04,0.03,-0.20,0.21
10.397,0.07,0.02,-0.20,0.21
10.407,0.09,0.03,-0.18,0.20
10.417,0.13,0.02,-0.14,0.19
10.427,0.13,0.03,-0.09,0.17
10.437,0.12,0.03,-0.02,0.13
10.447,0.11,0.02,0.03,0.12
10.457,0.10,-0.00,0.08,0.12
10.467,0.06,-0.03,0.12,0.14
10.477,0.02,-0.03,0.13,0.13
10.487,-0.00,-0.04,0.10,0.11
10.497,-0.02,-0.04,0.08,0.09
10.507,-0.02,-0.00,0.03,0.04
10.517,-0.01,0.01,0.00,0.02
10.527,-0.01,-0.02,-0.04,0.05
10.537,0.02,-0.06,-0.06,0.09
10.547,0.06,-0.11,-0.07,0.15
10.557,0.08,-0.19,-0.10,0.22
10.567,0.09,-0.23,-0.12,0.27
10.576,0.14,-0.19,-0.11,0.26
10.587,0.19,-0.10,-0.09,0.23
10.596,0.27,-0.00,-0.08,0.28
10.606,0.33,0.08,-0.08,0.35
10.616,0.35,0.02,-0.07,0.36
10.626,0.35,-0.08,-0.07,0.37
10.636,0.36,-0.13,-0.07,0.40
10.646,0.38,-0.16,-0.07,0.41
10.656,0.35,-0.12,-0.07,0.37
10.666,0.30,-0.03,-0.07,0.30
10.676,0.24,0.06,-0.05,0.25
10.686,0.18,0.14,-0.05,0.23
10.696,0.12,0.20,-0.03,0.23
10.706,0.05,0.25,-0.01,0.26
10.716,-0.03,0.26,0.01,0.26
10.726,-0.13,0.23,0.03,0.27
10.736,-0.23,0.18,0.03,0.29
10.746,-0.27,0.12,0.06,0.31
10.756,-0.28,0.06,0.08,0.30
10.766,-0.25,-0.02,0.10,0.27
10.776,-0.16,-0.08,0.14,0.23
10.786,-0.19,-0.08,0.18,0.27
10.796,-0.19,-0.05,0.22,0.29
10.806,-0.15,0.02,0.25,0.30
10.816,-0.11,0.04,0.26,0.29
10.826,-0.06,0.04,0.24,0.25
10.836,-0.03,0.01,0.25,0.25
10.846,-0.01,-0.01,0.24,0.25
10.856,0.07,-0.07,0.20,0.22
10.866,0.12,-0.09,0.13,0.20
10.876,0.19,-0.11,0.06,0.23
10.886,0.26,-0.13,-0.02,0.29
10.896,0.31,-0.10,-0.09,0.34
10.906,0.38,-0.07,-0.17,0.43
10.916,0.43,-0.04,-0.23,0.49
10.926,0.47,0.02,-0.29,0.55
10.936,0.51,0.06,-0.33,0.61
10.946,0.50,0.06,-0.35,0.62
10.956,0.48,0.04,-0.35,0.60
10.966,0.40,-0.01,-0.35,0.53
10.976,0.30,-0.04,-0.32,0.44
10.986,0.21,-0.04,-0.30,0.37
10.996,0.12,-0.06,-0.27,0.30
11.006,0.04,-0.03,-0.21,0.21
11.016,-0.03,0.00,-0.17,0.17
11.026,-0.07,0.03,-0.11,0.13
11.035,-0.10,0.04,-0.08,0.13
11.046,-0.09,0.03,-0.03,0.10
11.055,-0.10,0.02,0.01,0.10
11.065,-0.07,-0.02,0.09,0.12
11.075,-0.09,-0.04,0.15,0.18
11.085,-0.08,-0.05,0.19,0.21
11.095,-0.07,-0.07,0.22,0.24
11.105,-0.06,-0.06,0.22,0.24
11.115,-0.05,-0.04,0.21,0.21
11.125,-0.05,-0.01,0.16,0.16
11.135,-0.04,0.00,0.11,0.12
11.145,-0.04,0.02,0.07,0.09
11.155,-0.06,0.03,0.05,0.09
11.165,-0.09,0.06,0.03,0.11
11.175,-0.12,0.07,0.01,0.14
11.185,-0.17,0.06,0.02,0.18
11.195,-0.18,0.07,0.02,0.20
11.205,-0.23,0.07,0.01,0.24
11.215,-0.24,0.06,-0.00,0.24
11.225,-0.23,0.07,-0.03,0.24
11.235,-0.19,0.08,-0.03,0.21
11.245,-0.14,0.08,-0.01,0.16
11.255,-0.09,0.07,-0.02,0.11
11.265,-0.03,0.06,-0.02,0.07
11.275,0.06,0.02,-0.02,0.06
11.285,0.13,-0.01,-0.02,0.13
11.295,0.20,-0.05,-0.01,0.21
11.305,0.29,-0.06,-0.01,0.30
11.315,0.37,-0.08,-0.01,0.38
11.325,0.46,-0.11,0.00,0.47
11.335,0.55,-0.13,0.00,0.56
11.345,0.63,-0.18,-0.03,0.66
11.355,0.72,-0.22,-0.03,0.76
11.365,0.86,-0.25,-0.04,0.89
11.375,0.99,-0.22,-0.01,1.02
11.385,1.12,-0.17,0.03,1.13
11.395,1.20,-0.12,0.08,1.20
11.405,1.15,-0.09,0.15,1.16
11.415,0.99,-0.11,0.17,1.01
11.425,0.75,-0.14,0.15,0.77
11.435,0.47,-0.17,0.12,0.51
11.445,0.25,-0.12,0.06,0.29
11.455,0.16,-0.04,-0.01,0.16
11.465,0.12,0.00,-0.11,0.16
11.474,0.06,0.06,-0.22,0.24
11.485,-0.05,0.06,-0.27,0.29
11.495,-0.14,0.07,-0.30,0.34
11.504,-0.23,0.04,-0.34,0.41
11.514,-0.28,0.03,-0.35,0.45
11.524,-0.31,0.05,-0.37,0.48
11.534,-0.32,0.05,-0.35,0.48
11.544,-0.34,0.08,-0.34,0.48
11.554,-0.41,0.15,-0.28,0.52
11.564,-0.41,0.17,-0.23,0.50
11.574,-0.38,0.14,-0.17,0.44
11.584,-0.35,0.01,-0.10,0.37
11.594,-0.30,-0.03,0.00,0.30
11.604,-0.19,-0.03,0.09,0.21
11.614,-0.02,-0.02,0.19,0.19
11.624,0.15,0.00,0.28,0.32
11.634,0.28,0.01,0.30,0.41
11.644,0.38,0.00,0.30,0.48
11.654,0.43,-0.05,0.27,0.51
11.664,0.43,-0.03,0.23,0.49
11.674,0.27,0.05,0.12,0.31
11.684,-0.01,0.12,0.05,0.13
11.694,-0.25,0.14,-0.04,0.29
11.704,-0.36,0.13,-0.15,0.41
11.714,-0.26,0.12,-0.24,0.37
11.724,-0.13,0.14,-0.27,0.33
11.734,-0.09,0.17,-0.28,0.34
11.744,-0.19,0.19,-0.18,0.32
11.754,-0.20,0.17,-0.09,0.28
11.764,-0.16,0.15,0.02,0.22
11.774,-0.14,0.13,0.06,0.20
11.784,-0.11,0.17,0.04,0.20
11.794,-0.02,0.17,-0.02,0.17
11.804,0.11,0.14,-0.07,0.19
11.814,0.23,0.07,-0.04,0.24
11.824,0.32,0.02,0.07,0.32
11.834,0.33,-0.01,0.27,0.42
11.844,0.33,-0.02,0.52,0.62
11.854,0.31,-0.01,0.72,0.78
11.864,0.34,-0.03,0.82,0.89
11.874,0.38,-0.04,0.73,0.82
11.884,0.46,-0.07,0.51,0.69
11.893,0.58,-0.06,0.30,0.66
11.904,0.66,0.04,0.10,0.67
11.914,0.77,0.07,-0.05,0.77
11.924,0.81,0.01,-0.14,0.83
11.933,0.75,-0.09,-0.18,0.77
11.944,0.68,-0.10,-0.13,0.70
11.953,0.85,-0.08,-0.13,0.86
11.964,1.14,-0.10,-0.18,1.15
11.973,1.24,-0.15,-0.23,1.27
11.983,1.05,-0.27,-0.22,1.10
11.993,0.73,-0.30,-0.23,0.82
12.003,0.26,-0.27,-0.13,0.40
12.013,-0.26,-0.28,-0.00,0.38
12.023,-0.72,-0.23,0.13,0.77
12.033,-1.05,-0.15,0.32,1.11
12.043,-1.26,-0.11,0.48,1.35
12.053,-1.41,0.02,0.61,1.54
12.063,-1.46,0.21,0.71,1.64
12.073,-1.52,0.47,0.73,1.76
12.083,-1.70,0.46,0.71,1.91
12.093,-1.58,0.42,0.66,1.76
12.103,-1.01,0.37,0.61,1.24
12.113,-0.46,0.21,0.52,0.72
12.123,-0.07,0.09,0.41,0.42
12.133,0.13,0.04,0.27,0.30
12.143,0.16,0.02,0.10,0.20
12.153,0.22,0.02,0.01,0.22
12.163,0.31,0.02,-0.03,0.31
12.173,0.44,0.02,-0.08,0.45
12.183,0.55,0.03,-0.16,0.57
12.193,0.62,0.01,-0.18,0.65
12.203,0.66,-0.03,-0.16,0.68
12.213,0.65,-0.07,-0.14,0.67
12.223,0.61,-0.13,-0.08,0.63
12.233,0.52,-0.15,0.03,0.54
12.243,0.44,-0.09,0.12,0.47
12.253,0.39,-0.03,0.21,0.44
12.263,0.37,-0.04,0.26,0.46
12.273,0.34,-0.04,0.32,0.47
12.283,0.14,-0.08,0.42,0.45
12.293,-0.03,-0.16,0.46,0.49
12.303,-0.01,-0.24,0.47,0.52
12.313,0.05,-0.28,0.44,0.52
12.323,0.04,-0.33,0.37,0.50
12.333,-0.06,-0.33,0.29,0.44
12.343,-0.20,-0.20,0.25,0.38
12.353,-0.21,-0.02,0.32,0.38
12.363,-0.10,0.15,0.41,0.44
12.372,0.03,0.21,0.52,0.57
12.383,0.04,0.20,0.62,0.65
12.392,0.07,0.01,0.65,0.65
12.402,0.07,-0.02,0.67,0.67
12.412,0.09,-0.07,0.66,0.67
12.422,0.19,-0.16,0.65,0.70
12.433,0.30,-0.13,0.64,0.72
12.442,0.31,-0.02,0.62,0.70
12.452,0.26,0.05,0.60,0.66
12.462,0.17,0.09,0.54,0.58
12.472,0.04,0.13,0.47,0.49
12.482,-0.11,0.12,0.41,0.44
12.492,-0.15,0.16,0.38,0.44
12.502,-0.17,0.19,0.35,0.43
12.512,-0.17,0.20,0.31,0.41
12.522,-0.19,0.19,0.23,0.35
12.532,-0.23,0.17,0.14,0.32
12.542,-0.33,0.16,0.03,0.37
12.552,-0.37,0.15,-0.05,0.40
12.562,-0.42,0.16,-0.14,0.48
12.572,-0.47,0.17,-0.22,0.55
12.582,-0.47,0.17,-0.30,0.58
12.592,-0.47,0.20,-0.40,0.65
12.602,-0.43,0.23,-0.48,0.68
12.612,-0.40,0.26,-0.58,0.75
12.622,-0.35,0.26,-0.58,0.72
12.632,-0.30,0.20,-0.52,0.64
12.642,-0.29,0.13,-0.45,0.55
12.652,-0.29,0.07,-0.37,0.47
12.662,-0.31,0.10,-0.32,0.46
12.672,-0.39,0.12,-0.25,0.48
12.682,-0.46,0.14,-0.23,0.53
12.692,-0.54,0.15,-0.21,0.60
12.702,-0.60,0.15,-0.19,0.64
12.712,-0.63,0.19,-0.16,0.68
12.722,-0.70,0.24,-0.13,0.76
12.732,-0.77,0.26,-0.12,0.82
12.742,-0.84,0.27,-0.10,0.89
12.752,-0.89,0.26,-0.10,0.94
12.762,-0.98,0.22,-0.08,1.01
12.772,-1.03,0.16,-0.08,1.04
12.782,-1.03,0.08,-0.06,1.04
12.791,-1.02,-0.04,-0.08,1.03
12.802,-1.01,-0.14,-0.06,1.03
12.811,-0.94,-0.23,-0.04,0.97
12.822,-0.91,-0.30,0.01,0.95
12.832,-0.86,-0.34,0.10,0.92
12.841,-0.56,-0.29,0.22,0.67
12.851,-0.17,-0.24,0.36,0.47
12.861,0.15,-0.25,0.49,0.57
12.871,0.36,-0.37,0.60,0.79
12.881,0.49,-0.59,0.68,1.02
12.891,0.67,-0.79,0.73,1.27
12.901,0.87,-0.89,0.77,1.47
12.911,1.13,-0.83,0.79,1.61
12.921,1.42,-0.58,0.82,1.74
12.931,1.60,-0.16,0.88,1.84
12.941,1.75,0.31,0.96,2.02
12.951,1.64,0.76,1.03,2.08
12.961,1.24,1.04,1.06,1.93
12.971,0.65,1.05,1.11,1.66
12.981,-0.07,0.88,1.13,1.44
12.991,-0.84,0.61,1.12,1.53
13.001,-1.49,0.32,1.06,1.86
13.011,-1.98,0.12,0.97,2.21
13.021,-2.34,-0.01,0.89,2.50
13.031,-2.65,-0.08,0.79,2.77
