time,wx,wy,wz
7.995,-0.00,0.00,-0.00
8.005,0.00,0.00,-0.00
8.015,0.00,0.00,-0.00
8.025,0.01,0.00,-0.00
8.035,0.00,0.00,-0.00
8.045,0.01,0.00,-0.00
8.055,0.01,0.00,-0.00
8.065,0.00,0.00,-0.01
8.075,-0.00,0.00,-0.00
8.085,-0.00,0.00,-0.00
8.095,-0.00,0.00,-0.00
8.105,-0.01,0.00,-0.01
8.115,-0.01,0.00,-0.00
8.125,-0.01,0.00,-0.01
8.135,-0.01,0.00,-0.00
8.145,-0.01,0.00,-0.00
8.155,-0.01,0.00,-0.00
8.165,-0.01,0.00,-0.00
8.175,-0.01,0.00,-0.00
8.185,-0.01,0.00,-0.00
8.194,-0.01,0.00,-0.00
8.205,-0.01,0.00,-0.00
8.215,-0.01,0.00,-0.00
8.225,-0.01,0.00,-0.01
8.234,-0.01,0.00,-0.00
8.245,-0.01,-0.00,-0.00
8.254,-0.01,0.00,-0.00
8.265,-0.00,0.00,-0.00
8.274,-0.00,0.00,-0.00
8.284,0.00,0.00,-0.00
8.294,0.01,0.00,-0.00
8.304,0.01,0.00,-0.00
8.317,0.01,0.00,-0.00
8.327,0.00,0.00,-0.01
8.337,-0.00,0.00,-0.01
8.347,-0.00,0.00,-0.01
8.357,-0.00,0.01,-0.01
8.367,-0.00,0.01,-0.01
8.377,-0.00,-0.00,-0.00
8.387,0.00,-0.00,-0.01
8.397,0.00,-0.00,-0.00
8.407,-0.00,0.00,-0.00
8.417,-0.00,0.00,-0.00
8.427,-0.01,0.00,-0.00
8.437,-0.02,-0.00,0.00
8.447,-0.02,-0.00,0.00
8.457,-0.02,-0.00,0.00
8.467,-0.02,0.00,0.00
8.477,-0.02,0.00,0.00
8.487,-0.02,0.00,0.00
8.497,-0.01,0.01,-0.00
8.507,-0.01,0.01,-0.00
8.516,0.00,0.01,-0.00
8.527,0.01,0.01,-0.00
8.536,0.01,0.01,-0.00
8.546,0.02,0.01,-0.00
8.556,0.02,0.00,-0.00
8.566,0.02,-0.00,-0.01
8.576,0.02,-0.00,-0.01
8.586,0.02,-0.00,-0.00
8.596,0.02,-0.00,-0.00
8.606,0.02,-0.00,-0.00
8.616,0.01,0.00,-0.00
8.626,0.00,0.00,-0.00
8.636,0.00,0.00,0.00
8.646,-0.00,0.01,-0.00
8.656,-0.01,0.00,-0.00
8.666,-0.01,0.00,-0.00
8.676,-0.01,0.00,-0.00
8.686,-0.01,0.00,-0.00
8.696,-0.01,0.01,-0.00
8.706,0.00,0.01,-0.00
8.716,0.00,0.00,-0.00
8.726,0.00,0.00,-0.00
8.736,0.00,0.00,-0.00
8.746,0.01,0.00,-0.00
8.756,0.01,0.00,-0.00
8.766,0.02,0.00,-0.00
8.776,0.01,0.00,-0.00
8.786,0.01,0.00,-0.00
8.796,0.01,0.00,-0.01
8.806,0.01,-0.00,-0.01
8.816,0.01,-0.00,-0.01
8.826,0.00,-0.00,-0.01
8.836,0.00,0.00,-0.01
8.846,-0.00,0.00,-0.01
8.856,0.00,0.00,-0.01
8.866,-0.00,-0.00,-0.01
8.876,-0.00,0.00,-0.01
8.886,-0.01,0.01,-0.01
8.896,-0.01,0.00,-0.01
8.906,-0.01,0.00,-0.00
8.916,-0.01,0.00,-0.00
8.926,-0.01,0.00,-0.00
8.936,-0.01,0.00,-0.00
8.946,-0.00,0.00,-0.00
8.956,-0.00,0.00,-0.00
8.966,0.00,0.00,-0.00
8.976,0.01,0.00,-0.00
8.986,0.01,0.00,-0.00
8.996,0.00,0.00,-0.00
9.006,0.00,0.01,-0.00
9.015,0.00,0.00,-0.00
9.026,0.01,0.00,-0.00
9.035,0.01,0.00,-0.00
9.046,0.00,0.00,-0.00
9.055,0.00,-0.00,-0.00
9.065,-0.00,0.00,-0.00
9.075,0.00,0.00,-0.00
9.085,0.00,0.00,0.00
9.095,-0.00,0.00,-0.00
9.105,-0.01,0.00,0.00
9.115,-0.01,0.00,-0.00
9.125,-0.01,0.00,0.00
9.135,-0.01,0.00,-0.00
9.145,-0.01,0.01,-0.00
9.155,-0.01,0.01,-0.00
9.165,-0.01,0.00,-0.00
9.175,-0.01,0.00,-0.00
9.185,-0.01,0.00,-0.00
9.195,-0.00,0.00,-0.00
9.205,-0.00,0.00,-0.00
9.215,-0.00,0.00,-0.01
9.225,0.00,0.00,-0.00
9.235,0.00,0.00,-0.00
9.245,0.01,0.00,-0.00
9.255,0.01,0.00,-0.00
9.265,0.00,0.00,0.00
9.275,-0.00,0.00,-0.00
9.285,-0.00,0.00,-0.00
9.295,0.00,0.00,-0.00
9.305,0.00,0.01,-0.00
9.315,0.00,0.01,-0.01
9.325,0.00,0.00,-0.01
9.335,0.00,0.00,-0.01
9.345,0.00,0.00,-0.00
9.355,-0.00,0.00,-0.00
9.365,-0.00,0.00,-0.00
9.375,-0.01,0.00,0.00
9.385,-0.02,0.00,0.00
9.395,-0.02,0.00,0.00
9.405,-0.02,0.00,0.01
9.415,-0.01,0.00,0.00
9.425,-0.01,0.00,0.00
9.435,-0.01,0.01,-0.00
9.445,-0.00,0.01,-0.00
9.455,0.00,0.01,-0.00
9.465,0.00,0.01,-0.00
9.475,0.01,0.00,-0.00
9.485,0.01,0.00,-0.00
9.495,0.01,0.00,-0.00
9.505,0.01,0.00,-0.00
9.515,0.01,-0.00,-0.00
9.525,0.01,-0.00,-0.00
9.534,0.00,-0.00,-0.00
9.544,0.00,0.00,-0.00
9.554,-0.00,-0.00,-0.00
9.564,-0.01,0.00,-0.00
9.574,-0.01,0.00,0.00
9.584,-0.02,0.00,0.00
9.594,-0.02,0.01,0.00
9.604,-0.02,0.01,-0.00
9.614,-0.02,0.01,0.00
9.624,-0.02,0.01,-0.00
9.634,-0.01,0.01,0.00
9.644,-0.00,0.01,-0.00
9.654,0.00,0.00,-0.00
9.664,0.00,0.00,-0.00
9.674,0.00,0.00,-0.00
9.684,0.01,0.00,-0.00
9.694,0.01,0.00,-0.00
9.704,0.01,0.00,-0.00
9.714,0.01,0.00,0.00
9.724,0.01,0.00,-0.00
9.734,0.00,0.00,-0.00
9.744,0.00,0.00,-0.00
9.754,0.00,0.00,-0.01
9.764,-0.00,0.00,-0.01
9.774,-0.00,0.00,-0.01
9.784,-0.01,0.00,-0.01
9.794,-0.00,0.00,-0.01
9.804,-0.01,0.01,-0.01
9.814,-0.01,0.00,-0.01
9.824,-0.01,0.00,-0.00
9.834,-0.01,0.00,-0.00
9.844,-0.01,0.00,-0.00
9.854,-0.01,0.00,-0.00
9.864,-0.01,0.00,-0.00
9.874,-0.00,0.00,-0.00
9.884,0.00,0.00,-0.00
9.894,0.00,0.00,-0.00
9.904,0.00,0.00,0.00
9.914,0.00,0.00,-0.00
9.924,0.00,0.01,-0.00
9.934,0.00,0.00,-0.00
9.944,0.00,0.00,-0.00
9.954,0.00,0.00,-0.00
9.964,0.00,0.00,-0.00
9.974,-0.00,0.00,-0.00
9.984,-0.00,0.00,-0.00
9.994,-0.00,0.00,-0.00
10.004,-0.00,0.00,-0.00
10.014,-0.00,0.00,-0.00
10.023,-0.00,0.00,-0.00
10.033,-0.00,0.00,-0.00
10.043,-0.00,0.00,-0.00
10.053,0.00,0.00,-0.00
10.063,0.00,0.00,-0.00
10.073,0.00,0.00,-0.00
10.083,0.00,0.00,-0.00
10.093,0.01,0.00,-0.00
10.103,0.00,0.00,-0.00
10.113,0.00,0.00,-0.00
10.123,0.00,0.00,-0.01
10.133,0.00,0.00,-0.01
10.143,-0.00,0.00,-0.00
10.153,-0.00,0.00,-0.00
10.163,-0.00,0.00,-0.01
10.173,-0.00,-0.00,-0.00
10.183,-0.00,0.00,-0.00
10.193,-0.01,0.00,-0.00
10.203,-0.01,0.00,0.00
10.213,-0.01,0.01,0.00
10.223,-0.01,0.00,0.00
10.233,-0.01,0.00,0.01
10.243,-0.01,0.00,0.00
10.253,-0.01,0.00,0.00
10.263,-0.01,0.01,-0.00
10.273,-0.01,0.01,-0.00
10.283,-0.00,0.01,-0.00
10.293,-0.00,0.01,-0.01
10.303,0.00,0.01,-0.00
10.313,0.00,0.00,-0.00
10.323,0.01,0.00,-0.00
10.333,0.01,0.00,-0.00
10.343,0.01,-0.00,-0.00
10.353,0.01,-0.00,-0.00
10.363,0.01,-0.00,-0.00
10.373,0.01,-0.00,-0.00
10.383,0.00,-0.00,0.00
10.393,-0.00,-0.00,0.00
10.403,-0.01,0.00,0.00
10.413,-0.01,0.00,0.00
10.423,-0.01,0.01,-0.00
10.433,-0.02,0.01,-0.00
10.443,-0.02,0.01,-0.00
10.453,-0.02,0.01,-0.00
10.463,-0.01,0.01,-0.00
10.473,-0.00,0.01,-0.00
10.483,0.00,0.00,-0.00
10.493,-0.00,0.00,-0.00
10.503,0.00,0.00,-0.00
10.513,0.01,0.00,0.00
10.523,0.01,0.00,0.00
10.532,0.01,0.01,0.00
10.542,0.01,0.00,-0.00
10.552,0.01,0.00,-0.00
10.562,0.00,0.00,-0.00
10.572,0.00,0.00,-0.00
10.582,0.00,0.00,-0.01
10.592,0.00,0.00,-0.01
10.602,0.00,0.00,-0.01
10.612,-0.00,0.00,-0.01
10.622,-0.00,0.01,-0.01
10.632,-0.01,0.01,-0.01
10.642,-0.01,0.01,-0.01
10.652,-0.01,0.01,-0.00
10.662,-0.01,0.01,-0.00
10.672,-0.02,0.00,-0.00
10.682,-0.02,0.00,-0.00
10.692,-0.02,0.00,-0.00
10.702,-0.01,0.00,-0.00
10.712,-0.01,0.00,-0.00
10.722,-0.01,0.00,-0.00
10.732,-0.00,0.00,-0.00
10.742,-0.00,0.00,-0.00
10.752,-0.00,0.00,-0.00
10.762,-0.00,0.00,-0.00
10.772,-0.00,0.00,-0.00
10.782,0.00,0.00,-0.00
10.792,0.00,0.00,-0.00
10.802,0.01,0.00,-0.00
10.812,0.01,0.00,-0.00
10.822,0.01,0.00,-0.00
10.832,0.01,0.00,-0.00
10.842,0.01,0.00,-0.00
10.852,0.00,0.00,-0.00
10.862,0.00,0.00,-0.00
10.872,0.00,0.00,-0.00
10.882,0.00,0.00,-0.01
10.892,0.00,0.00,-0.00
10.902,-0.00,0.00,-0.00
10.912,-0.00,0.00,-0.00
10.922,-0.00,0.00,-0.00
10.932,-0.00,0.00,-0.00
10.942,-0.00,0.00,-0.00
10.952,-0.00,0.00,-0.00
10.962,-0.00,0.00,-0.00
10.972,-0.01,0.00,-0.00
10.982,-0.01,0.00,-0.00
10.992,-0.01,0.00,-0.01
11.001,-0.00,0.00,-0.01
11.012,-0.01,0.00,-0.00
11.021,-0.01,0.00,-0.00
11.031,-0.00,-0.00,-0.00
11.041,-0.00,0.00,-0.00
11.051,-0.00,0.00,-0.00
11.061,-0.00,0.01,-0.00
11.071,-0.00,0.00,0.00
11.081,-0.01,0.00,0.00
11.091,-0.01,0.00,0.00
11.101,-0.01,0.00,0.00
11.111,-0.01,0.00,0.00
11.121,-0.01,0.00,-0.00
11.131,-0.01,0.01,-0.00
11.141,-0.00,0.01,-0.00
11.151,0.00,0.01,-0.00
11.161,0.01,0.01,-0.00
11.171,0.01,0.01,-0.00
11.181,0.01,0.01,-0.00
11.191,0.01,0.01,-0.00
11.201,0.01,0.00,-0.00
11.211,0.01,0.00,-0.00
11.221,0.01,-0.00,-0.00
11.231,0.00,-0.00,-0.00
11.241,-0.01,-0.00,-0.00
11.251,-0.01,-0.00,-0.00
11.261,-0.01,0.00,-0.00
11.271,-0.01,0.00,-0.00
11.281,-0.02,0.00,0.00
11.291,-0.02,0.01,-0.00
11.301,-0.02,0.01,-0.00
11.311,-0.02,0.01,-0.00
11.321,-0.02,0.01,-0.00
11.331,-0.01,0.01,-0.00
11.341,0.00,0.01,-0.00
11.351,0.01,0.00,-0.00
11.361,0.01,0.00,-0.01
11.371,0.01,0.00,-0.01
11.381,0.02,0.00,-0.01
11.391,0.02,0.00,-0.01
11.401,0.02,0.00,-0.01
11.411,0.02,0.00,-0.01
11.421,0.01,0.00,-0.01
11.431,0.00,-0.00,-0.01
11.441,-0.00,-0.00,-0.01
11.451,-0.00,0.00,-0.01
11.461,-0.01,0.00,-0.01
11.471,-0.01,0.00,-0.01
11.481,-0.01,0.00,-0.01
11.491,-0.01,0.01,-0.01
11.500,-0.01,0.01,-0.01
11.510,-0.01,0.00,-0.01
11.521,-0.01,0.01,-0.00
11.530,-0.01,0.00,-0.00
11.540,-0.01,0.00,-0.00
11.550,-0.01,0.00,-0.00
11.560,-0.00,-0.00,-0.01
11.570,-0.00,-0.00,-0.00
11.580,0.00,0.00,-0.01
11.590,0.01,0.00,-0.01
11.600,0.01,0.00,-0.00
11.610,0.01,0.00,-0.01
11.620,0.01,0.01,-0.01
11.630,0.01,0.00,-0.01
11.640,0.01,0.01,-0.01
11.650,0.01,0.00,-0.00
11.660,0.00,0.00,-0.00
11.670,0.00,0.00,-0.00
11.680,0.00,0.00,-0.01
11.690,0.00,0.00,-0.00
11.700,0.00,0.00,-0.00
11.710,0.00,0.00,-0.00
11.720,0.00,0.00,-0.00
11.730,0.00,0.00,-0.00
11.740,0.00,0.00,-0.00
11.750,0.00,0.00,-0.00
11.760,0.00,0.00,-0.01
11.770,-0.00,0.01,-0.01
11.780,-0.00,0.00,-0.01
11.790,-0.00,0.00,-0.01
11.800,-0.00,0.00,-0.01
11.810,-0.00,0.00,-0.01
11.820,-0.01,0.00,-0.00
11.830,-0.01,0.00,-0.01
11.840,-0.01,0.00,-0.01
11.850,-0.01,0.00,-0.01
11.860,-0.00,0.00,-0.00
11.870,-0.01,0.00,-0.01
11.880,-0.01,0.01,-0.01
11.890,-0.00,0.00,-0.01
11.900,-0.00,0.00,-0.01
11.910,-0.00,0.00,-0.00
11.920,-0.00,0.00,-0.01
11.930,0.00,0.00,-0.00
11.940,0.00,0.00,-0.00
11.950,0.01,0.00,-0.01
11.960,0.01,0.00,-0.01
11.970,0.01,0.00,-0.01
11.980,0.00,0.00,-0.00
11.989,0.00,0.00,-0.01
11.999,0.00,-0.00,-0.01
12.009,0.00,-0.00,-0.01
12.019,0.00,0.00,-0.01
12.029,0.00,0.00,-0.01
12.039,0.00,0.00,-0.01
12.049,0.00,0.00,-0.00
12.059,-0.00,0.00,-0.00
12.069,0.00,0.00,-0.01
12.079,0.01,0.01,-0.01
12.089,0.02,0.01,-0.00
12.099,0.02,0.00,-0.00
12.109,0.01,0.00,-0.00
12.119,-0.00,0.00,-0.01
12.129,-0.00,0.00,-0.01
12.139,0.00,0.00,-0.01
12.149,0.01,0.01,-0.01
12.159,0.00,0.00,-0.01
12.169,0.00,-0.00,-0.00
12.179,-0.00,-0.00,-0.00
12.189,-0.01,0.00,0.00
12.199,-0.01,0.00,0.00
12.209,-0.01,0.00,0.00
12.219,-0.01,0.00,0.00
12.229,-0.02,0.00,0.00
12.239,-0.02,0.00,0.01
12.249,-0.02,0.00,0.00
12.259,-0.01,0.01,0.00
12.269,-0.01,0.01,0.00
12.279,-0.00,0.01,0.00
12.289,-0.00,0.01,0.00
12.299,0.00,0.01,0.00
12.309,0.01,0.01,-0.00
12.324,0.01,0.00,-0.00
12.334,0.01,0.00,-0.00
12.344,0.01,-0.00,-0.00
12.354,0.01,-0.00,-0.00
12.364,0.01,-0.01,-0.00
12.374,0.00,-0.01,-0.00
12.384,-0.00,-0.00,-0.00
12.394,-0.01,-0.00,-0.00
12.404,-0.01,0.00,-0.00
12.414,-0.02,0.00,0.00
12.424,-0.02,0.00,0.00
12.434,-0.02,0.01,0.00
12.444,-0.02,0.01,0.00
12.453,-0.02,0.01,0.00
12.463,-0.01,0.01,0.00
12.473,-0.00,0.01,-0.00
12.483,-0.00,0.00,-0.00
12.493,0.00,0.00,-0.00
12.503,0.01,0.00,-0.00
12.513,0.01,0.00,-0.00
12.523,0.02,0.00,-0.00
12.533,0.01,0.00,-0.00
12.543,0.01,0.00,-0.00
12.553,0.01,-0.00,-0.00
12.563,0.01,-0.00,-0.01
12.573,0.01,-0.00,-0.01
12.583,0.01,0.00,-0.01
12.593,0.00,0.00,-0.00
12.603,0.00,0.00,-0.01
12.613,0.00,0.00,-0.01
12.623,-0.00,0.00,-0.01
12.633,-0.00,0.01,-0.00
12.643,-0.00,0.00,-0.00
12.653,-0.01,0.00,-0.00
12.663,-0.01,0.00,-0.00
12.673,-0.01,-0.00,-0.00
12.683,-0.01,-0.00,-0.00
12.693,-0.01,0.00,-0.00
12.703,-0.01,-0.00,0.00
12.713,-0.01,0.00,0.00
12.723,-0.00,0.00,-0.00
12.733,0.00,0.00,0.00
12.743,0.01,0.00,0.00
12.753,0.02,0.00,0.00
12.763,0.02,0.00,-0.00
12.773,0.02,0.00,0.00
12.783,0.01,0.00,0.00
12.793,0.01,0.00,0.00
12.803,0.00,0.00,-0.00
12.813,-0.00,-0.00,0.00
12.823,-0.01,0.00,0.00
12.833,-0.01,-0.00,0.00
12.843,-0.01,0.00,0.00
12.853,-0.01,0.00,0.00
12.863,-0.01,0.00,0.00
12.873,-0.01,0.00,-0.00
12.883,-0.01,0.00,-0.00
12.893,-0.00,0.01,0.00
12.903,-0.00,0.00,0.00
12.913,-0.00,0.00,0.00
12.923,-0.00,0.00,-0.00
12.932,-0.00,0.00,-0.00
12.943,0.00,0.00,-0.00
12.952,0.00,0.00,-0.00
12.963,0.00,0.00,0.00
12.972,0.00,0.00,-0.00
12.982,0.00,0.00,-0.00
12.992,0.00,0.00,-0.00
13.002,0.00,0.00,-0.00
13.013,-0.00,0.00,-0.00
13.022,-0.00,0.00,0.00
13.032,-0.00,0.00,0.00
13.042,-0.01,0.00,-0.00
13.052,-0.01,0.00,-0.00
13.062,-0.00,0.00,-0.00
13.072,-0.00,0.00,-0.00
13.082,-0.01,0.00,-0.00
13.092,-0.01,0.00,-0.00
13.102,-0.01,0.00,-0.00
13.112,-0.01,0.00,-0.00
13.122,-0.01,0.00,0.00
13.132,-0.00,0.00,0.00
13.142,0.00,0.00,-0.00
13.152,-0.00,0.00,-0.00
13.162,-0.00,0.00,-0.00
13.172,0.00,0.00,-0.01
13.182,0.00,0.00,-0.01
13.192,0.00,0.00,-0.00
13.202,0.00,0.00,-0.01
13.212,0.00,-0.00,-0.01
13.222,0.00,-0.00,-0.00
13.232,0.00,0.00,-0.00
13.242,-0.00,0.00,0.00
13.252,-0.00,0.01,0.01
13.262,-0.01,0.01,0.01
13.272,-0.01,0.00,0.01
13.282,-0.01,0.00,0.01
13.292,-0.01,0.00,0.00
13.302,-0.01,0.00,0.00
13.312,-0.01,0.00,0.00
13.322,-0.01,0.00,-0.00
13.332,-0.01,0.00,-0.00
13.342,-0.01,0.00,-0.00
13.352,-0.01,0.00,-0.00
13.362,-0.01,0.00,0.00
13.372,-0.01,0.00,-0.00
13.382,-0.00,0.00,0.00
13.392,0.01,0.00,-0.00
13.402,0.01,-0.00,-0.00
13.412,0.02,-0.00,-0.00
13.422,0.02,-0.00,-0.00
13.432,0.02,-0.00,0.00
13.441,0.01,-0.00,-0.00
13.451,0.01,0.00,0.00
13.461,-0.00,0.00,-0.00
13.472,-0.01,0.00,-0.00
13.481,-0.02,0.01,-0.00
13.491,-0.02,0.01,-0.00
13.501,-0.02,0.01,-0.00
13.511,-0.02,0.01,-0.00
13.521,-0.01,0.01,-0.00
13.531,-0.01,0.00,-0.00
13.541,-0.01,-0.00,-0.00
13.551,-0.00,0.00,-0.00
13.561,0.00,0.00,0.00
13.571,0.01,0.00,0.00
13.581,0.01,0.00,0.00
13.591,0.01,0.00,-0.00
13.601,0.00,0.00,-0.00
13.611,0.00,0.00,-0.00
13.621,0.00,0.00,-0.01
13.631,0.00,0.00,-0.01
13.641,0.00,0.00,-0.01
13.651,0.00,0.00,-0.01
13.661,0.00,0.00,-0.01
13.671,0.00,0.01,-0.01
13.681,0.00,0.00,-0.01
13.691,0.00,0.00,-0.01
13.701,-0.00,0.00,-0.00
13.711,-0.00,0.00,-0.00
13.721,-0.00,0.00,-0.00
13.731,-0.00,0.00,-0.00
13.741,-0.01,0.00,-0.00
13.751,-0.01,0.00,-0.00
13.761,-0.01,0.00,-0.00
13.771,-0.01,0.00,-0.00
13.781,-0.00,0.00,-0.00
13.791,-0.00,0.00,-0.00
13.801,-0.00,0.00,-0.00
13.811,-0.00,0.00,-0.00
13.821,-0.00,0.00,-0.00
13.831,0.00,0.00,-0.00
13.841,-0.00,0.00,-0.00
13.851,-0.00,0.00,-0.00
13.861,-0.00,0.00,-0.00
13.871,-0.00,0.00,-0.00
13.881,-0.00,0.00,-0.00
13.891,-0.00,-0.00,-0.00
13.901,0.00,-0.00,-0.00
13.911,0.00,0.00,-0.00
13.921,0.00,0.00,0.00
13.931,0.00,0.00,0.00
13.941,0.00,0.00,0.00
13.950,0.00,0.00,-0.00
13.961,0.00,0.00,-0.00
13.970,0.00,0.00,-0.00
13.981,-0.00,0.00,-0.00
13.990,-0.00,0.00,-0.00
14.000,-0.00,0.00,-0.00
14.010,-0.00,0.00,-0.00
14.020,-0.00,0.00,-0.00
14.030,-0.00,0.00,-0.00
14.040,-0.01,0.00,-0.00
14.050,-0.01,0.00,-0.00
14.060,-0.01,0.00,-0.00
14.070,-0.00,0.00,-0.00
14.080,-0.00,0.00,-0.00
14.090,0.00,0.00,-0.00
14.100,0.00,0.00,-0.00
14.110,0.00,0.00,-0.00
14.120,0.00,0.00,-0.00
14.130,0.00,0.00,-0.00
14.140,0.00,0.00,-0.00
14.150,0.00,-0.00,-0.00
14.160,-0.00,-0.00,-0.01
14.170,0.00,0.00,-0.01
14.180,0.00,0.00,-0.00
14.190,0.00,0.00,-0.01
14.200,0.00,0.00,-0.00
14.210,-0.00,0.00,-0.00
14.220,0.00,0.00,-0.00
14.230,0.00,0.00,0.00
14.240,0.00,0.01,0.00
14.250,0.00,0.01,-0.00
14.260,-0.00,0.01,-0.01
14.270,-0.00,0.00,-0.01
14.280,0.00,0.00,-0.01
14.290,-0.00,0.01,-0.01
14.300,-0.00,0.00,-0.01
14.310,-0.01,0.00,-0.01
14.320,-0.01,-0.00,-0.01
14.330,-0.01,-0.00,-0.00
14.340,-0.01,0.00,-0.00
14.350,-0.00,0.00,0.00
14.360,-0.01,0.00,0.00
14.370,-0.01,0.00,0.00
14.380,-0.01,0.00,0.01
14.390,-0.01,0.00,0.01
14.400,-0.01,0.00,0.00
14.410,-0.01,0.00,0.00
14.419,-0.01,0.01,-0.00
14.430,-0.00,0.01,-0.00
14.440,0.00,0.01,-0.00
14.450,0.00,0.01,-0.00
14.459,0.01,0.01,-0.00
14.469,0.01,0.01,-0.00
14.479,0.01,0.00,-0.00
14.489,0.01,-0.00,-0.00
14.499,0.01,-0.00,-0.00
14.509,0.01,-0.00,-0.01
14.519,0.00,-0.01,-0.01
14.529,-0.00,-0.00,-0.00
14.539,-0.00,-0.00,-0.00
14.549,-0.01,0.00,-0.00
14.559,-0.02,0.00,-0.00
14.569,-0.02,0.00,-0.00
14.579,-0.03,0.01,-0.00
14.589,-0.03,0.01,-0.00
14.599,-0.03,0.01,-0.00
14.609,-0.03,0.01,-0.00
14.619,-0.02,0.01,-0.00
14.629,-0.01,0.01,-0.00
14.639,-0.00,0.00,-0.00
14.649,0.00,-0.00,-0.00
14.659,0.01,-0.00,-0.00
14.669,0.01,0.00,-0.00
14.679,0.02,0.00,-0.00
14.689,0.02,0.00,-0.00
14.699,0.02,0.00,-0.00
14.709,0.01,0.00,-0.00
14.719,0.01,0.00,-0.01
14.729,0.01,0.00,-0.01
14.739,0.00,0.00,-0.01
14.749,0.00,0.00,-0.01
14.759,0.00,0.00,-0.01
14.769,0.00,0.01,-0.01
14.779,-0.00,0.00,-0.01
14.789,-0.01,0.00,-0.00
14.799,-0.01,0.00,-0.00
14.809,-0.01,0.00,-0.00
14.819,-0.01,0.00,-0.00
14.829,-0.01,0.00,-0.00
14.839,-0.01,0.00,-0.00
14.849,-0.01,0.00,-0.00
14.859,-0.01,0.00,-0.00
14.869,-0.00,0.00,-0.00
14.879,-0.00,0.00,-0.00
14.889,0.00,0.00,-0.00
14.899,0.00,0.00,-0.00
14.909,0.00,0.00,-0.00
14.918,0.00,0.00,-0.00
14.928,0.01,0.00,-0.00
14.938,0.01,0.00,-0.00
14.948,0.01,0.00,-0.00
14.958,0.01,0.00,-0.00
14.968,0.01,0.00,-0.00
14.979,0.00,0.00,-0.00
14.988,-0.00,-0.00,-0.00
14.998,-0.00,0.00,-0.00
15.008,-0.00,-0.00,-0.00
15.018,-0.00,-0.00,-0.00
15.028,-0.00,0.00,-0.00
15.038,-0.00,0.00,-0.00
15.048,-0.00,0.00,-0.00
15.058,-0.00,0.00,-0.00
15.068,-0.01,0.00,-0.00
15.078,-0.01,0.01,-0.00
15.088,-0.01,0.01,-0.00
15.098,-0.00,0.00,-0.00
15.108,-0.00,0.00,-0.00
15.118,0.00,0.00,-0.00
15.128,0.00,0.00,-0.00
15.138,0.00,0.00,-0.00
15.148,0.00,0.00,-0.00
15.158,0.00,0.00,-0.00
15.168,0.00,0.00,-0.00
15.178,0.00,0.00,-0.01
15.188,-0.00,0.00,-0.00
15.198,-0.00,0.00,-0.00
15.208,-0.01,0.00,-0.00
15.218,-0.01,0.00,-0.00
15.228,-0.01,0.00,-0.00
15.238,-0.00,0.00,-0.00
15.248,-0.00,0.00,-0.01
15.258,-0.00,0.00,-0.01
15.268,-0.00,0.00,-0.01
15.278,-0.00,0.00,-0.00
15.288,-0.00,0.01,-0.00
15.298,-0.00,0.01,-0.00
15.308,-0.00,0.01,-0.00
15.318,-0.00,0.00,-0.01
15.328,-0.01,0.00,-0.01
15.338,-0.00,0.00,-0.01
15.348,0.00,0.01,-0.01
15.358,0.00,0.01,-0.01
15.367,0.00,0.00,-0.01
15.378,0.00,0.00,-0.01
15.388,-0.00,0.00,-0.01
15.398,-0.01,0.00,-0.00
15.408,-0.01,0.00,-0.00
15.418,-0.01,0.01,0.00
15.427,-0.01,0.00,0.00
15.437,-0.02,0.00,0.01
15.447,-0.02,0.00,0.01
15.457,-0.02,0.00,0.00
15.467,-0.02,0.00,-0.00
15.477,-0.02,0.00,-0.00
15.487,-0.01,0.01,-0.01
15.497,-0.01,0.01,-0.01
15.507,-0.00,0.01,-0.01
15.517,0.00,0.01,-0.00
15.527,0.01,0.01,-0.00
15.537,0.01,0.01,-0.00
15.547,0.01,0.00,-0.00
15.557,0.01,0.00,-0.00
15.567,0.01,-0.00,-0.00
15.577,0.01,-0.01,-0.01
15.587,0.01,-0.01,-0.01
15.597,0.01,-0.00,-0.01
15.607,0.00,-0.00,-0.01
15.617,-0.00,0.00,-0.00
15.627,-0.01,0.00,-0.00
15.637,-0.02,0.01,-0.00
15.647,-0.02,0.01,-0.00
15.657,-0.02,0.01,-0.00
15.667,-0.03,0.01,-0.01
15.677,-0.02,0.01,-0.00
15.687,-0.01,0.01,-0.00
15.697,-0.01,0.01,-0.00
15.707,-0.01,0.00,-0.00
15.717,-0.00,0.00,-0.00
15.727,0.00,0.00,-0.00
15.737,0.01,0.00,-0.01
15.747,0.01,0.00,-0.01
15.757,0.02,0.00,-0.01
15.767,0.01,0.00,-0.01
15.777,0.01,0.00,-0.01
15.787,0.01,-0.00,-0.01
15.797,0.00,-0.00,-0.01
15.807,0.00,0.00,-0.01
15.817,0.00,0.00,-0.02
15.827,-0.00,0.00,-0.01
15.837,-0.00,0.00,-0.01
15.847,0.00,0.00,-0.01
15.857,0.00,0.00,-0.01
15.867,-0.00,0.00,-0.01
15.877,-0.00,0.00,-0.01
15.887,-0.00,0.00,-0.00
15.897,-0.01,0.00,-0.00
15.906,-0.00,0.00,-0.00
15.916,-0.00,0.00,-0.00
15.926,-0.00,0.00,-0.00
15.936,-0.00,0.00,-0.00
15.947,-0.00,0.01,-0.00
15.956,-0.00,0.00,-0.00
