Date;Timestamp;DeviceOrientation;GyroscopeX;GyroscopeY;GyroscopeZ;Label
2024-10-10 01:23:28;1728512609.091455;landscapeLeft;0.18066565692424774;-0.13301877677440643;0.10320334881544113;
2024-10-10 01:23:28;1728512609.099584;landscapeLeft;0.1835692971944809;-0.016402941197156906;0.07645562291145325;
2024-10-10 01:23:28;1728512609.1025681;landscapeLeft;0.07546093314886093;0.0012751214671880007;0.04223107546567917;
2024-10-10 01:23:28;1728512609.109428;landscapeLeft;-0.02305365353822708;-0.11671143770217896;-0.0032232238445430994;
2024-10-10 01:23:28;1728512609.12611;landscapeLeft;-0.05006290227174759;-0.07876937836408615;0.04348995164036751;
2024-10-10 01:23:28;1728512609.168589;landscapeLeft;0.005450425669550896;-0.07925780117511749;0.1636541783809662;
2024-10-10 01:23:28;1728512609.218104;landscapeLeft;0.051356930285692215;-0.014646054245531559;0.05961459502577782;
2024-10-10 01:23:28;1728512609.2678819;landscapeLeft;-0.004274107050150633;-0.016082031652331352;0.045394644141197205;
2024-10-10 01:23:28;1728512609.317451;landscapeLeft;-0.03345329686999321;0.01637524552643299;-0.017502561211586;
2024-10-10 01:23:28;1728512609.367064;landscapeLeft;-0.05005917325615883;0.059118714183568954;0.0052259210497140884;
2024-10-10 01:23:28;1728512609.416765;landscapeLeft;-0.11480674147605896;0.054736215621232986;0.012028699740767479;
2024-10-10 01:23:28;1728512609.466428;landscapeLeft;0.011626029387116432;0.04364335164427757;0.0102579640224576;
2024-10-10 01:23:28;1728512609.516082;landscapeLeft;0.06793670356273651;-0.036740437150001526;0.02135668694972992;
2024-10-10 01:23:28;1728512609.5656981;landscapeLeft;0.05116758123040199;-0.01575366221368313;0.043652936816215515;
2024-10-10 01:23:28;1728512609.6156402;landscapeLeft;0.03802434727549553;-0.031859129667282104;0.056297626346349716;
2024-10-10 01:23:28;1728512609.664935;landscapeLeft;-0.06562135368585587;0.012250008061528206;0.04237089306116104;
2024-10-10 01:23:28;1728512609.714673;landscapeLeft;0.001109739183448255;0.01985333301126957;-0.01050377357751131;
2024-10-10 01:23:28;1728512609.764636;landscapeLeft;-0.08545657992362976;0.061286527663469315;-0.030242856591939926;
2024-10-10 01:23:28;1728512609.814663;landscapeLeft;-0.07538290321826935;0.09003162384033203;0.0019025622168555856;
2024-10-10 01:23:28;1728512609.863361;landscapeLeft;-0.012812468223273754;0.008144212886691093;0.015514245256781578;
2024-10-10 01:23:28;1728512609.913327;landscapeLeft;-0.019089005887508392;0.015479090623557568;0.06090809032320976;
2024-10-10 01:23:28;1728512609.9628549;landscapeLeft;-0.045109689235687256;-0.0016708672046661377;0.0468178391456604;
2024-10-10 01:23:28;1728512610.012589;landscapeLeft;-0.15153706073760986;0.016049539670348167;0.019543606787919998;
2024-10-10 01:23:28;1728512610.062212;landscapeLeft;-0.11654685437679291;-0.027227094396948814;0.012060657143592834;
2024-10-10 01:23:28;1728512610.111757;landscapeLeft;-0.031624771654605865;-0.01637045107781887;-0.019932162016630173;
2024-10-10 01:23:28;1728512610.161416;landscapeLeft;-0.07542604953050613;-0.018074607476592064;0.01498241163790226;
2024-10-10 01:23:28;1728512610.211011;landscapeLeft;-0.0008860336965881288;-0.036501817405223846;0.011018563061952591;
2024-10-10 01:23:28;1728512610.2607489;landscapeLeft;0.0036242958158254623;-0.03639529272913933;-0.007423028815537691;
2024-10-10 01:23:28;1728512610.3103108;landscapeLeft;-0.046668969094753265;-0.06017092987895012;-0.016103336587548256;
2024-10-10 01:23:28;1728512610.359976;landscapeLeft;-0.0502365380525589;-0.00953704584389925;-0.015320632606744766;
2024-10-10 01:23:28;1728512610.409575;landscapeLeft;-0.03130386024713516;-0.03924700617790222;-0.021755628287792206;
2024-10-10 01:23:28;1728512610.459147;landscapeLeft;-0.041781000792980194;0.05813174694776535;-0.1099693775177002;
2024-10-10 01:23:28;1728512610.508858;landscapeLeft;0.026160763576626778;0.02930808812379837;-0.05173802748322487;
2024-10-10 01:23:28;1728512610.558461;landscapeLeft;-0.006821686867624521;-0.034268490970134735;0.018322814255952835;
2024-10-10 01:23:28;1728512610.608073;landscapeLeft;0.016923056915402412;-0.01495205145329237;0.05306268483400345;
2024-10-10 01:23:28;1728512610.657717;landscapeLeft;-0.03985367342829704;-0.08156223595142365;0.02153858169913292;
2024-10-10 01:23:28;1728512610.7074041;landscapeLeft;-0.08241018652915955;0.028677716851234436;-0.0034077810123562813;
2024-10-10 01:23:28;1728512610.756998;landscapeLeft;0.061949919909238815;-0.0049510826356709;-0.00564110791310668;
2024-10-10 01:23:28;1728512610.809068;landscapeLeft;0.05997332185506821;0.015732090920209885;-0.01817474327981472;
