Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2024-10-10 01:24:56;1728512696.086194;faceUp;0.1389923095703125;-0.33514404296875;-0.9297943115234375;
2024-10-10 01:24:56;1728512696.0923061;faceUp;0.171783447265625;-0.357696533203125;-0.8963470458984375;
2024-10-10 01:24:56;1728512696.113603;faceUp;0.1049652099609375;-0.3165130615234375;-0.9676666259765625;
2024-10-10 01:24:56;1728512696.163319;faceUp;0.1118316650390625;-0.28924560546875;-0.9582977294921875;
2024-10-10 01:24:56;1728512696.213035;faceUp;0.0745849609375;-0.288177490234375;-0.9402008056640625;
2024-10-10 01:24:56;1728512696.262611;faceUp;0.0730743408203125;-0.2966766357421875;-0.9611053466796875;
2024-10-10 01:24:56;1728512696.312173;faceUp;0.1156158447265625;-0.261962890625;-0.95526123046875;
2024-10-10 01:24:56;1728512696.361913;faceUp;0.0407562255859375;-0.240509033203125;-1.0581817626953125;
2024-10-10 01:24:56;1728512696.41156;faceUp;0.0644073486328125;-0.30230712890625;-0.9993133544921875;
2024-10-10 01:24:56;1728512696.4611878;faceUp;-0.0984039306640625;-0.0416259765625;-0.7823944091796875;
2024-10-10 01:24:56;1728512696.510664;faceUp;0.0591583251953125;-0.3446044921875;-0.772613525390625;
2024-10-10 01:24:56;1728512696.560467;faceUp;-0.0839996337890625;-0.2152099609375;-0.9594879150390625;
2024-10-10 01:24:56;1728512696.610244;faceUp;-0.2373504638671875;-0.246856689453125;-1.0045166015625;
2024-10-10 01:24:56;1728512696.659765;faceUp;-0.1117706298828125;-0.2277374267578125;-0.930206298828125;
2024-10-10 01:24:56;1728512696.709398;faceUp;-0.280548095703125;-0.1818084716796875;-0.8732147216796875;
2024-10-10 01:24:56;1728512696.7590199;faceUp;-0.16998291015625;-0.083038330078125;-0.55810546875;
2024-10-10 01:24:56;1728512696.808648;faceUp;-0.361328125;-0.0797119140625;-0.5855712890625;
2024-10-10 01:24:56;1728512696.8583;faceUp;-0.2874908447265625;0.05029296875;-0.85284423828125;
2024-10-10 01:24:56;1728512696.9083118;faceUp;-0.68817138671875;-0.11480712890625;-0.3055572509765625;
2024-10-10 01:24:56;1728512696.957432;faceUp;-0.7999267578125;0.0901031494140625;-0.8509674072265625;
2024-10-10 01:24:56;1728512697.007153;faceUp;-1.1151580810546875;0.0268096923828125;-0.2760162353515625;
2024-10-10 01:24:56;1728512697.056854;faceUp;-1.2942352294921875;-0.0221099853515625;-0.236328125;
2024-10-10 01:24:56;1728512697.106416;faceUp;-1.4790802001953125;-0.1974029541015625;-0.186187744140625;
2024-10-10 01:24:56;1728512697.156108;faceUp;-1.3988494873046875;-0.156890869140625;-0.0113983154296875;
2024-10-10 01:24:56;1728512697.206029;faceUp;-1.2779541015625;-0.29241943359375;0.1498870849609375;
2024-10-10 01:24:56;1728512697.2552528;faceUp;-1.0823822021484375;-0.23193359375;-0.2318267822265625;
2024-10-10 01:24:56;1728512697.30498;faceUp;-1.1094970703125;-0.0136566162109375;0.1604156494140625;
2024-10-10 01:24:56;1728512697.354871;faceUp;-0.8960418701171875;-0.0724334716796875;0.0188446044921875;
